T,EV,AP,RH,EP
23.9986,66.1842,1011.6480,65.3911,447.5028
30.0921,65.7871,1012.7782,46.6146,437.6843
11.1342,52.0656,1021.7022,98.6963,475.8910
13.4893,44.8964,1018.7241,64.8163,473.4795
27.3556,57.8832,1005.2337,82.9359,432.6097
13.0526,53.7754,1015.4723,81.9478,471.5552
7.9642,49.7878,1016.8073,105.1301,473.3620
30.1837,70.0970,1010.6018,52.5546,449.2810
29.6455,80.0649,997.8713,61.6794,425.5829
20.9612,57.8659,1021.4986,71.4088,451.8145
26.0175,70.6272,1014.8644,45.2868,446.1550
17.7106,51.8344,1018.9237,65.2979,462.3034
22.8164,71.2162,1013.8887,71.4920,443.2194
21.6919,64.0953,1015.3283,77.4781,444.5165
7.8376,36.3244,1011.3115,106.0257,474.9164
25.3612,67.9271,1007.2677,69.9413,445.8457
22.4708,58.1580,1011.7986,71.2210,456.6615
16.3634,49.0819,1012.5022,75.2021,469.5954
25.4672,64.7872,1011.0558,80.6215,429.0929
19.8287,49.3261,1004.7378,89.8296,454.9239
18.8416,52.5187,1017.3588,68.8414,455.5180
18.6140,49.6121,1017.6004,79.8409,456.5319
13.1144,60.1965,1023.2547,84.9583,469.1512
17.2042,39.7735,1023.0499,102.9197,454.1117
12.5044,46.0071,1018.5548,69.8788,473.4054
14.3599,53.5182,1016.7717,76.8241,464.4235
25.3649,57.0708,1004.2060,68.0725,444.2131
18.8354,63.9076,1014.3589,69.0967,461.6267
13.0389,51.0308,1021.2581,96.1842,465.9097
23.0182,61.2976,1006.1858,73.5321,444.8167
19.2281,59.5846,1013.9754,101.0833,444.6776
6.2669,43.1118,1019.3397,94.2091,486.0602
20.6266,56.6776,1017.3073,66.4999,450.5028
15.7367,42.8999,1026.9582,72.8114,458.6669
23.6930,51.3617,1011.9902,58.4125,454.5267
15.1652,35.8691,1009.6935,82.1874,460.1043
37.5360,71.9239,1004.4298,48.6554,420.0275
10.7099,41.0514,1019.1733,52.4941,481.3397
21.6648,67.6021,1004.8880,69.7006,448.3520
18.8536,49.9621,1011.3231,59.6773,458.6443
22.0574,65.4700,1014.3412,73.4797,450.0136
26.9872,58.7322,1010.6527,75.7461,438.9484
15.0386,52.7389,1010.8329,103.5701,462.0086
16.4504,55.7105,1013.7996,95.8092,457.9173
16.1821,52.5830,1012.8101,68.2172,461.8271
7.5251,29.2990,1023.2482,87.5518,477.4602
29.1581,66.9274,1007.3601,67.1034,426.5557
-6.3979,12.9026,1020.7707,105.1170,510.3107
23.7413,67.4552,1003.4693,71.9874,448.8944
16.1990,58.6166,1018.7968,89.9047,458.7527
23.8708,61.1330,1019.1157,55.1521,450.0908
18.2220,53.1041,1021.6886,63.4829,463.6341
8.6331,32.8630,1022.8578,73.2834,483.5745
15.1316,48.0448,1024.0075,88.3517,465.3484
14.6001,39.2805,1011.3487,76.5598,469.9919
23.2976,59.2246,1014.4013,69.4841,449.3742
18.6613,54.6564,1017.1201,56.4565,456.0110
21.4872,52.5592,1010.5120,57.9152,453.3358
20.7249,47.4717,1010.7056,79.0192,446.3176
14.1607,47.9322,1017.6688,67.3955,465.1610
22.0808,59.9680,1002.0234,87.7410,433.5857
25.1797,59.3173,1005.5741,86.2326,430.9808
21.6740,69.5848,1018.9454,64.7179,451.7573
19.4052,58.0086,1016.2090,55.3308,458.9317
28.8549,71.6778,1015.6671,67.1875,429.4754
11.4018,53.7754,1013.9652,91.7095,470.1382
22.9868,56.6965,1005.2884,66.6748,440.2967
31.8650,78.5398,1014.2170,51.9681,427.2592
12.4305,43.5304,1021.5048,84.0209,473.5856
22.5026,47.2428,1019.4026,46.0488,446.7065
23.3042,66.2476,1012.2626,76.8462,444.4464
8.5211,37.1779,1021.5975,97.2204,474.9442
9.4925,31.2893,1021.2987,106.8657,467.7259
21.7131,62.1144,1005.2581,91.0365,444.7061
24.5155,68.4191,1004.3701,69.6780,443.1797
20.7578,54.5828,1009.5636,73.1114,449.2071
24.6213,69.0402,1011.2909,69.6690,438.2979
11.7033,42.4322,1015.0649,77.7341,467.7290
16.9461,55.2146,1021.4181,78.5982,460.6563
32.4317,79.4380,1010.1584,51.7344,417.9130
21.7678,51.2127,1014.3705,42.7202,459.1245
28.1079,69.8418,1016.0364,48.7371,439.3805
15.4296,36.1191,1019.4986,78.8740,465.1307
15.1262,37.9041,1014.1044,60.1841,463.5267
18.5704,50.1357,1014.9141,61.6447,462.5996
18.3280,52.6608,1025.6538,61.8948,458.6637
10.3572,52.2698,1023.4969,78.8530,468.8033
16.9332,55.1154,1017.5637,73.0536,458.5908
11.7372,43.8135,1025.0057,73.3917,462.3418
17.6344,51.5304,1009.9309,62.0193,461.3391
21.4058,59.9581,1012.6352,70.3793,453.5044
21.7405,54.3119,1019.9039,88.2508,450.7734
14.6200,35.8160,1028.7356,67.4743,476.7961
14.4181,38.3561,1010.7230,72.8690,463.4154
9.4525,47.4614,1017.3975,84.7345,472.8544
24.7589,64.7278,1006.3394,52.8905,442.4953
1.4877,28.1028,1012.2074,99.3653,491.6758
18.9934,45.6802,1011.7065,70.5565,454.7450
12.8614,40.5892,1022.3256,72.9575,477.8339
11.8966,42.2976,1020.0824,86.4288,469.8704
24.4536,57.9006,1017.9471,43.4567,445.1865
24.9917,72.0598,1011.6789,71.6463,441.9588
15.5540,45.2105,1021.3803,68.0582,467.0067
19.3808,60.6865,1012.3996,75.5139,451.7022
12.1186,35.0843,1020.0548,77.0286,476.1227
9.4063,30.1364,1023.3278,75.3619,481.7598
14.7859,53.1644,1019.6016,83.4627,455.9705
41.4227,86.3656,1004.2679,33.6737,408.7891
18.6144,43.5173,1008.9389,54.0908,457.6284
28.1514,72.6687,1014.3667,50.7652,435.6666
16.5101,41.7579,1012.3042,83.2462,462.5037
34.0519,87.5105,1009.9048,52.4767,420.6672
24.5513,53.0330,1013.1525,68.5603,441.3191
9.6612,32.5040,1015.9922,86.6150,478.6769
17.1512,37.6859,1006.1777,83.4843,465.3451
19.7051,48.0995,1010.2872,81.5617,446.8632
10.8573,50.7161,1012.0469,78.6450,460.3541
15.1824,54.5436,1014.2996,75.8680,464.6481
34.9856,75.3616,1009.5497,18.4309,429.3434
3.8872,33.0658,1018.5192,94.6220,486.8038
11.1134,40.2489,1016.9829,51.8000,481.4174
10.8037,27.6684,1015.8202,85.1453,477.9189
25.2292,68.4665,1012.5226,53.4390,439.0908
11.3609,41.0738,1025.3261,47.2522,482.8518
26.2880,68.8156,1004.8009,89.4191,427.1471
13.1789,37.4609,1017.8797,61.6968,468.9275
8.5732,38.3646,1008.7689,94.2829,479.6385
9.5296,40.6697,1014.7860,77.2334,474.3545
16.9234,54.7281,1007.2740,91.6369,454.4292
11.8194,42.3578,1019.6984,63.0816,479.5617
26.7061,63.3742,1015.6147,61.1017,437.0048
7.6714,39.2354,1029.4427,85.1517,483.7920
17.7127,55.6090,1008.1841,103.3419,459.3663
13.6877,42.2650,1018.1979,66.9856,470.3931
22.5622,67.3932,1003.4692,67.0926,440.6395
21.4074,61.5569,1028.1546,62.7535,460.2122
13.9987,47.2435,1018.4044,75.1563,467.8827
31.2067,71.2049,1002.5947,63.2897,421.5228
15.6220,56.7654,1017.4999,71.1936,461.7114
25.7657,69.3469,1014.8887,62.5876,442.0818
18.1334,61.9223,1007.6818,99.0192,457.8959
17.0384,56.2358,1012.0362,69.2718,465.1442
19.1125,49.4065,1012.2981,63.6865,460.3510
40.7186,90.4907,1000.0789,50.9266,410.3278
23.8289,62.6503,1008.3081,70.9949,446.5103
23.5520,56.1457,1007.3798,63.7319,454.7560
12.7319,32.1686,1022.7104,62.4128,479.9140
22.5850,73.2463,1001.7323,107.2557,436.1003
9.7393,42.7221,1009.8166,109.2395,475.2212
22.5461,65.2038,1014.0162,67.2762,445.9867
13.1944,38.2315,1014.0125,75.4949,470.0619
20.3098,39.9293,1016.8712,65.0784,455.9508
12.6601,43.6569,1015.9267,80.3955,464.9101
17.4866,46.3339,1020.6799,66.2620,464.6732
27.0347,55.5625,1009.8100,55.0719,440.2454
25.5585,64.5484,1008.5064,73.4716,438.5827
11.4749,39.8951,1012.7585,76.1635,470.5500
13.7292,53.2151,1018.1631,87.5827,466.6863
12.5578,41.7471,1012.5958,65.9171,471.6711
21.2169,61.0247,1012.1115,80.9074,448.8364
17.4510,54.0339,1015.7593,53.4611,468.7846
21.1451,64.2804,1013.2991,71.6126,442.9252
22.4641,53.4483,1016.0624,50.2354,447.7206
22.4046,61.0176,1013.6446,59.5405,452.3484
12.3308,38.5241,1011.7484,75.6842,468.1377
39.4052,94.2103,996.9786,63.0126,404.1746
11.9804,43.5820,1010.5392,87.8093,464.7101
15.4946,42.5475,1019.7755,87.5966,464.9465
12.8598,41.0338,1021.3563,61.1838,471.1031
25.9268,75.4782,1013.4775,64.5801,437.5654
32.8925,74.0005,1007.4363,53.8338,430.4299
25.6177,67.1438,1005.4368,77.9945,447.4890
22.9069,75.6752,1017.4090,76.9242,435.0394
21.7753,59.3050,1008.2377,60.2203,450.3407
25.2753,67.2326,1011.6238,63.8816,447.4270
24.0944,56.2041,1010.6738,58.1022,452.2413
14.1279,50.1514,1018.2389,92.0540,461.1295
6.7462,41.2179,1012.6083,71.5807,475.8362
22.4525,66.2928,1013.7427,81.0598,446.4203
33.1165,73.2511,1004.1248,74.2774,427.9099
11.6134,51.1631,1016.3945,103.9856,464.5433
3.0228,29.8583,1017.6513,73.6790,497.7289
18.2611,44.9972,1020.1337,69.1737,464.2366
29.5228,66.7846,1002.8407,84.8254,427.6287
2.8843,35.8549,1009.6429,115.4025,492.1550
18.6727,68.3107,1009.5833,95.4002,457.8900
15.1487,50.2723,1020.4414,63.5824,469.0113
14.5835,54.1777,1015.4322,84.6810,459.4702
16.7193,53.9989,1021.0875,62.8117,464.6363
17.8351,67.2274,1013.1809,86.5508,456.7747
21.4860,62.8513,1009.1674,100.7842,440.5866
15.2692,47.8139,1013.0132,78.9016,457.8515
19.7096,55.4416,1023.1487,86.5199,449.3198
24.8075,66.6553,1008.2010,91.7353,438.3020
17.3229,43.3378,1030.8902,69.3592,456.9359
21.7857,70.4585,1005.7773,83.6662,445.8886
10.8346,34.1686,1025.1231,75.0159,481.5843
20.7349,48.3249,1016.4913,65.1753,451.1112
26.0907,64.5207,1002.1944,70.7196,443.3365
22.1186,46.9056,1013.2323,79.8335,443.6908
27.7142,74.4697,1005.1339,53.7665,444.3017
-6.7405,23.7623,1023.7694,97.5157,517.5059
13.6955,55.1138,1024.8044,87.7819,461.0267
8.0401,38.9894,1015.6057,66.9832,482.0177
17.5841,47.7107,1016.3484,64.6014,464.8575
20.1343,45.6279,1007.9830,74.7264,458.4299
30.0146,56.5623,1009.1161,45.6865,428.4088
22.5921,52.1902,1005.9213,53.9834,455.2515
23.3765,57.0559,1012.5453,67.8558,443.9100
19.8599,49.3138,1012.5729,62.8818,456.2751
1.6792,37.3191,1026.4618,93.1465,495.2549
23.0706,55.2939,1004.5335,72.8780,440.6410
15.3417,54.2366,1011.6631,72.0607,462.0024
21.1767,57.2299,1006.2424,80.6669,452.8065
22.6713,73.3225,1008.4840,90.1858,446.0308
9.2233,45.1974,1018.6737,71.0997,469.7370
21.0478,53.4343,1006.9793,87.4274,453.8842
20.0513,61.7103,1021.4184,71.8515,449.9023
30.3652,70.9751,1013.2401,83.7617,429.3073
16.1261,56.0595,1012.4487,76.4618,465.2935
17.1728,49.3162,1016.5543,74.5822,458.6817
11.2655,45.5768,1012.6102,103.6216,465.3786
-3.2690,21.6861,1027.2953,71.9479,515.1188
10.9011,43.2998,1018.3390,80.2576,471.5522
22.2681,41.4727,1010.8717,78.4395,452.1332
20.8847,61.5725,1002.5641,87.0057,439.3941
13.7059,32.3519,1016.4899,58.9998,472.9305
27.8172,68.8514,1011.5135,54.8043,436.7732
9.9131,49.4829,1017.6843,89.4837,468.0970
10.8990,32.3108,1016.4736,67.3841,475.1691
21.6435,42.8819,1023.0472,45.6883,457.9688
14.8209,44.2992,1014.0885,90.5778,464.4800
10.0094,32.1243,1019.5300,59.6567,478.9005
23.0277,57.0930,1018.6989,52.9430,447.0688
14.5154,45.6911,1018.1497,80.4930,468.4545
16.8564,48.4175,1019.6046,75.4494,462.0026
16.1925,55.2524,1015.1853,72.8433,464.6705
32.9950,78.4435,1013.9786,60.3341,423.3915
16.5929,43.7824,1009.8478,71.7400,462.6210
17.3326,54.9714,1012.5716,87.0457,460.7841
21.2408,58.0422,1014.3148,70.1776,455.1045
30.3180,70.9940,1010.1439,60.2336,427.9975
17.9888,54.2504,1015.8389,69.1358,440.2631
19.2320,47.2604,1011.1347,77.6535,457.2356
27.2941,69.0025,1008.4949,49.3874,445.1334
24.9095,62.4107,1019.4386,51.6270,445.0926
21.8989,54.1818,1023.4894,66.5694,458.2923
23.7142,52.5479,1012.3059,60.2598,449.9800
25.2809,59.2233,1008.6263,58.3813,448.7594
23.7340,66.1710,1010.2243,66.0948,443.9377
20.3533,46.5191,1008.8925,65.9992,466.5632
14.0520,46.0205,1010.5336,68.4909,469.1104
22.3889,60.7349,1007.4706,84.4348,440.2186
13.7671,39.6266,1016.9604,80.8296,462.1036
28.7571,80.4468,1007.6051,84.3644,423.6567
16.8913,49.9653,1018.8958,62.1651,460.7019
23.8363,54.7601,1011.8112,75.0261,444.8470
30.3356,62.1286,1003.3552,59.7621,436.3714
24.5471,75.9849,1005.6778,97.2957,442.5541
11.7197,37.0928,1024.3418,92.8915,470.1759
31.5366,72.6189,1008.1648,73.1142,427.9903
31.8492,71.5069,1010.5841,65.0179,439.3487
7.9162,48.0965,1015.6901,89.6319,479.8254
9.7181,36.4141,1017.4347,85.9589,480.1380
13.9738,48.9993,1013.0555,79.7584,467.6589
21.6096,69.4384,1008.2386,68.1639,448.0727
36.5871,82.7089,1009.6679,49.5094,423.1710
16.5663,44.0927,1005.3349,65.6385,469.0414
26.3651,66.3703,1010.4656,50.1190,437.7836
30.2816,67.5707,1001.9573,54.1305,429.3155
10.6668,38.3687,1020.4012,76.7174,479.2439
13.3597,43.2825,1016.7762,96.0164,462.1848
10.1371,44.8906,1008.9109,78.0911,470.9852
18.8552,71.7531,1019.2449,65.8941,463.0578
15.7951,58.9909,1018.1479,90.9597,455.1141
19.3209,54.7260,1020.9454,58.0331,468.8231
15.0842,46.8962,1018.2709,89.5758,468.1587
15.4600,45.9051,1013.3252,77.7440,465.9766
15.4957,48.9131,1018.5255,78.5253,459.4009
17.2377,56.0283,1008.3689,90.0897,466.3125
27.7998,60.4294,1005.5072,69.5565,438.8805
27.6755,70.6390,1021.9716,47.5000,438.3413
20.7796,50.8125,1011.5325,61.7219,452.5355
13.9954,51.2274,1013.4612,91.1103,464.0297
43.2133,85.4409,994.7914,58.4960,408.4922
17.8288,43.1168,1007.4008,66.3931,469.2214
31.1817,64.3404,1018.4168,28.1323,445.3956
13.1923,54.2410,1027.0783,64.5285,469.2347
28.8776,65.5954,1005.5295,79.6220,429.7768
35.7907,73.3078,1006.7592,44.5357,421.6639
10.9502,53.7234,1006.8222,113.8732,459.8031
25.6733,69.0804,1009.6505,70.8099,434.1295
16.8912,46.3704,1014.1922,65.6826,464.5938
12.6021,37.4822,1012.9234,92.1506,472.6692
15.9779,43.8923,1014.3391,65.5666,466.1339
18.4260,53.2938,1016.4849,82.0080,457.5404
18.1793,57.3035,1015.3880,90.8296,457.0667
12.2312,52.3187,1022.5848,87.8126,467.7007
9.0592,48.5367,1027.5735,74.7419,477.0332
19.2296,50.7111,1014.5956,48.0329,453.2225
27.2802,56.4501,1018.2468,53.9010,435.3378
21.5264,53.5132,1006.1796,82.5126,453.0276
24.0032,59.3189,1018.6410,66.0183,454.5920
12.7052,52.4178,1006.8195,87.1696,475.0020
22.6357,61.1042,1021.4893,65.7239,447.1253
19.7415,56.3274,1007.4742,97.0335,447.3676
13.5247,41.4857,1008.6912,93.8507,469.7173
14.7502,44.7772,1017.8906,65.6607,470.0701
33.1628,65.8830,1005.7973,52.2275,429.1301
20.1016,50.6271,1012.8578,65.8300,459.0575
29.2800,84.3496,1011.4529,84.5071,432.6279
36.0613,74.3535,1012.9153,35.4140,421.0285
29.5980,61.3348,1005.5570,80.3132,437.1887
27.7125,59.3729,1005.9410,63.0197,447.5109
14.5005,53.1490,1015.5678,97.9159,458.2435
13.7303,34.7202,1015.5636,59.3728,467.3008
16.1544,44.2669,1014.3673,60.5449,468.9915
15.0868,39.1761,1021.0533,81.8745,459.0535
18.6937,60.1161,1016.3446,87.4757,451.2727
29.1908,64.3204,1001.9249,52.2169,436.8729
19.2981,66.9158,1025.8756,77.1230,449.2586
14.9531,52.4235,1023.9265,73.9459,462.6916
26.6400,63.2977,1011.8661,59.5354,443.0910
22.1921,58.4874,1005.7728,64.7781,450.2621
35.2884,78.2277,1001.4913,39.9607,413.1091
22.6833,63.7797,1015.5749,65.6722,445.4953
9.7649,33.3484,1011.8054,72.0345,477.0551
31.0956,86.3879,1010.2464,83.0151,423.8873
35.6729,86.3455,1015.1399,69.5027,415.3556
19.3915,57.2232,1018.6595,51.3531,458.8600
21.6534,44.4710,1005.4085,67.0846,446.0899
9.3308,28.7441,1011.6669,79.9674,481.5304
27.2575,62.3844,1017.8709,45.6255,434.8450
5.6562,47.6764,1021.5156,106.3673,478.9855
21.2860,50.3343,1017.9281,52.8211,456.6303
20.0758,53.6751,1008.8835,83.3642,450.4400
25.7800,67.1403,1014.2266,77.6987,433.4963
8.8677,40.6063,1012.5332,77.5482,481.3928
17.6767,48.2341,1015.8492,74.3460,464.1685
19.0365,55.2777,1005.3935,80.7169,452.3140
25.5865,56.3007,1011.8645,56.4006,449.2332
9.9544,48.1266,1017.7766,75.8048,482.1245
15.3180,53.9537,1026.8619,76.1164,459.3629
18.6176,51.6260,1012.5926,73.2059,456.9313
24.9208,57.7011,1018.0122,53.9813,440.4523
25.8255,58.3729,1010.4876,76.2129,437.6326
17.2994,54.3689,1010.5058,67.7427,464.8375
28.0056,75.7513,1020.9193,68.3190,444.3921
23.4559,64.2788,1009.6178,64.8121,446.5580
8.8939,45.5985,1025.6695,94.5087,476.6498
4.1688,37.5532,1017.9187,92.1464,486.2619
15.1922,34.0716,1015.2628,71.4207,461.2399
25.8464,58.2793,1009.1192,57.0635,446.9624
11.2343,41.7953,1021.2945,93.2596,474.4220
21.9673,55.0333,1015.5138,57.0795,455.9452
17.2654,46.3535,1008.3238,96.3551,450.8274
13.3723,44.8135,1016.4084,70.7290,469.0973
27.5898,69.8037,1009.5034,72.1578,427.6482
19.3613,63.9047,1016.7638,97.5009,448.5711
25.2806,64.2589,1007.9639,83.9304,433.2581
19.5328,43.4446,1014.1268,66.4775,452.6389
27.3382,63.6281,1008.5638,70.1480,436.6621
26.3332,64.0417,1008.0813,77.8743,437.7686
14.3163,47.9305,1012.1323,89.1644,464.1587
3.9403,28.1081,1013.4088,89.7495,479.2239
28.5137,73.4427,1012.5725,82.1065,437.7565
17.4784,56.3554,1008.3162,94.5367,449.8011
21.3301,60.8415,1015.1234,58.5137,446.7762
36.0518,88.9503,1007.2064,66.7033,408.5594
14.3638,40.1529,1015.9687,73.6577,467.2490
18.5863,41.4901,1004.3494,70.7592,472.3148
14.8393,44.2144,1009.3399,71.9181,455.9942
21.3443,50.5315,1015.4402,71.5255,459.8866
29.3194,74.8545,1010.6891,73.6225,432.5463
14.2052,45.4885,1000.9233,95.8974,463.0937
17.6362,50.1825,1008.0331,76.9378,458.6284
29.1310,59.7818,1004.6901,69.9131,444.0288
19.4175,58.3868,1019.6772,63.6477,459.0948
23.7572,38.5314,1008.2248,59.2841,449.5027
34.5726,73.6181,1002.1844,71.0265,416.8091
32.7917,71.7669,1015.6698,69.1706,419.3270
21.8060,67.6674,1011.1988,85.4938,445.2816
9.5898,39.8593,1011.2835,106.3109,481.1977
14.5114,46.0323,1014.4190,77.6072,470.7704
23.0498,59.3681,1014.1805,78.9866,447.3432
9.5805,32.8245,1016.7822,91.9602,480.5585
-1.1770,32.0718,1025.1620,93.4956,505.9957
5.2227,49.5284,1028.5841,78.3689,482.6346
17.3111,48.9929,1015.5827,78.1659,464.4094
30.4575,71.6020,1017.9568,76.3054,430.0519
25.0247,55.5626,1023.0602,69.1546,449.0657
19.4037,47.0238,1010.4887,78.7851,457.1387
14.4542,39.3187,1013.0162,73.9341,470.4976
30.7758,67.5876,999.3591,68.7487,427.4639
14.6743,41.5096,1018.7013,78.3182,462.2904
34.2079,71.5344,1013.6042,54.8571,425.9483
14.8940,37.6513,1016.6173,77.4330,465.5159
25.9546,68.0287,1012.7043,62.2744,446.0562
2.8275,30.6091,1022.4064,102.2317,491.1913
14.9505,38.7515,1017.5968,53.4781,471.3628
19.1920,48.8855,1022.2454,63.4580,453.0834
32.5639,70.0182,1010.9597,55.7504,428.5568
21.7694,68.6103,1017.5408,69.1751,453.0384
16.2074,56.8442,1016.8278,73.4927,459.7508
12.0617,46.6045,1015.3472,84.5627,460.8427
25.8090,78.6476,1026.0611,68.5800,442.2323
29.5617,59.0633,1001.5486,52.4464,435.5077
19.2700,61.8669,1012.5195,79.6899,448.1402
18.6622,46.8530,1007.6921,60.6193,459.7327
16.6258,50.3667,1014.8173,79.9627,466.8057
15.4088,61.0760,1010.8258,80.1743,457.7605
42.2874,84.2850,999.9858,47.3578,402.2177
14.3080,42.0684,1013.2575,72.7171,468.0471
20.8110,54.5834,1010.4826,82.8864,455.5512
19.4108,65.1762,1003.0231,83.5036,445.9689
13.8712,40.4235,1017.6139,76.8291,466.8664
21.8525,61.5003,1009.2675,55.1887,445.5309
17.0537,59.6767,1018.3452,89.3667,450.8453
12.5265,49.3295,1023.3509,90.4651,477.4606
26.7195,57.7080,1011.6708,64.6489,438.5294
27.9941,73.9393,1018.8486,63.0954,436.1124
13.1940,23.7556,1015.9915,53.9260,482.3897
32.8077,67.2658,1018.5902,39.7439,426.0362
20.8540,50.6411,1013.0825,77.9879,454.0470
16.0693,47.2988,1016.0679,91.2316,461.8934
19.7581,58.5528,1007.4555,76.5148,447.6253
22.9592,55.1632,1019.2935,70.9175,442.3219
18.3767,57.7516,1021.3519,82.3295,453.5354
10.9157,43.8193,1020.6065,95.6878,471.6186
22.5143,59.5239,1020.9732,69.2516,446.3154
17.0697,47.6958,1011.1487,91.0334,448.8950
10.4049,31.1087,1023.9508,79.8553,477.1251
19.6807,40.3369,1004.3481,75.5519,455.8810
27.9622,75.5382,1015.6168,72.4861,439.0209
25.1720,66.8077,1007.2086,93.6936,435.5051
23.9818,52.3264,1008.1831,59.1851,446.1591
20.7289,50.2216,1003.6722,49.5397,452.7760
5.5341,42.9678,1018.0714,95.9007,479.4041
24.9605,62.9918,1015.0135,71.9473,444.8059
26.1881,69.1339,1010.8297,86.2396,439.7514
31.5646,65.9662,1010.2312,59.4306,422.0447
5.5291,37.7651,1027.4214,84.8320,483.1791
20.2128,54.7475,1023.5958,82.4156,451.6535
33.8877,69.6768,1006.8877,60.0314,420.4648
2.1386,31.9520,1027.3876,101.0881,484.7909
20.0318,55.6351,1008.4376,74.5349,456.0990
31.9702,72.0482,1006.5550,75.7170,423.8822
25.6590,60.0058,1008.3474,75.5409,437.1862
20.6029,53.7664,1010.9576,74.9431,454.4559
23.6557,52.4282,1007.3218,63.5414,444.0052
12.3186,38.9519,1008.3493,78.6752,469.7852
5.8873,35.7394,1024.1397,96.3068,486.8549
6.8224,30.5056,1020.8628,77.2448,490.6547
27.1308,66.8321,1006.6307,82.1821,435.0003
28.2347,64.6705,1002.8584,65.5056,433.4987
17.7396,51.4508,1012.4818,67.0439,464.6817
21.2115,48.0113,1012.1368,53.9363,460.5649
23.4695,60.2027,1009.3082,79.2514,441.7156
16.7899,52.2069,1019.3104,74.2714,459.9200
22.3955,64.8416,1015.3542,68.7877,448.5063
21.0593,51.5880,1009.9058,76.2551,443.9752
24.5931,62.0702,1019.1172,57.9698,443.7118
13.1729,54.7913,1017.1410,71.9663,467.2039
22.0357,48.9852,1012.4062,70.2570,449.3587
30.4184,63.7738,1017.9397,54.5665,435.5012
22.6239,58.0098,1020.5714,84.5656,450.7824
13.9764,56.7031,1012.2822,93.5900,465.4143
11.3331,48.2684,1018.2931,75.1543,468.6558
23.7879,56.4856,1014.1674,71.7230,442.5973
17.5822,39.9426,1014.0682,76.2225,454.6418
25.2988,62.7076,1017.3064,80.1171,445.5256
30.9364,74.3616,1016.3155,75.2191,427.7485
32.0214,78.3125,1002.7502,77.6908,423.3439
10.7340,45.5692,1023.0624,89.9708,464.1298
26.7376,65.2105,1012.0073,80.6655,433.8807
7.8490,33.2758,1007.6292,84.0532,472.2034
11.0218,37.6967,1009.1334,94.0516,474.3889
8.6389,39.7919,1014.6928,92.6054,479.0157
15.6148,37.3391,1021.7857,79.9910,463.6537
27.8250,63.3905,1005.1772,55.8480,435.7590
18.7440,49.5087,1013.3893,80.6956,458.1359
16.0472,44.5608,1018.1869,82.4380,460.1854
11.3364,38.3118,1012.7718,82.9299,472.8079
25.3068,63.9425,1016.8010,56.3326,433.4420
21.0368,53.7297,1019.5842,69.2299,450.5926
26.7624,52.9853,1014.7978,49.9435,441.1165
10.9090,40.2733,1013.8062,75.5051,471.2185
27.7970,59.6337,1008.4556,70.6920,447.0148
25.0571,61.4805,1014.3199,68.7070,441.8741
16.3323,53.6265,1023.3443,74.7559,464.7759
27.5874,59.4141,1007.7972,72.3497,444.5293
22.2986,62.4951,1023.2480,62.7965,453.6831
33.2533,85.5024,1008.1703,74.4801,419.0359
21.4756,60.4647,1011.0709,61.9556,458.8979
34.4541,68.3777,1002.7497,41.2908,436.8324
16.0664,51.3557,1014.7737,102.2939,455.4290
24.8225,59.3426,1021.1122,67.8248,444.1415
16.5225,56.5299,1015.0232,58.7965,466.4629
12.6479,54.6261,1021.7056,87.1353,458.7370
38.7799,103.1868,998.6211,57.2502,409.2608
4.1708,27.8315,1015.2085,71.8458,495.7334
29.9605,78.0879,1009.3946,79.5746,428.6698
13.4939,55.8343,1012.8620,78.4984,461.8964
16.5084,63.4810,1022.5523,79.3532,451.4163
21.1670,45.7566,1022.7658,40.0427,453.0359
19.0029,50.6393,1017.5914,53.1799,461.0340
21.5622,54.6075,1010.7311,73.1271,447.0127
-0.0481,38.3312,1021.0667,104.2443,500.6712
17.3225,54.2712,1003.6082,60.4782,464.3411
11.4671,32.3949,1023.6379,59.7845,474.9664
3.4967,26.6772,1018.4444,76.7818,498.2851
20.0655,43.0345,1002.0557,75.1445,453.8054
19.2343,57.3669,1010.6155,53.8492,450.8874
11.5291,48.3759,1023.0219,88.0057,467.3863
13.4963,42.1229,1013.2006,91.2317,466.6434
17.7053,36.9453,1009.8142,68.3680,461.6081
-0.6570,28.3850,1017.2498,98.0695,504.3197
22.1008,55.3096,1011.5568,79.9449,454.3065
8.3643,36.8901,1018.3058,88.0375,472.0891
26.7700,56.0048,1011.9913,56.9616,439.2353
7.1735,46.1790,1015.6395,104.7767,465.5891
40.3311,77.4013,1001.0342,32.9451,413.9061
23.5615,69.6729,1009.9100,72.4532,440.5584
10.2682,39.2196,1019.7694,78.9394,475.7745
17.9527,56.1631,1010.5805,73.3192,464.0309
24.0132,60.7443,1004.7666,55.0116,440.9109
20.4267,48.0363,1012.8709,100.8556,455.3486
19.4985,61.7442,1013.5449,70.9223,449.8750
15.2277,49.4076,1008.6914,92.9620,465.4590
20.5134,67.1946,1005.3641,75.5462,450.1707
4.9173,29.2155,1017.5072,101.9674,499.9106
16.3451,63.5868,1015.1531,78.2465,453.0976
15.2644,47.4101,1013.2714,99.2188,459.5223
36.8686,77.7082,1005.0915,51.7951,425.6249
21.8290,54.1159,1010.0240,66.4149,448.1243
22.6169,43.0636,1008.3729,64.7743,452.3565
18.4312,50.6274,1008.1039,92.6807,459.1376
