ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
,,10551,15854,,,,8,259,193085,23,99.26,161.79,,0.00,,2282.98,,9.30,0.00,,,
2451635,52203,8045,7915,253912,2756,27153,7,98,220207,91,62.54,115.07,25.31,0.00,2303.21,5691.14,10471.37,207.28,0.00,2303.21,2510.49,-3387.93
2452094,65727,3549,22278,451747,5663,12732,2,8,159101,96,16.41,21.00,18.90,0.00,1814.40,1575.36,2016.00,145.15,0.00,1814.40,1959.55,239.04
2450954,31606,925,45662,630651,5593,10182,8,176,200212,7,5.53,8.40,0.25,0.00,1.75,38.71,58.80,0.01,0.00,1.75,1.76,-36.96
2451489,69122,9092,18150,830162,574,17033,1,118,82039,88,33.90,53.22,51.62,0.00,4542.56,2983.20,4683.36,181.70,0.00,4542.56,4724.26,1559.36
2452246,45809,7435,86098,1295392,5839,8286,4,252,164411,47,81.31,82.12,4.92,0.00,231.24,3821.57,3859.64,18.49,0.00,231.24,249.73,-3590.33
2451532,35528,4738,55980,1521465,997,10882,8,259,52495,20,68.21,109.13,80.75,0.00,1615.00,1364.20,2182.60,129.20,0.00,1615.00,1744.20,250.80
2451002,53922,7360,24371,1328321,3918,13468,7,7,89908,96,65.89,94.22,55.58,0.00,5335.68,6325.44,9045.12,373.49,0.00,5335.68,5709.17,-989.76
2452542,54516,11245,78144,561188,1385,2829,2,69,198965,62,48.18,91.06,11.83,0.00,733.46,2987.16,5645.72,51.34,0.00,733.46,784.80,-2253.70
2451506,37610,17222,98220,1234976,6932,42088,2,277,178570,74,62.93,117.67,51.77,0.00,3830.98,4656.82,8707.58,76.61,0.00,3830.98,3907.59,-825.84
2451543,65259,14017,5914,851200,6886,18619,4,160,184754,37,27.41,40.01,37.60,0.00,1391.20,1014.17,1480.37,27.82,0.00,1391.20,1419.02,377.03
2452088,32753,9199,84545,1095840,3935,10383,7,246,162088,6,84.15,138.00,30.36,0.00,182.16,504.90,828.00,10.92,0.00,182.16,193.08,-322.74
2451372,71262,4774,89462,61675,5088,44101,7,30,177238,77,40.19,56.26,6.18,0.00,475.86,3094.63,4332.02,14.27,0.00,475.86,490.13,-2618.77
2452229,33650,15317,1638,42319,4953,49987,1,274,136436,63,50.12,84.70,23.71,0.00,1493.73,3157.56,5336.10,29.87,0.00,1493.73,1523.60,-1663.83
2451127,62810,17329,77678,1637126,1021,469,8,30,225856,93,74.87,118.29,54.41,0.00,5060.13,6962.91,11000.97,404.81,0.00,5060.13,5464.94,-1902.78
2452218,37279,5041,58844,1563734,2224,27161,1,160,42262,79,16.91,21.81,11.55,510.97,912.45,1335.89,1722.99,4.01,510.97,401.48,405.49,-934.41
2451402,40263,14350,41722,1643852,3582,47712,2,208,221791,9,15.51,26.52,9.28,55.95,83.52,139.59,238.68,0.82,55.95,27.57,28.39,-112.02
2451896,39534,11035,88215,945097,1179,32014,7,139,152858,14,97.32,178.09,19.58,0.00,274.12,1362.48,2493.26,13.70,0.00,274.12,287.82,-1088.36
2451522,40901,7846,63609,1434313,5817,39321,1,85,66608,54,28.55,29.40,15.58,0.00,841.32,1541.70,1587.60,42.06,0.00,841.32,883.38,-700.38
2451515,67186,10034,90863,1689489,2868,26694,2,68,223743,13,31.09,46.94,5.63,0.00,73.19,404.17,610.22,3.65,0.00,73.19,76.84,-330.98
,,15651,43277,1645597,,5931,,,122501,,,,12.73,,330.98,,,,,330.98,,-1302.08
2451035,53563,2746,77948,357493,1838,37383,7,79,78951,93,73.78,106.24,84.99,0.00,7904.07,6861.54,9880.32,553.28,0.00,7904.07,8457.35,1042.53
2451901,64621,11576,74069,1708147,1425,26750,7,294,97638,87,51.79,61.11,36.66,1945.54,3189.42,4505.73,5316.57,87.07,1945.54,1243.88,1330.95,-3261.85
2450832,35449,12556,31668,309324,3427,30683,1,47,75798,97,57.33,72.80,5.82,479.85,564.54,5561.01,7061.60,7.62,479.85,84.69,92.31,-5476.32
2451813,54356,3061,90770,394707,4244,43381,7,147,5128,90,65.12,82.70,22.32,0.00,2008.80,5860.80,7443.00,120.52,0.00,2008.80,2129.32,-3852.00
2450989,65576,10759,26158,1193345,5685,24872,2,5,35384,76,71.94,98.55,37.44,2105.62,2845.44,5467.44,7489.80,59.18,2105.62,739.82,799.00,-4727.62
2451172,52426,10214,51657,840399,4341,3083,1,167,184312,70,96.93,193.86,85.29,5970.30,5970.30,6785.10,13570.20,0.00,5970.30,0.00,0.00,-6785.10
2452132,62396,3965,22636,887895,3554,23613,7,73,62409,50,11.59,22.25,2.00,0.00,100.00,579.50,1112.50,7.00,0.00,100.00,107.00,-479.50
2452386,67422,5173,4384,423282,1380,1078,4,2,149015,94,14.11,14.53,5.08,0.00,477.52,1326.34,1365.82,38.20,0.00,477.52,515.72,-848.82
2452051,63532,6755,99694,785115,4489,25863,10,130,83781,60,56.95,80.29,8.83,0.00,529.80,3417.00,4817.40,5.29,0.00,529.80,535.09,-2887.20
2451151,34246,10634,19850,1014928,2359,15837,1,140,67818,97,53.00,66.78,54.75,0.00,5310.75,5141.00,6477.66,0.00,0.00,5310.75,5310.75,169.75
2452598,54775,16401,81178,199039,5347,47208,10,191,80105,62,27.27,37.35,17.92,0.00,1111.04,1690.74,2315.70,66.66,0.00,1111.04,1177.70,-579.70
2452133,59525,7541,15783,573390,5397,11357,7,99,235025,1,98.55,185.27,94.48,0.00,94.48,98.55,185.27,4.72,0.00,94.48,99.20,-4.07
2451847,46973,11087,82897,1920575,3053,5978,2,106,108704,59,11.22,12.34,5.05,0.00,297.95,661.98,728.06,14.89,0.00,297.95,312.84,-364.03
2451528,72998,6385,66590,1779900,6363,2073,8,182,236971,29,88.05,162.01,115.02,0.00,3335.58,2553.45,4698.29,33.35,0.00,3335.58,3368.93,782.13
2452356,48615,7945,22760,1384968,6376,20184,7,154,84251,11,15.03,21.79,9.58,0.00,105.38,165.33,239.69,3.16,0.00,105.38,108.54,-59.95
2451073,33371,6190,21579,351081,2183,31685,8,103,170772,97,51.70,55.83,15.63,0.00,1516.11,5014.90,5415.51,75.80,0.00,1516.11,1591.91,-3498.79
2452192,51122,13927,17590,1201299,2608,19517,7,202,173113,39,53.75,99.97,80.97,0.00,3157.83,2096.25,3898.83,0.00,0.00,3157.83,3157.83,1061.58
2451182,54044,13022,2808,1526513,7018,38323,7,222,176004,49,56.74,98.72,84.89,0.00,4159.61,2780.26,4837.28,291.17,0.00,4159.61,4450.78,1379.35
2451162,39513,7504,99624,1577497,3017,4490,2,116,53739,55,95.70,147.37,109.05,0.00,5997.75,5263.50,8105.35,539.79,0.00,5997.75,6537.54,734.25
2451518,75368,17194,10545,68385,5072,11712,1,25,216265,64,5.84,10.74,0.53,0.00,33.92,373.76,687.36,1.01,0.00,33.92,34.93,-339.84
2452272,67183,10825,17855,960150,6445,740,8,215,169315,73,14.92,19.69,11.81,0.00,862.13,1089.16,1437.37,0.00,0.00,862.13,862.13,-227.03
2452607,75211,5685,37076,1715274,672,35223,4,38,135921,40,3.59,4.66,4.14,0.00,165.60,143.60,186.40,8.28,0.00,165.60,173.88,22.00
2451494,73220,7454,93565,1626951,2384,35370,7,94,71118,8,86.82,91.16,86.60,0.00,692.80,694.56,729.28,0.00,0.00,692.80,692.80,-1.76
2452240,,15767,48638,,2438,33738,,,6606,,,102.61,,0.00,3529.44,3739.28,4412.23,247.06,0.00,3529.44,,-209.84
2451110,36163,17119,91448,835766,6837,49955,10,55,5959,51,10.74,12.78,5.11,96.42,260.61,547.74,651.78,9.85,96.42,164.19,174.04,-383.55
2452584,36275,5661,49020,961388,3356,34924,2,144,168978,45,78.06,140.50,82.89,0.00,3730.05,3512.70,6322.50,0.00,0.00,3730.05,3730.05,217.35
2452507,61938,11503,47298,380902,3306,42957,4,248,118307,27,20.83,24.99,24.24,0.00,654.48,562.41,674.73,39.26,0.00,654.48,693.74,92.07
2451466,37787,16513,59832,327641,3897,10506,4,60,120337,99,80.56,108.75,31.53,0.00,3121.47,7975.44,10766.25,0.00,0.00,3121.47,3121.47,-4853.97
2452624,61836,14191,91500,305927,1954,25134,1,283,94210,79,87.82,101.87,39.72,0.00,3137.88,6937.78,8047.73,156.89,0.00,3137.88,3294.77,-3799.90
2452539,56362,12429,22991,797296,3601,4306,4,159,226126,30,23.14,23.60,7.31,0.00,219.30,694.20,708.00,15.35,0.00,219.30,234.65,-474.90
2451857,36845,14971,42617,1815577,4184,15944,4,146,163191,37,82.70,112.47,105.72,0.00,3911.64,3059.90,4161.39,78.23,0.00,3911.64,3989.87,851.74
2451503,60837,7549,30098,448465,4785,37952,1,119,43901,55,50.80,72.13,7.21,0.00,396.55,2794.00,3967.15,7.93,0.00,396.55,404.48,-2397.45
2450956,53403,1550,68200,1552549,1698,34847,2,288,80439,27,34.89,45.35,5.89,0.00,159.03,942.03,1224.45,0.00,0.00,159.03,159.03,-783.00
2450869,37928,16790,70146,1912835,5477,44566,1,113,6275,91,29.00,45.82,17.86,0.00,1625.26,2639.00,4169.62,32.50,0.00,1625.26,1657.76,-1013.74
2452252,29266,16037,97287,460426,365,29904,7,45,41749,87,46.60,57.31,7.45,0.00,648.15,4054.20,4985.97,32.40,0.00,648.15,680.55,-3406.05
2452635,70023,5748,8939,1288167,5795,5423,1,267,178509,65,57.52,92.60,35.18,0.00,2286.70,3738.80,6019.00,114.33,0.00,2286.70,2401.03,-1452.10
2451262,46328,15728,83403,825204,7005,36853,2,39,135537,26,99.36,183.81,150.72,0.00,3918.72,2583.36,4779.06,313.49,0.00,3918.72,4232.21,1335.36
2452616,70524,7005,78067,130860,100,33293,10,92,4420,39,9.19,12.95,4.27,0.00,166.53,358.41,505.05,13.32,0.00,166.53,179.85,-191.88
2451831,51315,14629,57852,373430,1455,24233,1,238,224912,56,16.81,20.50,11.07,390.54,619.92,941.36,1148.00,9.17,390.54,229.38,238.55,-711.98
,,6926,54793,,,36395,,,176814,60,,,5.86,,351.60,1418.40,2070.60,10.54,,351.60,362.14,
2451768,62058,11942,44507,103726,2145,2211,10,50,57682,92,18.42,29.47,2.65,48.76,243.80,1694.64,2711.24,3.90,48.76,195.04,198.94,-1499.60
2451511,67052,1196,65276,551364,5452,48387,8,127,86479,17,8.39,8.89,5.77,0.00,98.09,142.63,151.13,0.98,0.00,98.09,99.07,-44.54
2452018,71377,16571,25229,1522383,3184,12738,4,175,189408,2,5.20,9.56,6.50,0.00,13.00,10.40,19.12,0.52,0.00,13.00,13.52,2.60
2451201,62972,6496,24341,157495,1849,36603,8,51,207999,81,94.95,155.71,15.57,0.00,1261.17,7690.95,12612.51,113.50,0.00,1261.17,1374.67,-6429.78
2450819,65436,8882,86265,793060,4208,37403,4,72,144847,56,73.77,135.73,20.35,0.00,1139.60,4131.12,7600.88,22.79,0.00,1139.60,1162.39,-2991.52
2452251,66932,7545,63711,619716,5321,1326,10,239,188059,66,19.23,36.92,4.43,0.00,292.38,1269.18,2436.72,0.00,0.00,292.38,292.38,-976.80
2451071,70505,7088,76490,708712,5734,45956,2,8,208761,5,85.34,108.38,67.19,0.00,335.95,426.70,541.90,23.51,0.00,335.95,359.46,-90.75
2451769,65659,17282,79757,1020860,4810,3160,1,70,40151,97,66.71,129.41,85.41,0.00,8284.77,6470.87,12552.77,82.84,0.00,8284.77,8367.61,1813.90
2452475,68722,12843,93090,1017030,1770,157,,,17481,,,8.26,4.62,380.91,448.14,,801.22,4.03,380.91,67.23,71.26,-446.87
,39596,4667,25903,535421,2092,,10,286,151466,3,,,,0.00,,,91.23,,0.00,,83.84,7.59
2451902,61623,17327,27852,292670,5041,29059,2,43,56911,67,42.08,51.75,34.15,0.00,2288.05,2819.36,3467.25,22.88,0.00,2288.05,2310.93,-531.31
2451938,33247,11733,45168,1465531,294,31410,4,204,204019,93,78.18,89.12,48.12,0.00,4475.16,7270.74,8288.16,0.00,0.00,4475.16,4475.16,-2795.58
,34709,8194,10284,,2161,,,282,184001,74,58.91,107.80,,0.00,,4359.34,,0.00,0.00,3828.76,,
2451479,41688,5326,44994,1070358,1322,39886,2,279,228127,4,56.33,91.25,31.93,0.00,127.72,225.32,365.00,1.27,0.00,127.72,128.99,-97.60
,,17873,,1200840,5371,,10,281,25202,94,83.46,,5.34,,,7845.24,,25.09,,,,
2451056,64073,7594,42608,9309,6057,29958,10,98,29218,56,9.21,15.74,8.02,0.00,449.12,515.76,881.44,13.47,0.00,449.12,462.59,-66.64
2452212,51779,11597,2911,1607533,2908,19930,4,191,37000,80,68.60,123.48,113.60,0.00,9088.00,5488.00,9878.40,0.00,0.00,9088.00,9088.00,3600.00
2452472,55398,2136,34488,1290682,476,32270,2,14,41495,67,76.76,145.07,120.40,887.34,8066.80,5142.92,9719.69,430.76,887.34,7179.46,7610.22,2036.54
2451099,37422,15865,1230,604107,4584,44308,8,288,75197,2,6.70,10.38,9.54,10.11,19.08,13.40,20.76,0.26,10.11,8.97,9.23,-4.43
2452632,33903,6240,35667,259360,3853,39946,1,249,9102,79,95.42,185.11,64.78,0.00,5117.62,7538.18,14623.69,153.52,0.00,5117.62,5271.14,-2420.56
2451317,63399,11881,53198,754336,274,39365,8,34,207819,68,95.69,105.25,103.14,0.00,7013.52,6506.92,7157.00,420.81,0.00,7013.52,7434.33,506.60
2451295,62578,7312,50065,1500548,4631,43914,10,27,11037,56,66.75,120.15,18.02,0.00,1009.12,3738.00,6728.40,50.45,0.00,1009.12,1059.57,-2728.88
2452578,33984,7797,14989,1679681,2420,32312,7,296,98907,89,5.76,9.33,8.95,0.00,796.55,512.64,830.37,0.00,0.00,796.55,796.55,283.91
2451429,51314,5167,5563,74219,6875,35931,1,46,89885,54,87.03,162.74,143.21,0.00,7733.34,4699.62,8787.96,0.00,0.00,7733.34,7733.34,3033.72
2451413,37382,6284,63304,1641248,5145,5442,1,23,154136,15,30.39,57.43,40.20,0.00,603.00,455.85,861.45,42.21,0.00,603.00,645.21,147.15
2451768,63742,12617,8968,553021,2674,41927,7,207,135926,91,96.19,177.95,87.19,0.00,7934.29,8753.29,16193.45,634.74,0.00,7934.29,8569.03,-819.00
2452342,51780,4389,32286,1229698,5510,6922,2,26,10769,32,2.31,3.09,1.14,0.00,36.48,73.92,98.88,1.45,0.00,36.48,37.93,-37.44
2451126,30495,8476,635,188936,7190,33491,8,39,2108,73,94.86,166.95,80.13,0.00,5849.49,6924.78,12187.35,116.98,0.00,5849.49,5966.47,-1075.29
2450973,30172,6244,55065,810337,2409,35728,7,185,221039,45,27.55,47.38,29.84,819.10,1342.80,1239.75,2132.10,26.18,819.10,523.70,549.88,-716.05
2450900,36982,12074,30991,1271653,3068,10530,4,222,202897,25,26.04,49.73,24.86,0.00,621.50,651.00,1243.25,18.64,0.00,621.50,640.14,-29.50
,61240,9366,,228665,3534,,,155,173599,,29.41,47.35,43.56,,,1441.09,,,,,2241.16,693.35
2452146,,14519,46688,,,12127,,,164906,78,,,102.79,,,,8017.62,,,8017.62,,
2451776,74223,4795,99290,1764372,1901,25383,2,59,147831,65,98.74,104.66,82.68,0.00,5374.20,6418.10,6802.90,161.22,0.00,5374.20,5535.42,-1043.90
2451802,69283,14101,19617,1430321,2272,47423,8,200,224350,19,4.68,5.61,3.19,17.57,60.61,88.92,106.59,3.87,17.57,43.04,46.91,-45.88
2452247,45205,16751,28390,403589,3235,9634,7,40,52473,32,57.68,103.82,57.10,0.00,1827.20,1845.76,3322.24,164.44,0.00,1827.20,1991.64,-18.56
2452267,67831,1709,74203,673544,5685,13026,1,146,125542,23,71.43,110.71,34.32,0.00,789.36,1642.89,2546.33,0.00,0.00,789.36,789.36,-853.53
2451523,47016,15856,56179,1479669,1559,24249,4,154,131053,69,80.97,120.64,28.95,0.00,1997.55,5586.93,8324.16,159.80,0.00,1997.55,2157.35,-3589.38
2450853,35929,7034,71739,420829,3966,44656,10,2,184795,32,30.04,56.77,25.54,0.00,817.28,961.28,1816.64,40.86,0.00,817.28,858.14,-144.00
2451479,72679,15019,45436,905798,6160,24122,2,105,3221,46,2.00,2.66,0.23,0.00,10.58,92.00,122.36,0.95,0.00,10.58,11.53,-81.42
2452337,48529,3210,63841,897,3553,23056,10,97,107143,55,89.76,107.71,47.39,0.00,2606.45,4936.80,5924.05,26.06,0.00,2606.45,2632.51,-2330.35
2451539,44948,13156,88894,570371,2248,33325,7,300,146628,44,33.24,35.56,27.38,0.00,1204.72,1462.56,1564.64,72.28,0.00,1204.72,1277.00,-257.84
2451543,50927,9037,459,801904,5396,4841,1,260,73020,98,65.32,107.77,32.33,0.00,3168.34,6401.36,10561.46,285.15,0.00,3168.34,3453.49,-3233.02
2452173,63022,16435,21512,455917,5522,20774,1,259,56313,100,41.06,69.39,29.83,0.00,2983.00,4106.00,6939.00,89.49,0.00,2983.00,3072.49,-1123.00
2452276,38729,1473,18322,1274434,5299,49811,2,256,61259,38,35.65,71.30,52.04,0.00,1977.52,1354.70,2709.40,118.65,0.00,1977.52,2096.17,622.82
2452605,29910,16045,15886,1610701,6316,29131,8,8,119650,23,13.64,26.46,3.43,0.00,78.89,313.72,608.58,2.36,0.00,78.89,81.25,-234.83
2451097,66294,5845,21057,1437225,3346,13467,7,281,217142,69,75.98,92.69,40.78,0.00,2813.82,5242.62,6395.61,112.55,0.00,2813.82,2926.37,-2428.80
2452621,36722,121,55498,1626189,3280,31971,2,198,221850,14,97.42,178.27,55.26,0.00,773.64,1363.88,2495.78,0.00,0.00,773.64,773.64,-590.24
2451165,48727,6604,45121,159154,7140,45926,2,137,77762,33,8.50,12.66,10.88,0.00,359.04,280.50,417.78,28.72,0.00,359.04,387.76,78.54
2452184,35894,17233,94437,1047600,1210,34820,7,127,150894,65,60.14,81.79,23.71,0.00,1541.15,3909.10,5316.35,123.29,0.00,1541.15,1664.44,-2367.95
2451488,47498,163,99383,1673279,4422,26365,2,253,149858,3,95.00,171.95,85.97,0.00,257.91,285.00,515.85,18.05,0.00,257.91,275.96,-27.09
2452558,71776,8646,26011,804223,6082,12294,7,121,237909,9,86.09,169.59,45.78,0.00,412.02,774.81,1526.31,8.24,0.00,412.02,420.26,-362.79
,,368,,786686,5846,,,180,202640,,69.27,,,,399.36,,,27.95,,,,-708.96
2451162,37078,14143,20073,863912,4198,4884,1,199,56574,40,94.34,114.15,100.45,0.00,4018.00,3773.60,4566.00,321.44,0.00,4018.00,4339.44,244.40
2451166,61479,12430,80740,578001,3262,34123,10,279,69072,29,94.27,171.57,1.71,0.00,49.59,2733.83,4975.53,4.46,0.00,49.59,54.05,-2684.24
2451156,35817,5900,62175,227279,4383,15087,7,235,121848,42,59.53,88.69,33.70,0.00,1415.40,2500.26,3724.98,99.07,0.00,1415.40,1514.47,-1084.86
2451744,61314,223,92851,737274,6497,45767,2,54,82033,51,1.05,1.57,1.25,0.00,63.75,53.55,80.07,1.27,0.00,63.75,65.02,10.20
2451651,40816,10943,81723,1102554,5785,1769,2,272,174117,14,22.53,32.89,27.62,38.66,386.68,315.42,460.46,0.00,38.66,348.02,348.02,32.60
2451483,68331,14822,63064,925573,2129,35038,1,98,20369,46,58.92,85.43,82.86,0.00,3811.56,2710.32,3929.78,38.11,0.00,3811.56,3849.67,1101.24
2451132,46729,11882,73108,665063,2618,14173,10,152,6383,76,5.20,8.21,0.90,0.00,68.40,395.20,623.96,4.10,0.00,68.40,72.50,-326.80
2452206,33013,333,6266,1679901,4736,15171,10,198,84346,17,94.78,161.12,148.23,0.00,2519.91,1611.26,2739.04,125.99,0.00,2519.91,2645.90,908.65
2452523,35968,2445,16047,1908195,1143,24891,4,288,68664,95,2.42,3.87,0.54,25.13,51.30,229.90,367.65,0.52,25.13,26.17,26.69,-203.73
2452007,52622,3695,75767,1822217,2620,13870,4,108,35697,7,38.16,66.39,58.42,0.00,408.94,267.12,464.73,4.08,0.00,408.94,413.02,141.82
2451861,68595,16988,78723,384554,5585,29816,7,178,178096,77,94.28,171.58,121.82,0.00,9380.14,7259.56,13211.66,93.80,0.00,9380.14,9473.94,2120.58
2451850,51796,11291,81547,1336393,3239,26085,8,182,45938,44,9.52,17.42,16.89,0.00,743.16,418.88,766.48,52.02,0.00,743.16,795.18,324.28
2450878,70691,2546,27058,916112,366,27820,10,140,41544,97,7.76,8.84,5.39,0.00,522.83,752.72,857.48,26.14,0.00,522.83,548.97,-229.89
2451108,32308,12877,91929,1046198,4820,14689,10,106,140552,4,63.39,80.50,41.05,149.42,164.20,253.56,322.00,1.33,149.42,14.78,16.11,-238.78
2451723,45503,6767,58518,959510,2102,47494,7,254,207878,56,5.21,6.92,6.08,0.00,340.48,291.76,387.52,0.00,0.00,340.48,340.48,48.72
2452050,29531,3125,82354,1848867,180,12340,1,157,61843,34,1.00,1.53,0.70,0.00,23.80,34.00,52.02,0.23,0.00,23.80,24.03,-10.20
2451888,53485,7379,34339,1162907,4628,49996,4,237,218316,66,56.31,95.72,40.20,0.00,2653.20,3716.46,6317.52,159.19,0.00,2653.20,2812.39,-1063.26
2451582,42292,10885,53412,610749,4886,35023,8,151,51069,56,38.98,71.72,50.20,0.00,2811.20,2182.88,4016.32,84.33,0.00,2811.20,2895.53,628.32
2451545,38477,16873,74432,395873,4514,3555,7,223,95638,9,95.18,106.60,72.48,0.00,652.32,856.62,959.40,52.18,0.00,652.32,704.50,-204.30
2451521,73784,14870,69013,1405252,3091,34530,4,245,188457,16,20.55,27.33,4.09,0.00,65.44,328.80,437.28,3.27,0.00,65.44,68.71,-263.36
2451485,43028,15970,47941,99479,3817,37755,8,101,114289,15,70.94,70.94,24.11,0.00,361.65,1064.10,1064.10,3.61,0.00,361.65,365.26,-702.45
2451685,37468,17881,38641,1183996,904,41459,7,205,94730,74,27.40,50.69,40.04,0.00,2962.96,2027.60,3751.06,207.40,0.00,2962.96,3170.36,935.36
2452618,45902,4140,63267,1423038,6009,35780,1,284,197174,8,38.47,56.55,52.59,0.00,420.72,307.76,452.40,4.20,0.00,420.72,424.92,112.96
2451856,37355,14347,61788,530939,2043,35194,2,107,108459,70,79.97,143.94,69.09,0.00,4836.30,5597.90,10075.80,435.26,0.00,4836.30,5271.56,-761.60
2451172,43523,4720,87959,544634,3709,38784,4,96,135088,36,98.87,141.38,22.62,73.28,814.32,3559.32,5089.68,29.64,73.28,741.04,770.68,-2818.28
2451305,66858,13123,,,,10995,8,,186775,,,67.75,48.78,,1609.74,1242.12,,48.29,,,1658.03,367.62
2451802,63892,4207,49642,1331151,5107,37016,10,45,68191,53,66.82,73.50,43.36,0.00,2298.08,3541.46,3895.50,91.92,0.00,2298.08,2390.00,-1243.38
2451001,38736,854,68266,1855885,1104,323,4,112,237188,18,50.90,75.33,34.65,0.00,623.70,916.20,1355.94,18.71,0.00,623.70,642.41,-292.50
2451476,66666,15976,12000,518510,5373,42683,10,189,162714,46,48.52,55.79,50.76,0.00,2334.96,2231.92,2566.34,0.00,0.00,2334.96,2334.96,103.04
2451904,33650,16519,7850,1506484,6365,4246,2,298,135154,100,36.67,58.67,26.40,1663.20,2640.00,3667.00,5867.00,48.84,1663.20,976.80,1025.64,-2690.20
2451135,38390,5170,52190,1204491,2039,1940,7,237,49434,63,5.61,10.99,10.66,0.00,671.58,353.43,692.37,60.44,0.00,671.58,732.02,318.15
2451859,40118,9017,5068,1895527,3586,10445,7,118,54935,3,21.30,32.80,28.86,0.00,86.58,63.90,98.40,7.79,0.00,86.58,94.37,22.68
2452616,40282,1032,91001,1754277,4306,49582,7,186,220295,87,50.05,100.10,68.06,5625.15,5921.22,4354.35,8708.70,11.84,5625.15,296.07,307.91,-4058.28
2450907,51140,6358,31873,1378320,1120,8767,4,73,49604,31,11.58,12.50,7.75,199.40,240.25,358.98,387.50,2.04,199.40,40.85,42.89,-318.13
2451109,64128,12056,27820,1508253,2733,45966,2,108,218243,25,91.78,156.94,54.92,480.55,1373.00,2294.50,3923.50,0.00,480.55,892.45,892.45,-1402.05
2451741,32986,7789,37815,30314,766,34865,8,60,36895,90,19.70,25.01,21.00,0.00,1890.00,1773.00,2250.90,56.70,0.00,1890.00,1946.70,117.00
2451126,36777,14506,82895,1539801,6754,15260,1,191,59179,2,82.02,102.52,25.63,22.04,51.26,164.04,205.04,2.33,22.04,29.22,31.55,-134.82
2451155,38982,7684,51757,235648,5139,46630,1,241,189320,74,80.74,97.69,1.95,0.00,144.30,5974.76,7229.06,4.32,0.00,144.30,148.62,-5830.46
2451897,34279,10601,44330,1795563,6796,31582,8,104,130909,90,60.98,114.03,57.01,0.00,5130.90,5488.20,10262.70,256.54,0.00,5130.90,5387.44,-357.30
2452141,70554,9189,49233,1107409,4785,6561,10,176,110617,18,68.08,104.16,60.41,0.00,1087.38,1225.44,1874.88,65.24,0.00,1087.38,1152.62,-138.06
2451274,71831,8551,58418,682166,2267,21215,1,12,208359,20,60.79,75.37,0.00,0.00,0.00,1215.80,1507.40,0.00,0.00,0.00,0.00,-1215.80
2451860,36194,7508,50690,1311836,5782,18081,1,116,161626,76,17.05,17.56,17.20,1267.98,1307.20,1295.80,1334.56,3.52,1267.98,39.22,42.74,-1256.58
2450876,47058,10946,4949,673842,5135,26075,10,264,215798,39,94.02,122.22,70.88,967.51,2764.32,3666.78,4766.58,89.84,967.51,1796.81,1886.65,-1869.97
2450869,32924,3170,26171,1685945,4119,9446,10,60,109008,76,6.87,12.64,11.75,0.00,893.00,522.12,960.64,44.65,0.00,893.00,937.65,370.88
2451130,34777,12931,1713,519376,686,23549,4,221,79480,16,82.47,90.71,52.61,0.00,841.76,1319.52,1451.36,8.41,0.00,841.76,850.17,-477.76
2451837,69672,13556,64933,917825,2717,35209,1,142,89863,25,67.17,92.69,25.95,447.63,648.75,1679.25,2317.25,18.10,447.63,201.12,219.22,-1478.13
2452333,67494,4207,5495,1604909,4676,6090,10,264,79770,42,75.24,84.26,77.51,1692.81,3255.42,3160.08,3538.92,109.38,1692.81,1562.61,1671.99,-1597.47
2452424,44714,13801,90087,1274248,1609,10617,7,236,84190,14,46.90,83.95,48.69,0.00,681.66,656.60,1175.30,54.53,0.00,681.66,736.19,25.06
2452599,54311,7656,59297,654253,3609,1365,2,205,127623,93,28.18,38.04,31.95,2703.92,2971.35,2620.74,3537.72,13.37,2703.92,267.43,280.80,-2353.31
2452071,65278,10457,62873,1064741,209,47277,10,285,183394,31,63.48,81.88,19.65,0.00,609.15,1967.88,2538.28,42.64,0.00,609.15,651.79,-1358.73
2451422,66163,1534,348,513512,3476,16240,7,9,196433,85,91.03,158.39,11.08,621.58,941.80,7737.55,13463.15,0.00,621.58,320.22,320.22,-7417.33
2451888,69329,14927,23663,830085,5307,41729,1,45,88620,95,92.42,162.65,37.40,0.00,3553.00,8779.90,15451.75,71.06,0.00,3553.00,3624.06,-5226.90
2452399,63687,2838,44065,1147144,1870,23349,7,262,203929,63,11.55,17.32,2.59,0.00,163.17,727.65,1091.16,11.42,0.00,163.17,174.59,-564.48
2451462,34170,2110,49698,448302,1659,47063,1,250,127395,61,79.27,126.03,97.04,0.00,5919.44,4835.47,7687.83,236.77,0.00,5919.44,6156.21,1083.97
2452636,63366,4957,73512,990313,361,49162,10,49,85259,83,99.27,167.76,1.67,0.00,138.61,8239.41,13924.08,1.38,0.00,138.61,139.99,-8100.80
2451519,65229,1729,57308,591193,7125,25457,2,97,72169,52,96.62,184.54,180.84,0.00,9403.68,5024.24,9596.08,282.11,0.00,9403.68,9685.79,4379.44
