ss_sold_date_sk,ss_store_sk,ss_sales_price
2451888.0,8.0,108.85
2451412.0,5.0,4.03
2452508.0,,
2451190.0,3.0,50.49
2452255.0,8.0,97.82
2451262.0,6.0,33.47
,2.0,73.0
2451578.0,4.0,
2451598.0,1.0,27.75
2451093.0,7.0,94.86
2452212.0,3.0,9.31
2452261.0,1.0,7.08
,,18.13
2452385.0,8.0,49.86
2451011.0,2.0,3.11
2452554.0,8.0,17.08
2451889.0,8.0,104.86
2452243.0,8.0,54.85
2452520.0,1.0,80.2
2452566.0,5.0,35.04
2451027.0,5.0,67.12
2452265.0,6.0,128.19
2451229.0,8.0,21.46
2450844.0,5.0,56.05
2451570.0,1.0,35.17
2451025.0,5.0,30.22
2451851.0,5.0,59.65
2451492.0,3.0,44.85
2451576.0,3.0,4.81
2451162.0,6.0,57.57
2450928.0,8.0,3.43
2451230.0,5.0,36.33
2451334.0,,1.2
2452143.0,3.0,3.27
2452147.0,1.0,35.45
2452018.0,5.0,25.85
2451916.0,6.0,27.44
2451657.0,1.0,88.8
2452232.0,8.0,38.16
2452274.0,4.0,105.4
2451050.0,8.0,21.76
2451164.0,1.0,4.32
2451787.0,3.0,20.13
2452147.0,2.0,37.79
2451487.0,7.0,114.56
2451729.0,4.0,0.0
2451093.0,3.0,46.34
2451348.0,5.0,21.73
2452197.0,7.0,13.59
2451089.0,1.0,6.54
2450924.0,2.0,12.57
2452233.0,4.0,73.13
2451672.0,6.0,15.19
2452046.0,1.0,134.64
2452294.0,1.0,0.0
2451628.0,7.0,38.26
2451444.0,3.0,3.47
2451793.0,4.0,23.81
2451642.0,6.0,35.28
2451051.0,2.0,32.44
2451393.0,6.0,18.48
2451455.0,6.0,62.52
2451909.0,4.0,12.5
2451742.0,2.0,4.07
2452449.0,5.0,9.86
2452342.0,7.0,20.29
2451433.0,7.0,27.91
2452322.0,5.0,18.04
,,67.08
2452610.0,7.0,32.97
2451085.0,4.0,1.16
2451546.0,4.0,44.76
2451132.0,1.0,33.42
2451527.0,6.0,12.9
2451521.0,4.0,20.2
2451238.0,,2.28
2452195.0,8.0,73.52
2451057.0,5.0,102.88
2451348.0,5.0,65.5
2451093.0,3.0,154.52
2452126.0,4.0,11.44
2452071.0,2.0,31.06
2452420.0,1.0,97.77
2451489.0,2.0,6.44
2451228.0,7.0,26.51
2451529.0,6.0,69.21
2451343.0,8.0,54.28
2450970.0,5.0,51.95
2451894.0,4.0,18.75
2451281.0,3.0,42.84
2452253.0,1.0,18.76
2451267.0,8.0,87.34
2451153.0,8.0,108.53
2451887.0,5.0,7.57
,,87.69
2451892.0,6.0,1.11
2451402.0,2.0,10.07
2451346.0,,0.11
2452223.0,4.0,25.73
2451469.0,5.0,1.3
2452156.0,8.0,44.86
2451533.0,3.0,11.25
2451173.0,2.0,23.05
2452639.0,5.0,12.56
2451290.0,1.0,129.67
2451774.0,6.0,20.61
,8.0,5.73
2451530.0,1.0,126.48
2452029.0,8.0,51.61
2450839.0,2.0,19.19
2451536.0,1.0,12.29
2451276.0,,
2452255.0,7.0,118.87
2451117.0,6.0,13.81
2452615.0,6.0,0.0
,5.0,
2452632.0,8.0,25.21
2452624.0,3.0,0.59
2451129.0,4.0,8.22
2451262.0,5.0,21.33
2452474.0,7.0,12.95
2451047.0,4.0,126.03
2451168.0,3.0,43.73
2451815.0,1.0,7.96
2451783.0,5.0,8.09
2451522.0,1.0,0.67
2451164.0,5.0,57.85
2452599.0,4.0,44.59
2451530.0,5.0,4.61
2452196.0,8.0,47.05
2451423.0,1.0,9.31
2451103.0,3.0,45.86
2452021.0,5.0,30.03
2452576.0,2.0,2.65
2451979.0,,
2451292.0,8.0,89.89
2451266.0,2.0,32.99
2452346.0,6.0,25.73
2451031.0,4.0,54.27
,,
2451871.0,7.0,36.3
2451129.0,6.0,36.53
2451910.0,8.0,39.32
2451771.0,5.0,6.73
2451169.0,7.0,28.02
2452037.0,2.0,18.12
2452268.0,1.0,15.55
2451785.0,5.0,34.39
2452490.0,8.0,55.85
2451733.0,7.0,9.78
2451778.0,7.0,52.72
2452151.0,5.0,73.39
2451536.0,6.0,39.16
2451831.0,8.0,10.57
2452618.0,4.0,29.03
2451892.0,1.0,25.14
2451124.0,1.0,96.44
2450864.0,3.0,79.39
2451784.0,3.0,34.07
2450979.0,7.0,30.31
,3.0,75.98
2451173.0,3.0,27.2
2452619.0,3.0,19.43
2452497.0,3.0,126.89
2452212.0,7.0,55.66
2451408.0,5.0,1.57
2452212.0,1.0,107.31
2451439.0,9.0,1.24
2452341.0,5.0,56.64
2452032.0,8.0,3.55
2451815.0,3.0,32.79
2452610.0,4.0,9.53
2452152.0,3.0,33.85
2452557.0,7.0,0.19
2451034.0,3.0,28.53
2451136.0,5.0,85.4
2451091.0,5.0,28.04
2451138.0,6.0,2.98
2451192.0,7.0,26.3
2450884.0,4.0,26.91
2451872.0,1.0,123.49
2451280.0,6.0,66.93
2451889.0,1.0,35.71
2451537.0,8.0,36.03
2452369.0,1.0,37.26
2451988.0,7.0,136.39
2451183.0,3.0,15.24
2451182.0,4.0,12.62
2451171.0,2.0,68.69
,,
2451775.0,3.0,0.86
2451475.0,7.0,84.57
2451037.0,5.0,12.98
2452327.0,5.0,38.11
2450956.0,3.0,40.62
2452265.0,4.0,52.67
2451264.0,3.0,17.13
2451086.0,6.0,3.28
2451543.0,6.0,4.08
2450826.0,8.0,33.45
2451780.0,4.0,4.61
2452567.0,4.0,3.51
2451560.0,6.0,2.97
2451890.0,,84.45
2452246.0,3.0,3.65
2452200.0,7.0,11.94
2451394.0,6.0,35.59
2451861.0,3.0,21.93
2451014.0,5.0,16.52
2451897.0,2.0,1.55
2451254.0,7.0,80.12
2452642.0,8.0,111.22
2451518.0,5.0,15.42
2451506.0,,46.25
2451831.0,2.0,58.35
2450886.0,1.0,60.92
2451423.0,4.0,12.87
2451074.0,5.0,35.01
2452159.0,6.0,20.19
2452254.0,4.0,2.37
2451149.0,1.0,29.84
2452269.0,5.0,13.24
2451493.0,5.0,90.52
2451131.0,8.0,3.83
2451723.0,8.0,51.75
2451467.0,6.0,4.48
2451403.0,1.0,28.95
2451705.0,3.0,7.42
2451965.0,3.0,63.36
2452389.0,7.0,37.93
2451041.0,1.0,29.89
2451760.0,5.0,5.46
2452513.0,1.0,92.24
2451084.0,3.0,17.84
2451075.0,7.0,4.48
2452229.0,5.0,13.38
2451099.0,5.0,24.26
2452380.0,5.0,71.47
2451850.0,5.0,18.72
2451475.0,,
2452016.0,2.0,101.2
2451314.0,3.0,0.74
2451155.0,6.0,15.82
2451428.0,7.0,13.78
2452275.0,7.0,169.87
2451530.0,1.0,29.34
2451318.0,7.0,107.82
2451125.0,1.0,88.47
2451911.0,1.0,41.58
,,
2452128.0,3.0,63.16
2451019.0,7.0,5.27
2452486.0,6.0,21.33
2452215.0,8.0,80.77
2452022.0,8.0,19.83
2451057.0,6.0,0.0
2450919.0,7.0,111.95
2451735.0,2.0,3.9
2451051.0,4.0,
2452544.0,2.0,40.0
2451329.0,1.0,17.62
2451380.0,4.0,4.49
2452469.0,1.0,6.83
2451028.0,7.0,15.31
2452428.0,8.0,19.63
2452147.0,4.0,8.55
2451322.0,4.0,3.46
2452213.0,8.0,59.86
2451897.0,7.0,104.57
2452247.0,6.0,68.82
2452062.0,4.0,17.51
2452601.0,5.0,15.18
,,
2451037.0,3.0,24.88
,4.0,0.73
2452140.0,6.0,3.06
2451150.0,6.0,89.3
2452225.0,6.0,0.0
2451147.0,4.0,21.67
2452271.0,2.0,21.62
2452147.0,3.0,8.78
2452242.0,1.0,37.47
2452581.0,7.0,81.53
2450889.0,6.0,11.06
2451122.0,4.0,151.5
2451645.0,2.0,1.8
2451772.0,3.0,9.94
2451046.0,3.0,5.02
2452405.0,7.0,12.79
2452629.0,1.0,29.81
2452190.0,8.0,26.6
2452570.0,1.0,122.39
2451225.0,7.0,11.71
2451743.0,4.0,47.57
2452149.0,7.0,44.82
2451515.0,6.0,45.94
2451169.0,2.0,133.92
2452081.0,3.0,5.53
2451785.0,6.0,29.58
2452538.0,4.0,4.89
2451137.0,1.0,19.09
2451461.0,3.0,25.3
2451597.0,8.0,22.85
2451506.0,6.0,142.15
2451053.0,6.0,61.98
2452332.0,2.0,53.53
2452277.0,3.0,
2452053.0,1.0,68.5
2451492.0,3.0,13.22
2451028.0,7.0,42.35
2452386.0,3.0,183.9
2451608.0,1.0,20.27
2452611.0,4.0,2.09
2452598.0,2.0,48.1
2452247.0,8.0,42.43
2451151.0,4.0,24.4
2451153.0,3.0,2.16
2451871.0,7.0,75.84
2451399.0,4.0,14.26
2451908.0,4.0,26.59
2451090.0,2.0,31.78
2452078.0,7.0,27.45
2451821.0,2.0,75.97
2452541.0,2.0,17.65
2451821.0,1.0,22.57
2451515.0,3.0,7.25
2452293.0,7.0,32.52
2451217.0,1.0,26.55
2451325.0,4.0,83.92
2452618.0,3.0,3.01
2451509.0,7.0,26.58
2450870.0,5.0,8.8
2452157.0,2.0,104.89
2452220.0,3.0,41.83
2452405.0,7.0,22.71
2451103.0,8.0,47.96
2451165.0,3.0,29.48
2452338.0,8.0,
2451423.0,7.0,12.36
2452193.0,6.0,1.0
2451110.0,5.0,78.77
2452293.0,6.0,44.94
2451539.0,2.0,104.06
2452375.0,1.0,5.44
2452627.0,,11.02
2451784.0,8.0,13.75
2450946.0,2.0,13.17
2451203.0,5.0,43.21
2451044.0,6.0,35.87
2451059.0,7.0,12.46
2451902.0,4.0,141.92
2451055.0,4.0,94.54
2451160.0,1.0,161.6
2452354.0,7.0,19.05
2452277.0,5.0,49.76
2452565.0,1.0,100.84
2451837.0,8.0,14.33
2450951.0,6.0,26.73
2451156.0,3.0,37.7
2452526.0,6.0,11.41
2451864.0,1.0,78.56
2451455.0,2.0,26.71
2452630.0,7.0,12.93
2451137.0,6.0,10.72
2451863.0,2.0,100.81
2451125.0,8.0,101.29
2451171.0,8.0,28.19
2452231.0,5.0,26.67
2451131.0,6.0,
2451132.0,3.0,5.95
2452490.0,6.0,63.21
2451151.0,6.0,116.39
2452380.0,8.0,0.0
2451932.0,2.0,21.14
2452511.0,5.0,100.97
2452195.0,7.0,64.7
2451302.0,5.0,49.86
2452595.0,5.0,23.69
2451117.0,2.0,22.8
2451297.0,5.0,8.25
2451149.0,4.0,33.95
2452239.0,4.0,77.03
2451001.0,6.0,73.51
2451685.0,1.0,5.25
2452239.0,3.0,106.3
2451168.0,4.0,76.4
2451128.0,8.0,29.64
2451901.0,8.0,90.27
2451839.0,2.0,22.05
2452539.0,3.0,20.76
2451832.0,6.0,18.11
2452223.0,7.0,42.28
2452590.0,4.0,25.85
2451083.0,1.0,28.25
2451426.0,5.0,11.86
2451856.0,3.0,18.72
2452589.0,7.0,27.88
2452557.0,5.0,4.65
2451494.0,3.0,42.98
2451507.0,7.0,11.39
,,
2451744.0,4.0,14.28
2451401.0,2.0,82.13
2451085.0,7.0,62.47
2451761.0,5.0,77.21
2451292.0,5.0,29.67
2450985.0,,
2451427.0,3.0,44.19
2451535.0,4.0,12.79
2451041.0,4.0,78.69
2451033.0,2.0,61.51
2451032.0,8.0,1.02
2451573.0,3.0,26.36
2452264.0,3.0,122.98
2451738.0,2.0,25.02
2451830.0,1.0,51.61
2451842.0,6.0,101.54
2451585.0,6.0,39.47
2451525.0,7.0,6.3
2451156.0,5.0,32.91
2452183.0,4.0,50.15
2451084.0,3.0,133.76
,1.0,
2452605.0,3.0,14.35
2451794.0,5.0,75.55
2451036.0,9.0,4.37
2452528.0,1.0,17.73
2451862.0,6.0,24.14
,7.0,45.7
2451510.0,4.0,6.3
2451912.0,4.0,65.34
2451758.0,8.0,3.3
2452423.0,6.0,3.96
2451530.0,2.0,13.95
2452337.0,3.0,74.23
2451155.0,5.0,
2451886.0,3.0,21.47
2451374.0,1.0,0.11
2451191.0,6.0,34.24
2450970.0,5.0,67.58
,,26.85
2452560.0,2.0,19.28
2451103.0,3.0,65.89
2451277.0,7.0,5.07
2452376.0,7.0,13.06
2452239.0,3.0,26.71
2451171.0,5.0,16.01
2452075.0,2.0,29.18
2452604.0,7.0,
2451316.0,6.0,11.2
2451092.0,5.0,19.65
2452551.0,8.0,62.81
2451622.0,3.0,59.54
2450960.0,1.0,3.74
2450946.0,2.0,95.48
2452601.0,1.0,14.43
2450958.0,2.0,4.24
2451165.0,2.0,5.05
2451170.0,6.0,6.07
2452529.0,8.0,56.84
2452502.0,1.0,15.28
2452165.0,4.0,13.02
2452186.0,8.0,6.58
2452142.0,3.0,
2452548.0,6.0,40.33
2451166.0,2.0,51.26
2451126.0,4.0,55.96
2451518.0,5.0,16.41
2451343.0,,47.94
2452587.0,2.0,31.6
2452587.0,8.0,16.42
2452284.0,3.0,8.63
2451360.0,1.0,45.19
,,
2450945.0,2.0,1.41
2452132.0,1.0,57.64
2452340.0,8.0,68.35
2450912.0,3.0,15.67
2452264.0,2.0,102.03
2451993.0,1.0,71.46
2450956.0,8.0,60.04
2452173.0,7.0,43.47
2452275.0,7.0,
2452270.0,2.0,24.36
2451881.0,7.0,34.9
2451918.0,,90.8
2451515.0,7.0,51.92
2452520.0,8.0,4.72
2451799.0,5.0,24.25
2451506.0,3.0,85.4
2452228.0,8.0,8.09
2451905.0,5.0,16.77
2451660.0,5.0,5.53
2451451.0,6.0,24.24
2450823.0,7.0,5.26
2452503.0,6.0,2.82
2452117.0,8.0,38.83
2451411.0,4.0,100.0
2451200.0,7.0,9.17
2451396.0,3.0,124.04
2452593.0,2.0,22.75
2451134.0,1.0,5.61
2452512.0,6.0,19.45
2451487.0,3.0,21.42
2452074.0,6.0,8.31
2451900.0,8.0,0.0
2452087.0,3.0,108.82
2451898.0,1.0,8.09
2451517.0,7.0,70.68
2451146.0,1.0,19.12
2452636.0,4.0,16.12
2451334.0,7.0,16.85
,,
2451728.0,7.0,38.77
2451740.0,6.0,104.26
2451460.0,6.0,8.53
2451297.0,4.0,53.12
,,
2451680.0,3.0,12.69
2450836.0,5.0,69.89
2451367.0,1.0,70.69
2452627.0,3.0,37.99
2451948.0,7.0,9.03
2452529.0,,
2451154.0,7.0,22.57
2452360.0,5.0,
2452370.0,7.0,67.13
2452254.0,5.0,92.31
2451493.0,1.0,8.52
2451904.0,7.0,7.9
2451799.0,1.0,111.26
2452322.0,3.0,22.62
2451527.0,1.0,0.86
2452238.0,6.0,53.58
2451303.0,2.0,46.97
2451042.0,3.0,51.09
2451871.0,5.0,52.14
,2.0,67.98
2451192.0,2.0,43.32
2451535.0,1.0,2.25
2451502.0,7.0,8.78
2451062.0,2.0,18.0
2451420.0,8.0,3.71
2452557.0,8.0,5.66
2451761.0,2.0,161.42
2452494.0,4.0,44.46
,,
2452229.0,1.0,67.69
2452309.0,8.0,19.28
2452569.0,2.0,2.56
2452583.0,3.0,88.03
2452171.0,2.0,11.28
2451069.0,2.0,22.01
2451291.0,4.0,23.89
2451773.0,8.0,98.6
2451908.0,7.0,93.99
2451448.0,7.0,94.52
2451489.0,8.0,47.25
2451246.0,1.0,10.5
2451834.0,6.0,1.64
2451898.0,6.0,111.74
2451584.0,1.0,29.42
2452261.0,4.0,36.66
2452350.0,4.0,2.75
2452042.0,8.0,20.8
2452583.0,,
2452179.0,5.0,106.92
2451868.0,6.0,51.28
2451717.0,7.0,18.06
2452538.0,1.0,7.98
2451158.0,4.0,44.39
2451800.0,3.0,37.3
2451084.0,3.0,45.72
2451294.0,8.0,79.34
2452176.0,6.0,76.55
2452486.0,4.0,167.77
2450991.0,2.0,79.36
2452213.0,7.0,36.36
2451515.0,8.0,14.86
2452518.0,7.0,2.16
2451500.0,1.0,7.45
2451140.0,7.0,74.68
2451349.0,4.0,69.43
2450820.0,5.0,22.51
2452509.0,3.0,17.1
2451339.0,2.0,104.81
2452192.0,5.0,24.94
2452549.0,2.0,0.57
2452041.0,,28.63
2452592.0,8.0,38.75
2452315.0,3.0,14.05
2451380.0,8.0,148.91
2451286.0,4.0,108.96
2451446.0,3.0,37.52
2451688.0,5.0,89.16
2451201.0,4.0,4.29
2451425.0,1.0,8.71
2451997.0,7.0,47.02
2451855.0,2.0,12.01
2451328.0,7.0,85.04
2452627.0,4.0,0.22
2452351.0,7.0,56.72
2452140.0,5.0,90.42
2452521.0,4.0,14.78
2452539.0,2.0,15.22
2452387.0,1.0,39.2
2452091.0,5.0,18.05
2451869.0,7.0,12.64
2451725.0,4.0,133.87
2451629.0,6.0,3.7
,,60.69
2451890.0,6.0,11.47
2451743.0,8.0,13.2
2451865.0,5.0,4.85
2450997.0,1.0,35.67
2452464.0,2.0,45.62
2451901.0,5.0,0.06
2451899.0,6.0,3.05
2452433.0,2.0,13.76
2451353.0,8.0,31.77
2451688.0,1.0,4.62
2452304.0,5.0,7.25
2451389.0,8.0,77.72
2452162.0,,6.75
2451439.0,,
2451542.0,3.0,8.53
2451802.0,8.0,7.78
2452003.0,3.0,12.25
2451350.0,8.0,21.35
2451759.0,3.0,7.57
2452365.0,2.0,
2451869.0,8.0,29.54
2451520.0,3.0,13.67
2451407.0,1.0,50.31
2452152.0,2.0,1.03
2451081.0,3.0,55.27
2452398.0,,
2451317.0,7.0,124.78
2451432.0,6.0,13.19
2451149.0,5.0,0.0
2451601.0,1.0,19.18
2451860.0,8.0,14.88
2452218.0,1.0,69.32
2452095.0,1.0,73.28
2452605.0,6.0,53.77
2452223.0,7.0,95.6
2451495.0,8.0,76.94
,,6.3
2451852.0,4.0,52.31
2452556.0,8.0,33.18
,,
,8.0,
2451580.0,5.0,97.02
2451437.0,7.0,9.38
2451894.0,1.0,29.38
2452385.0,2.0,48.94
2451015.0,2.0,34.03
2452303.0,5.0,14.7
2452624.0,8.0,18.36
2452268.0,8.0,9.13
2450931.0,3.0,17.54
,,
2452415.0,1.0,55.78
2452220.0,2.0,52.51
2451535.0,4.0,73.18
2450908.0,3.0,74.79
2450907.0,6.0,53.76
2452125.0,6.0,5.95
2450864.0,5.0,38.51
2452632.0,4.0,71.59
2452552.0,2.0,42.22
,4.0,60.83
2451163.0,2.0,65.17
2451222.0,2.0,0.03
2452108.0,6.0,114.04
2451418.0,,
2452254.0,2.0,114.22
2452154.0,4.0,7.45
2452344.0,7.0,9.92
2452018.0,4.0,25.05
2452265.0,7.0,35.56
2452603.0,3.0,28.86
2451323.0,4.0,10.76
2451793.0,7.0,3.69
2451408.0,7.0,0.0
2451799.0,7.0,32.75
2451760.0,8.0,16.48
,8.0,8.51
2452506.0,1.0,8.51
,,
,,
2451173.0,5.0,54.96
2452619.0,1.0,1.4
2452393.0,6.0,11.1
2452226.0,4.0,41.11
2452015.0,7.0,35.72
2451513.0,8.0,117.05
2452620.0,6.0,38.79
2450849.0,7.0,3.48
2452627.0,5.0,43.71
2451115.0,2.0,49.8
2452034.0,7.0,8.68
2452231.0,2.0,8.17
2452246.0,1.0,24.77
2451427.0,4.0,21.72
2451942.0,2.0,126.5
2451271.0,2.0,4.68
2451796.0,7.0,16.63
2451118.0,8.0,1.49
2451131.0,3.0,0.36
2450820.0,3.0,41.75
2452593.0,6.0,3.38
2452307.0,8.0,15.07
2452100.0,8.0,36.65
,,3.98
2452514.0,2.0,67.85
2451351.0,4.0,31.66
2451259.0,3.0,14.03
2452507.0,3.0,45.26
2451014.0,6.0,20.75
2451364.0,1.0,29.95
2452291.0,7.0,11.56
2452233.0,8.0,0.35
2452316.0,,1.93
2452632.0,,
2452200.0,5.0,11.11
2452631.0,2.0,3.06
2451492.0,8.0,36.12
2452044.0,2.0,31.47
2451653.0,2.0,52.15
2451874.0,5.0,16.1
2451946.0,4.0,41.08
2452585.0,6.0,65.7
2451136.0,3.0,47.16
2452362.0,5.0,10.45
2452319.0,3.0,7.7
2451879.0,5.0,1.67
2451510.0,7.0,111.71
2452198.0,2.0,27.83
2451618.0,3.0,
2451589.0,5.0,0.76
2452433.0,1.0,8.7
2451082.0,7.0,29.15
2452208.0,5.0,32.79
2452584.0,6.0,38.82
2451759.0,5.0,4.78
2452327.0,4.0,94.81
2451129.0,6.0,40.17
2452100.0,1.0,8.01
2451899.0,8.0,6.86
2451129.0,8.0,62.81
2451029.0,5.0,5.03
2451181.0,1.0,18.16
2452436.0,3.0,24.15
2452003.0,8.0,1.69
2451123.0,5.0,62.71
2452635.0,5.0,51.27
2450853.0,3.0,61.02
2450869.0,1.0,49.91
2451057.0,7.0,0.77
,,
2452219.0,2.0,17.86
2451305.0,7.0,40.96
2452612.0,7.0,21.6
2451343.0,3.0,12.51
2451519.0,4.0,126.95
2451959.0,5.0,37.19
2451906.0,2.0,46.47
2451051.0,7.0,35.81
2452450.0,2.0,2.81
2452493.0,8.0,27.08
2452270.0,4.0,46.05
2450838.0,8.0,41.97
2451778.0,8.0,65.8
2452456.0,3.0,35.65
2452087.0,8.0,36.31
2451653.0,8.0,40.58
2452225.0,1.0,31.38
2452379.0,7.0,44.63
2452048.0,7.0,15.01
2451040.0,2.0,73.82
2451483.0,3.0,9.2
2452368.0,7.0,51.49
2452554.0,5.0,0.91
2450920.0,4.0,8.45
2452369.0,3.0,1.39
2451099.0,7.0,34.94
2451060.0,2.0,11.02
2451161.0,2.0,34.26
2451578.0,8.0,8.64
2452243.0,1.0,101.75
2452515.0,2.0,139.5
2451887.0,3.0,70.56
2451826.0,2.0,28.95
2451836.0,1.0,0.65
2452271.0,8.0,21.4
,,
2451671.0,5.0,71.35
2451041.0,8.0,97.99
2452233.0,3.0,109.6
2451115.0,6.0,60.6
2451543.0,1.0,82.92
2451603.0,4.0,18.42
,8.0,
2452224.0,8.0,111.45
2452151.0,3.0,8.82
2451881.0,8.0,7.32
2452150.0,6.0,15.89
2451452.0,7.0,5.09
2452424.0,7.0,54.06
2451476.0,8.0,10.44
2452560.0,8.0,87.4
2451608.0,6.0,154.71
2452077.0,7.0,5.46
2452340.0,8.0,63.54
2452632.0,8.0,37.47
2452129.0,3.0,37.71
2452311.0,,
,,
2452502.0,,
2451159.0,8.0,26.66
2451611.0,6.0,49.13
2451862.0,5.0,89.0
2451856.0,7.0,3.01
2452234.0,7.0,47.26
2451928.0,5.0,33.14
2451160.0,2.0,37.57
2452324.0,3.0,70.45
2452601.0,2.0,13.55
2452224.0,8.0,0.88
2451539.0,5.0,28.03
2451811.0,8.0,23.31
2452111.0,3.0,4.86
2452315.0,2.0,107.72
2451649.0,1.0,29.49
2451222.0,7.0,10.48
2452033.0,1.0,31.95
2451684.0,4.0,88.49
2451298.0,3.0,63.47
2450829.0,7.0,58.65
2452240.0,5.0,19.65
2452576.0,3.0,10.23
2452214.0,2.0,14.75
2451645.0,1.0,37.86
2452552.0,3.0,62.19
2451832.0,5.0,3.49
2451173.0,2.0,9.23
2451409.0,3.0,6.48
2451399.0,3.0,1.93
2451853.0,8.0,49.54
2451832.0,3.0,46.52
2451517.0,6.0,3.53
2452070.0,4.0,75.24
2451399.0,3.0,30.83
2451123.0,6.0,62.49
2451592.0,1.0,77.55
2452618.0,4.0,72.07
2452252.0,2.0,0.68
,,
2452343.0,7.0,13.54
2452407.0,3.0,10.84
2452145.0,1.0,3.84
,,
2451102.0,5.0,92.89
2451904.0,1.0,60.14
2452635.0,6.0,13.57
2451371.0,7.0,61.8
2451879.0,5.0,58.87
2451333.0,4.0,47.56
2452625.0,5.0,57.78
2451228.0,1.0,46.62
2450987.0,1.0,36.74
2450913.0,8.0,49.51
2452587.0,4.0,0.43
2451875.0,4.0,1.54
2451523.0,2.0,21.74
2452135.0,6.0,27.22
2452143.0,1.0,93.29
2452272.0,7.0,35.44
2452591.0,1.0,9.97
2452377.0,4.0,20.68
2452262.0,7.0,37.7
2451139.0,5.0,5.4
2450956.0,3.0,19.07
2451922.0,6.0,30.32
2450943.0,4.0,34.87
2450849.0,5.0,1.74
2452153.0,6.0,2.17
2451864.0,1.0,4.35
2451899.0,2.0,119.99
2452228.0,8.0,30.22
2451065.0,7.0,43.3
2450967.0,3.0,8.94
2452487.0,1.0,101.21
2452101.0,8.0,83.62
2451828.0,5.0,12.33
2452384.0,2.0,37.03
2450888.0,2.0,101.61
2451340.0,3.0,100.52
2451667.0,4.0,16.95
2452521.0,5.0,44.09
2451724.0,1.0,17.8
2451580.0,1.0,63.49
2451744.0,5.0,3.19
2452167.0,,
2451556.0,4.0,66.89
2452596.0,5.0,86.98
,,75.9
2451824.0,1.0,46.37
2452258.0,3.0,26.59
2452263.0,4.0,158.35
2451506.0,5.0,26.09
,,
2452097.0,2.0,58.63
2452553.0,7.0,63.76
2452166.0,4.0,49.96
2452028.0,1.0,8.62
2451818.0,2.0,76.26
2451086.0,2.0,60.67
2451401.0,8.0,29.85
2452022.0,7.0,1.47
2451435.0,5.0,6.08
2452527.0,3.0,1.06
2451161.0,5.0,17.52
2451307.0,8.0,179.92
2451904.0,1.0,74.28
2451131.0,6.0,25.37
2452554.0,7.0,63.02
2452042.0,1.0,6.48
2451873.0,4.0,32.09
2452248.0,2.0,126.9
2452162.0,3.0,110.53
2451410.0,4.0,75.77
2451751.0,4.0,28.17
2452476.0,3.0,3.76
2452277.0,5.0,0.69
2451905.0,2.0,25.07
2451791.0,6.0,1.91
2452276.0,8.0,9.35
2451142.0,6.0,11.55
2452245.0,6.0,26.07
2452499.0,3.0,4.88
2451817.0,5.0,0.55
2452103.0,7.0,2.02
2451687.0,2.0,135.15
2452042.0,6.0,112.66
2451510.0,2.0,18.02
2452596.0,8.0,28.51
2451380.0,3.0,57.47
2452539.0,3.0,45.51
2452054.0,5.0,76.17
2451422.0,3.0,85.38
2451148.0,5.0,44.48
2451943.0,2.0,7.12
2452215.0,3.0,40.63
2452425.0,1.0,28.25
2451892.0,7.0,66.19
2451782.0,6.0,74.49
2452187.0,6.0,47.02
2451127.0,1.0,45.4
2450993.0,8.0,1.93
2451868.0,7.0,141.92
2451029.0,4.0,48.05
2451844.0,8.0,10.79
2451760.0,6.0,31.87
2452272.0,5.0,33.08
2452024.0,1.0,18.56
2451132.0,2.0,75.12
2452609.0,6.0,49.64
2451506.0,4.0,17.66
,8.0,
2450868.0,2.0,13.25
,,
2451213.0,5.0,7.72
,,
2452365.0,5.0,3.26
2451963.0,8.0,18.01
2451536.0,3.0,18.23
2452361.0,4.0,15.66
2452292.0,1.0,1.14
2451029.0,8.0,76.76
2450978.0,3.0,4.0
2451126.0,7.0,85.26
2451219.0,5.0,23.87
2452599.0,,63.34
2452574.0,2.0,64.21
2451830.0,5.0,8.12
2451563.0,8.0,35.82
2452608.0,1.0,6.39
2451413.0,4.0,0.66
2451160.0,6.0,47.08
2452052.0,3.0,0.0
2451048.0,3.0,2.98
2451169.0,4.0,42.87
2452011.0,2.0,2.43
2451491.0,5.0,3.92
2451011.0,8.0,7.92
2452605.0,3.0,2.55
2452052.0,6.0,5.54
2452287.0,4.0,1.4
2452594.0,7.0,58.37
2451889.0,7.0,2.76
2452248.0,5.0,43.39
2452517.0,1.0,14.38
2450909.0,3.0,23.34
2452256.0,1.0,1.66
2451666.0,3.0,64.89
2452139.0,4.0,10.73
,8.0,77.56
2452621.0,3.0,0.05
2451025.0,2.0,12.64
2452128.0,2.0,0.1
2451100.0,1.0,2.99
2452205.0,8.0,44.41
2451905.0,5.0,60.36
,,
2451354.0,5.0,17.66
2451065.0,5.0,104.08
2452603.0,2.0,7.76
2451506.0,5.0,46.28
2451499.0,8.0,67.48
2451874.0,1.0,3.78
2451941.0,3.0,11.31
2451609.0,8.0,2.03
2451214.0,7.0,47.7
2451058.0,4.0,17.2
2451883.0,7.0,16.41
2451135.0,3.0,9.17
2451092.0,,170.2
2451932.0,1.0,7.48
2451539.0,4.0,96.52
2452409.0,4.0,0.19
,,18.66
2451377.0,3.0,116.85
2452179.0,6.0,45.06
2451993.0,,
2452468.0,7.0,23.57
2452598.0,6.0,35.76
