ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
2451966,36186,159507,1266073,672434,5995,3178756,355,125,163917628,57,39.55,64.86,31.13,0.00,1774.41,2254.35,3697.02,53.23,0.00,1774.41,1827.64,-479.94
2451831,49519,112081,1505319,1314610,254,2525098,496,539,117817252,9,79.51,120.06,51.62,167.24,464.58,715.59,1080.54,20.81,167.24,297.34,318.15,-418.25
2451867,42610,269899,3155736,515389,289,5235142,433,369,192315468,88,26.54,43.79,19.26,966.08,1694.88,2335.52,3853.52,7.28,966.08,728.80,736.08,-1606.72
2451104,63629,179648,1311063,1558889,4315,48141,442,14,87594090,58,98.85,180.89,92.25,5082.97,5350.50,5733.30,10491.62,2.67,5082.97,267.53,270.20,-5465.77
2451791,63611,39191,7181759,958266,2326,5964786,584,1234,113283865,91,2.07,3.64,2.69,51.40,244.79,188.37,331.24,7.73,51.40,193.39,201.12,5.02
2451974,49513,134965,6544869,1722734,1846,2570558,286,13,65940766,59,15.62,16.24,11.69,0.00,689.71,921.58,958.16,48.27,0.00,689.71,737.98,-231.87
2452308,48496,40143,11655754,948852,3103,610154,805,78,138364859,61,23.21,39.45,7.89,0.00,481.29,1415.81,2406.45,43.31,0.00,481.29,524.60,-934.52
2451441,38063,17803,6104379,1539858,1290,1562369,553,668,221020224,28,6.28,11.42,10.96,0.00,306.88,175.84,319.76,0.00,0.00,306.88,306.88,131.04
2452568,51376,84306,5624061,791430,846,3857815,566,419,71742517,12,33.85,58.22,11.06,0.00,132.72,406.20,698.64,11.94,0.00,132.72,144.66,-273.48
2452113,37032,146199,4428327,264229,6531,1692033,4,377,221471772,33,62.29,82.22,38.64,0.00,1275.12,2055.57,2713.26,38.25,0.00,1275.12,1313.37,-780.45
2451310,33374,98479,7733436,1662152,6868,4807584,392,1306,175239408,57,60.27,75.33,52.73,300.56,3005.61,3435.39,4293.81,54.10,300.56,2705.05,2759.15,-730.34
2452254,68134,52567,3080184,1461340,4096,3160452,68,1179,180065944,93,39.46,78.92,26.04,0.00,2421.72,3669.78,7339.56,217.95,0.00,2421.72,2639.67,-1248.06
,63547,53047,8210218,,5507,,106,311,88137367,51,57.40,80.36,,,,2927.40,4098.36,,,2376.60,2471.66,-550.80
2452604,30849,60666,1991935,1644748,2714,5868680,556,156,207174125,9,41.63,78.26,25.82,0.00,232.38,374.67,704.34,20.91,0.00,232.38,253.29,-142.29
2451144,39368,90938,11070415,1369187,,,,743,120649834,,3.47,,0.98,,,218.61,248.85,,,,,-156.87
2451121,69108,119605,9125987,1463689,6991,1009493,190,170,28288060,27,66.11,112.38,87.65,0.00,2366.55,1784.97,3034.26,212.98,0.00,2366.55,2579.53,581.58
2451486,49305,100426,1876521,1681909,1697,421485,553,961,129405036,22,12.97,19.06,12.38,133.45,272.36,285.34,419.32,1.38,133.45,138.91,140.29,-146.43
2452022,67932,265709,11471310,1278636,6409,4024135,752,963,74991906,73,90.67,180.43,45.10,0.00,3292.30,6618.91,13171.39,263.38,0.00,3292.30,3555.68,-3326.61
2451482,44327,80390,2381239,1000992,6345,4276145,502,1032,225610423,23,96.78,137.42,103.06,0.00,2370.38,2225.94,3160.66,189.63,0.00,2370.38,2560.01,144.44
2451455,60739,84010,5128528,1810504,6527,5239703,664,629,28507263,17,31.04,39.73,18.27,0.00,310.59,527.68,675.41,12.42,0.00,310.59,323.01,-217.09
2451692,33358,72823,6227171,368848,6878,5702155,368,1173,47013928,42,62.65,99.61,25.89,0.00,1087.38,2631.30,4183.62,97.86,0.00,1087.38,1185.24,-1543.92
2450830,57514,226597,11811787,1457371,4555,2742139,601,389,172570474,6,41.78,42.61,15.76,0.00,94.56,250.68,255.66,1.89,0.00,94.56,96.45,-156.12
2452608,36826,205201,3653443,699517,4344,3052818,34,471,193812635,74,98.71,114.50,0.00,0.00,0.00,7304.54,8473.00,0.00,0.00,0.00,0.00,-7304.54
2451833,32259,154391,11649917,1516078,1439,3071600,320,590,178195597,45,58.11,82.51,19.80,0.00,891.00,2614.95,3712.95,71.28,0.00,891.00,962.28,-1723.95
2451308,58408,245552,9879727,1356413,6346,665432,739,764,51081171,85,14.64,15.51,12.87,0.00,1093.95,1244.40,1318.35,65.63,0.00,1093.95,1159.58,-150.45
2452424,61598,74467,8196171,1549362,6200,4335038,638,828,208046880,28,29.87,34.64,20.43,0.00,572.04,836.36,969.92,40.04,0.00,572.04,612.08,-264.32
2451320,49621,238658,7995904,1193960,2416,2453272,553,656,113640109,72,21.08,29.93,15.26,0.00,1098.72,1517.76,2154.96,10.98,0.00,1098.72,1109.70,-419.04
,,118057,11169261,,6970,3742801,,1065,169600372,,88.83,172.33,,0.00,,,,119.18,0.00,11918.32,12037.50,5167.24
2452537,49139,287251,1297931,319217,6550,5095836,572,27,186649552,43,49.12,88.90,84.45,3195.58,3631.35,2112.16,3822.70,34.86,3195.58,435.77,470.63,-1676.39
2451395,38365,52952,11025131,1785323,3915,2226954,446,1474,26684263,62,87.69,172.74,36.27,0.00,2248.74,5436.78,10709.88,67.46,0.00,2248.74,2316.20,-3188.04
2450914,36125,203101,8714173,1912828,1083,5035385,652,1072,60255082,99,40.67,80.52,29.79,0.00,2949.21,4026.33,7971.48,235.93,0.00,2949.21,3185.14,-1077.12
2452360,29838,258891,4147951,47311,3824,1636337,692,1232,217719826,18,56.26,83.26,1.66,25.99,29.88,1012.68,1498.68,0.19,25.99,3.89,4.08,-1008.79
2451880,52222,108025,9699131,509093,655,2387417,130,480,204702059,20,83.52,127.78,120.11,0.00,2402.20,1670.40,2555.60,96.08,0.00,2402.20,2498.28,731.80
2451770,68694,95923,7179498,157998,6098,169045,512,1455,209170533,24,76.60,78.89,63.90,1165.53,1533.60,1838.40,1893.36,22.08,1165.53,368.07,390.15,-1470.33
2451272,52928,66610,5624777,1830512,1400,1833888,182,1304,206330344,83,33.79,41.22,34.21,0.00,2839.43,2804.57,3421.26,227.15,0.00,2839.43,3066.58,34.86
2452614,70946,191436,792649,929551,53,2177755,790,968,64050272,95,25.62,36.89,33.93,676.90,3223.35,2433.90,3504.55,76.39,676.90,2546.45,2622.84,112.55
2452431,53144,62784,6146033,294705,2224,5146543,673,959,58330348,86,45.65,48.38,34.83,179.72,2995.38,3925.90,4160.68,112.62,179.72,2815.66,2928.28,-1110.24
2450978,44610,221732,4774970,1399108,1646,4472631,424,257,72871266,91,58.56,83.74,45.21,0.00,4114.11,5328.96,7620.34,123.42,0.00,4114.11,4237.53,-1214.85
2451476,34150,177133,4450957,58981,158,1669782,91,1223,196503106,68,74.83,137.68,130.79,2757.05,8893.72,5088.44,9362.24,368.20,2757.05,6136.67,6504.87,1048.23
2451528,55536,268048,9509426,635093,2007,4490521,733,331,33615902,6,26.80,33.23,26.58,0.00,159.48,160.80,199.38,9.56,0.00,159.48,169.04,-1.32
2452226,47989,33665,7215607,1042637,3267,3483450,61,164,199676119,74,12.40,15.99,13.11,0.00,970.14,917.60,1183.26,58.20,0.00,970.14,1028.34,52.54
2452569,36146,90261,11485314,1035219,5124,1720629,652,1108,180491593,45,56.99,57.55,7.48,259.18,336.60,2564.55,2589.75,2.32,259.18,77.42,79.74,-2487.13
2451792,43457,212414,1925127,1630935,4296,5783257,542,615,47049918,29,88.27,103.27,66.09,0.00,1916.61,2559.83,2994.83,114.99,0.00,1916.61,2031.60,-643.22
2452616,34557,70800,6691386,38748,2463,3114178,172,410,159868797,61,88.76,137.57,33.01,0.00,2013.61,5414.36,8391.77,80.54,0.00,2013.61,2094.15,-3400.75
2452413,50659,202206,8800374,36224,1674,1002324,640,594,216119184,69,69.66,118.42,85.26,3823.91,5882.94,4806.54,8170.98,41.18,3823.91,2059.03,2100.21,-2747.51
2452138,37652,143751,1431066,1762785,6504,1375023,805,388,80591644,64,57.45,63.19,11.37,0.00,727.68,3676.80,4044.16,0.00,0.00,727.68,727.68,-2949.12
2450816,36981,163816,665965,464978,4344,5391710,686,826,138601479,27,55.83,96.02,89.29,0.00,2410.83,1507.41,2592.54,192.86,0.00,2410.83,2603.69,903.42
2451831,69766,255875,7785011,1779633,655,1665677,721,1106,177749002,89,78.43,149.01,1.49,0.00,132.61,6980.27,13261.89,2.65,0.00,132.61,135.26,-6847.66
2451880,65034,109169,2339170,1829856,2589,2809722,460,314,89392217,23,30.48,44.50,35.60,0.00,818.80,701.04,1023.50,57.31,0.00,818.80,876.11,117.76
2451144,36908,294808,3452325,1166083,2688,4575646,422,411,35561724,15,27.32,51.63,40.78,0.00,611.70,409.80,774.45,36.70,0.00,611.70,648.40,201.90
2451899,70035,24872,2687558,1079649,5340,3033784,802,1310,189285589,64,20.66,38.84,9.71,0.00,621.44,1322.24,2485.76,18.64,0.00,621.44,640.08,-700.80
2451095,69404,38692,8299060,1525123,1233,946496,542,255,63286846,8,93.75,113.43,88.47,0.00,707.76,750.00,907.44,56.62,0.00,707.76,764.38,-42.24
2452132,40761,34721,6638974,1145014,1454,5200294,34,637,231757169,66,44.93,70.98,31.23,1133.64,2061.18,2965.38,4684.68,18.55,1133.64,927.54,946.09,-2037.84
,,22330,5665194,1569938,,3651779,,627,26368136,,46.11,,29.62,0.00,2132.64,,,,0.00,,,
2451395,54417,286732,8114133,1196829,3078,2199727,380,500,125747995,85,54.00,71.82,4.30,0.00,365.50,4590.00,6104.70,18.27,0.00,365.50,383.77,-4224.50
2452240,41132,34047,10037574,938326,6278,972983,826,9,146153227,41,19.71,36.06,30.29,0.00,1241.89,808.11,1478.46,24.83,0.00,1241.89,1266.72,433.78
2451531,49723,299203,11980874,799385,3496,235960,494,59,108581594,67,59.88,82.63,8.26,0.00,553.42,4011.96,5536.21,27.67,0.00,553.42,581.09,-3458.54
2451185,39313,177469,9781124,275005,5239,328720,619,596,212077355,11,33.78,64.85,27.88,0.00,306.68,371.58,713.35,18.40,0.00,306.68,325.08,-64.90
2451510,62674,77686,9545433,676762,1691,1541820,379,664,17627504,78,15.62,25.61,24.07,0.00,1877.46,1218.36,1997.58,131.42,0.00,1877.46,2008.88,659.10
2451539,69280,98542,3591057,1655991,2525,2494659,824,1255,24778370,19,59.70,81.19,81.19,925.56,1542.61,1134.30,1542.61,12.34,925.56,617.05,629.39,-517.25
2451835,61593,175951,4351138,465534,3930,5003926,820,953,45412537,36,31.10,55.98,14.55,0.00,523.80,1119.60,2015.28,5.23,0.00,523.80,529.03,-595.80
2452252,52435,137247,11080170,886310,5697,4284637,452,1333,172182,40,96.08,114.33,81.17,32.46,3246.80,3843.20,4573.20,225.00,32.46,3214.34,3439.34,-628.86
2450843,70872,235423,7075517,,3613,,,1452,70900847,,59.38,95.60,,2686.35,,5047.30,8126.00,97.26,2686.35,1945.30,,
2452540,38908,46302,6206888,1262299,6157,545568,92,283,53035977,95,73.53,104.41,90.83,0.00,8628.85,6985.35,9918.95,0.00,0.00,8628.85,8628.85,1643.50
2451587,38917,291455,2451564,483407,1203,5223446,553,809,1141349,68,34.36,36.07,1.44,0.00,97.92,2336.48,2452.76,1.95,0.00,97.92,99.87,-2238.56
2450917,47359,169519,6564539,1372852,5965,1873478,802,1259,79310040,9,67.37,86.90,39.10,306.15,351.90,606.33,782.10,3.20,306.15,45.75,48.95,-560.58
2452333,49502,178683,6931220,1057185,3950,1962268,871,1323,123167185,99,9.54,17.74,6.20,0.00,613.80,944.46,1756.26,12.27,0.00,613.80,626.07,-330.66
2452508,50220,217783,5824144,840201,1858,3107868,946,937,186963153,75,73.57,139.78,48.92,807.18,3669.00,5517.75,10483.50,143.09,807.18,2861.82,3004.91,-2655.93
2451137,45497,235792,4520523,1324418,7066,5312914,44,1144,48795618,34,11.84,19.77,9.48,6.44,322.32,402.56,672.18,9.47,6.44,315.88,325.35,-86.68
2451099,29506,279050,8521162,448236,4910,5989137,74,318,207520686,63,14.35,24.96,14.72,0.00,927.36,904.05,1572.48,46.36,0.00,927.36,973.72,23.31
2452245,46248,153613,5459992,1804451,3310,848922,904,1373,126346906,73,16.45,26.81,0.00,0.00,0.00,1200.85,1957.13,0.00,0.00,0.00,0.00,-1200.85
2450938,50528,259588,9491174,88254,3381,2586508,151,1197,204842563,49,6.14,9.70,6.59,0.00,322.91,300.86,475.30,22.60,0.00,322.91,345.51,22.05
,,36233,,1352621,,932466,946,,91649909,72,,,115.97,0.00,,6132.96,,,0.00,8349.84,,
2450843,38945,154885,11251468,1525276,6284,3303292,316,280,118924300,80,75.86,133.51,128.16,1127.80,10252.80,6068.80,10680.80,273.75,1127.80,9125.00,9398.75,3056.20
2451544,32509,100220,10379618,608263,1708,5781106,458,1317,81262072,81,48.15,69.33,0.00,0.00,0.00,3900.15,5615.73,0.00,0.00,0.00,0.00,-3900.15
2452604,63328,293634,8947706,313576,5046,762116,841,921,61125583,72,78.30,110.40,103.77,0.00,7471.44,5637.60,7948.80,149.42,0.00,7471.44,7620.86,1833.84
2451319,52644,55885,9381403,96984,3318,4995699,470,567,167274923,81,43.50,60.90,59.68,0.00,4834.08,3523.50,4932.90,435.06,0.00,4834.08,5269.14,1310.58
,,80141,6298839,1350215,,,,773,77846860,4,83.36,143.37,,0.00,,,,6.88,0.00,344.08,,10.64
2452403,55742,238995,5103527,428643,2559,2375675,805,235,59608474,98,14.16,24.21,0.00,0.00,0.00,1387.68,2372.58,0.00,0.00,0.00,0.00,-1387.68
2451161,64023,179077,1955476,721798,1720,1127242,985,1308,202101211,38,93.02,160.92,148.04,0.00,5625.52,3534.76,6114.96,281.27,0.00,5625.52,5906.79,2090.76
2452546,71699,69633,1091218,1817466,5667,3496268,242,524,64672405,27,42.55,83.82,24.30,0.00,656.10,1148.85,2263.14,59.04,0.00,656.10,715.14,-492.75
2451132,46795,236188,10082863,1493537,6611,4062085,250,1101,135620756,10,79.76,102.09,36.75,0.00,367.50,797.60,1020.90,33.07,0.00,367.50,400.57,-430.10
2451394,69974,79138,5681792,1605056,2720,2859231,184,652,84396944,75,54.91,102.68,51.34,308.04,3850.50,4118.25,7701.00,177.12,308.04,3542.46,3719.58,-575.79
2452101,71598,156425,3435666,4910,6507,5854151,304,351,98237345,53,73.54,123.54,105.00,0.00,5565.00,3897.62,6547.62,278.25,0.00,5565.00,5843.25,1667.38
2451498,54969,162370,655834,888814,4994,2847574,310,1454,166001406,22,21.82,29.67,23.14,0.00,509.08,480.04,652.74,35.63,0.00,509.08,544.71,29.04
2452538,68828,112891,1434189,805699,6362,130225,673,426,43664939,60,35.33,60.06,44.44,0.00,2666.40,2119.80,3603.60,159.98,0.00,2666.40,2826.38,546.60
2452238,65924,108569,4470476,95915,3307,15946,964,266,146963479,28,51.48,68.46,56.82,0.00,1590.96,1441.44,1916.88,15.90,0.00,1590.96,1606.86,149.52
2451132,44482,299690,9125514,57496,5925,2459954,670,400,125802113,81,13.16,14.34,6.16,469.02,498.96,1065.96,1161.54,0.00,469.02,29.94,29.94,-1036.02
2451127,58418,45548,11143911,1447644,530,2136263,979,1454,39121282,20,20.15,22.16,15.95,0.00,319.00,403.00,443.20,0.00,0.00,319.00,319.00,-84.00
2451871,39007,134795,1490510,257177,1444,948911,802,635,16954917,40,74.69,133.69,34.75,0.00,1390.00,2987.60,5347.60,111.20,0.00,1390.00,1501.20,-1597.60
2451885,73008,21253,7243880,297637,4194,4606751,403,436,24501561,62,92.06,105.86,24.34,0.00,1509.08,5707.72,6563.32,120.72,0.00,1509.08,1629.80,-4198.64
2451592,39924,249785,8935687,1313288,1736,5397737,608,227,150625662,78,44.97,72.85,42.98,0.00,3352.44,3507.66,5682.30,301.71,0.00,3352.44,3654.15,-155.22
2452232,59749,289391,32819,606586,4706,2887273,886,797,145893302,10,66.04,101.70,79.32,0.00,793.20,660.40,1017.00,63.45,0.00,793.20,856.65,132.80
2451967,35485,65691,5925018,497095,372,3016449,670,1170,238803323,19,65.73,82.16,1.64,19.63,31.16,1248.87,1561.04,0.57,19.63,11.53,12.10,-1237.34
2451051,45904,82940,9613432,723097,5562,599227,986,900,112099768,98,89.44,127.89,108.70,0.00,10652.60,8765.12,12533.22,745.68,0.00,10652.60,11398.28,1887.48
2451394,41938,120802,10849574,313043,6112,5387981,352,384,159327405,33,40.07,41.67,23.75,337.01,783.75,1322.31,1375.11,17.86,337.01,446.74,464.60,-875.57
2452083,66957,287739,6723226,1343836,2846,5918656,580,1048,209403923,53,24.91,48.57,33.51,0.00,1776.03,1320.23,2574.21,106.56,0.00,1776.03,1882.59,455.80
2450981,60151,145654,3906045,848976,2754,2476885,110,963,127433349,20,47.06,66.35,39.14,39.14,782.80,941.20,1327.00,7.43,39.14,743.66,751.09,-197.54
2452576,51547,125371,2462650,1049591,6485,52979,760,54,191476913,3,78.06,125.67,103.04,0.00,309.12,234.18,377.01,12.36,0.00,309.12,321.48,74.94
2452262,71882,248671,10369010,121159,1755,3769104,1,395,226681140,33,50.99,81.07,45.39,0.00,1497.87,1682.67,2675.31,59.91,0.00,1497.87,1557.78,-184.80
2451473,61340,84037,4474893,650857,5221,3188032,844,237,226988885,56,73.02,146.04,137.27,0.00,7687.12,4089.12,8178.24,461.22,0.00,7687.12,8148.34,3598.00
2451430,44566,2611,8664386,1204403,1220,1558037,416,777,86987466,51,77.94,149.64,79.30,0.00,4044.30,3974.94,7631.64,283.10,0.00,4044.30,4327.40,69.36
2452541,58677,127227,11832885,1583194,6303,5573412,139,1016,134254747,60,50.22,81.85,45.83,0.00,2749.80,3013.20,4911.00,164.98,0.00,2749.80,2914.78,-263.40
2451595,38325,279467,9427033,1645844,1008,208172,8,1415,233152699,52,3.80,5.20,5.04,0.00,262.08,197.60,270.40,18.34,0.00,262.08,280.42,64.48
,,146572,,,6049,2653803,,,68501723,57,46.94,62.43,28.71,278.19,,2675.58,3558.51,122.24,278.19,,,
2451285,51724,269462,10499590,776704,665,3576179,238,1011,61044725,96,80.05,156.89,136.49,0.00,13103.04,7684.80,15061.44,1048.24,0.00,13103.04,14151.28,5418.24
2450853,62286,102196,794956,1298813,5070,4687327,92,1123,110680069,77,38.22,69.94,6.29,0.00,484.33,2942.94,5385.38,29.05,0.00,484.33,513.38,-2458.61
2451056,69651,211207,3616395,1004028,3661,725694,458,384,157184539,19,96.65,126.61,50.64,0.00,962.16,1836.35,2405.59,0.00,0.00,962.16,962.16,-874.19
2452266,39763,145841,11100424,288251,3725,2403999,181,817,202666524,42,97.18,158.40,63.36,0.00,2661.12,4081.56,6652.80,53.22,0.00,2661.12,2714.34,-1420.44
2452601,53896,22509,6219973,198306,3392,2586525,154,1312,119554651,61,28.00,32.48,7.79,0.00,475.19,1708.00,1981.28,0.00,0.00,475.19,475.19,-1232.81
2452582,67913,126780,6419478,1510463,2248,2156433,355,838,48858707,98,40.53,45.39,43.57,0.00,4269.86,3971.94,4448.22,85.39,0.00,4269.86,4355.25,297.92
2452346,38165,137389,2631074,1216844,5367,5108737,584,1476,199360894,24,75.01,93.01,39.06,0.00,937.44,1800.24,2232.24,74.99,0.00,937.44,1012.43,-862.80
2452178,67884,193971,11684241,858891,294,657344,370,912,69123546,76,1.18,1.48,0.35,0.00,26.60,89.68,112.48,2.39,0.00,26.60,28.99,-63.08
2452492,65294,87277,1881461,120850,3086,3748875,817,115,48703224,47,45.01,73.36,67.49,0.00,3172.03,2115.47,3447.92,0.00,0.00,3172.03,3172.03,1056.56
2452617,47573,123327,63800,1706752,4904,2386256,590,524,159965077,35,43.37,43.80,14.01,0.00,490.35,1517.95,1533.00,4.90,0.00,490.35,495.25,-1027.60
2451865,35568,220189,9336067,19095,2123,4098751,808,1398,84177954,75,13.92,19.62,10.00,0.00,750.00,1044.00,1471.50,15.00,0.00,750.00,765.00,-294.00
2451040,74402,174259,7894050,480292,4134,3021576,538,430,208391429,52,27.90,31.24,28.42,901.48,1477.84,1450.80,1624.48,40.34,901.48,576.36,616.70,-874.44
2452493,51941,12759,11565588,200475,5409,5350696,740,1425,3673935,75,93.34,98.00,6.86,0.00,514.50,7000.50,7350.00,10.29,0.00,514.50,524.79,-6486.00
,43267,157609,,,4857,,,,69047247,,83.73,91.26,,0.00,1423.44,2009.52,2190.24,,0.00,,1523.08,
2451883,39200,225650,4691277,1314930,3736,1971742,440,808,111775501,17,37.34,46.67,33.60,0.00,571.20,634.78,793.39,39.98,0.00,571.20,611.18,-63.58
2452636,64881,209577,9184803,1250605,407,67809,781,48,86488927,7,30.98,52.97,0.52,0.58,3.64,216.86,370.79,0.00,0.58,3.06,3.06,-213.80
,47613,803,,1477247,,,,413,47456695,,,169.04,28.73,0.00,,,,39.64,0.00,660.79,,-1475.45
2451078,58144,206360,7793699,480109,6966,252576,643,1406,137325385,28,66.05,97.75,47.89,0.00,1340.92,1849.40,2737.00,120.68,0.00,1340.92,1461.60,-508.48
2451510,51545,70018,965157,624052,2947,3506195,247,806,32269926,59,23.00,32.43,11.67,0.00,688.53,1357.00,1913.37,6.88,0.00,688.53,695.41,-668.47
2451134,52787,88411,3776929,1720589,6296,2047203,46,1122,48233215,75,18.15,29.40,0.88,0.00,66.00,1361.25,2205.00,4.62,0.00,66.00,70.62,-1295.25
2452015,66243,237507,6873165,307885,1452,4442219,49,1225,233875583,60,99.64,146.47,82.02,0.00,4921.20,5978.40,8788.20,442.90,0.00,4921.20,5364.10,-1057.20
2451004,52243,222092,4885203,1789043,1236,4923476,586,334,193178206,79,72.96,81.71,45.75,0.00,3614.25,5763.84,6455.09,216.85,0.00,3614.25,3831.10,-2149.59
2451392,35821,196426,10086373,1395431,2089,2980747,19,1342,136802549,91,95.60,108.98,4.35,277.09,395.85,8699.60,9917.18,10.68,277.09,118.76,129.44,-8580.84
2451174,43179,53680,4419108,117145,6382,2346819,914,510,100086175,24,59.08,90.98,70.05,1361.77,1681.20,1417.92,2183.52,0.00,1361.77,319.43,319.43,-1098.49
2450997,32719,79045,9058566,591975,5031,4536040,220,648,131479701,55,51.16,93.62,69.27,0.00,3809.85,2813.80,5149.10,228.59,0.00,3809.85,4038.44,996.05
2450944,37041,62083,5636387,1443694,7001,140708,820,401,177310513,23,59.07,116.36,38.39,0.00,882.97,1358.61,2676.28,26.48,0.00,882.97,909.45,-475.64
2451900,38184,143444,6237225,14848,118,1792141,140,786,79322796,90,16.26,16.58,13.42,0.00,1207.80,1463.40,1492.20,48.31,0.00,1207.80,1256.11,-255.60
2451933,64280,205697,6472296,834344,745,4945193,290,889,182258863,52,61.86,120.62,33.77,0.00,1756.04,3216.72,6272.24,17.56,0.00,1756.04,1773.60,-1460.68
2452236,36139,98271,155265,1297491,3364,339190,596,201,139700790,81,13.73,23.89,11.70,0.00,947.70,1112.13,1935.09,85.29,0.00,947.70,1032.99,-164.43
2451175,40424,293462,7508139,1392048,757,4320666,26,1467,195056855,70,36.51,50.01,7.50,0.00,525.00,2555.70,3500.70,42.00,0.00,525.00,567.00,-2030.70
2452541,39012,74016,10637568,172087,2159,2828678,1,1394,166645350,61,4.58,7.32,4.24,0.00,258.64,279.38,446.52,0.00,0.00,258.64,258.64,-20.74
,59858,250160,,,,324789,829,1362,111222596,,,,15.41,,,,,,,,653.38,-15.20
2452215,35188,75535,2445263,943888,2160,5166832,962,838,184117456,39,24.64,45.58,14.58,0.00,568.62,960.96,1777.62,39.80,0.00,568.62,608.42,-392.34
2451749,50602,193163,2400697,586714,2331,5473948,716,1302,219565094,68,16.12,25.95,3.89,0.00,264.52,1096.16,1764.60,5.29,0.00,264.52,269.81,-831.64
2452304,61591,273759,4877403,937057,3111,4607212,661,1340,141428587,88,36.22,51.07,10.72,0.00,943.36,3187.36,4494.16,47.16,0.00,943.36,990.52,-2244.00
2452472,35496,207447,9563251,679005,7112,5722866,457,1165,153150271,26,53.74,76.84,1.53,0.00,39.78,1397.24,1997.84,2.38,0.00,39.78,42.16,-1357.46
2451210,61188,132854,4811787,1102642,1497,785599,859,1144,229008068,43,56.81,112.48,95.60,1849.86,4110.80,2442.83,4836.64,45.21,1849.86,2260.94,2306.15,-181.89
2451281,37820,174007,5141033,151183,980,4338330,110,285,58810222,35,90.98,181.96,100.07,0.00,3502.45,3184.30,6368.60,245.17,0.00,3502.45,3747.62,318.15
2452493,39263,98623,11555464,1451534,1204,492027,502,513,185987133,82,10.35,18.21,17.29,0.00,1417.78,848.70,1493.22,113.42,0.00,1417.78,1531.20,569.08
2452500,33645,73620,9750026,631389,1999,1384609,361,815,219537169,39,47.93,64.70,5.82,0.00,226.98,1869.27,2523.30,13.61,0.00,226.98,240.59,-1642.29
2452017,50340,116677,11795089,1674275,7061,2905094,697,245,209520335,1,16.11,27.22,6.26,0.00,6.26,16.11,27.22,0.06,0.00,6.26,6.32,-9.85
2451962,62014,74491,5314668,1010895,5075,3679255,940,103,56207449,30,36.01,49.33,34.03,0.00,1020.90,1080.30,1479.90,91.88,0.00,1020.90,1112.78,-59.40
2452380,62683,62745,3364331,733636,3294,644599,415,1227,165672194,12,21.20,30.52,25.33,0.00,303.96,254.40,366.24,24.31,0.00,303.96,328.27,49.56
2451514,38357,276019,7147520,1519581,1242,1262903,254,459,17412722,56,55.14,61.20,25.09,758.72,1405.04,3087.84,3427.20,58.16,758.72,646.32,704.48,-2441.52
2451160,53318,38059,556031,211053,2075,2580744,814,1039,78726150,1,88.55,150.53,81.28,0.00,81.28,88.55,150.53,3.25,0.00,81.28,84.53,-7.27
2451153,63255,11848,6645913,1380069,4272,514875,808,1380,78463714,25,27.94,52.80,16.89,0.00,422.25,698.50,1320.00,0.00,0.00,422.25,422.25,-276.25
2451508,44649,185788,608510,1401272,2034,3351596,698,445,167674315,16,3.66,7.10,4.82,27.76,77.12,58.56,113.60,0.98,27.76,49.36,50.34,-9.20
2451766,35518,175703,8081492,1462851,2610,4855522,52,68,28690109,6,37.61,45.13,14.89,0.00,89.34,225.66,270.78,0.89,0.00,89.34,90.23,-136.32
2452331,,10803,11967007,268765,2523,,650,500,66875135,64,13.45,,,,197.76,860.80,989.44,3.95,,197.76,,
2451380,33125,59815,1023211,1656927,1043,5420712,770,313,170291147,23,25.08,43.13,21.13,0.00,485.99,576.84,991.99,24.29,0.00,485.99,510.28,-90.85
2452588,39480,200934,6191836,1149801,5366,2492131,602,16,45548253,63,69.77,113.02,1.13,0.00,71.19,4395.51,7120.26,1.42,0.00,71.19,72.61,-4324.32
2451870,38302,273572,5646143,180741,139,3450737,868,1269,141809262,46,58.95,93.14,1.86,0.00,85.56,2711.70,4284.44,7.70,0.00,85.56,93.26,-2626.14
2450964,71675,73976,11110600,1110314,3181,5470095,715,62,22776195,38,65.60,128.57,123.42,0.00,4689.96,2492.80,4885.66,46.89,0.00,4689.96,4736.85,2197.16
2451150,69580,203803,9961199,1759497,1348,1383999,364,160,238155350,48,74.38,124.95,66.22,0.00,3178.56,3570.24,5997.60,127.14,0.00,3178.56,3305.70,-391.68
,43856,239119,2837698,487770,,,268,342,23823556,44,91.21,115.83,15.05,0.00,662.20,,,26.48,0.00,662.20,688.68,
2451590,74182,215468,8279086,1827284,4635,5743233,998,1159,153363515,57,31.57,41.04,20.93,0.00,1193.01,1799.49,2339.28,95.44,0.00,1193.01,1288.45,-606.48
2451907,43496,4951,1225462,797252,5395,4522785,794,391,73499387,88,66.97,87.73,9.65,0.00,849.20,5893.36,7720.24,42.46,0.00,849.20,891.66,-5044.16
2452637,48603,11058,9664839,58134,229,2130324,338,904,48005523,24,66.64,86.63,37.25,491.70,894.00,1599.36,2079.12,36.20,491.70,402.30,438.50,-1197.06
