ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2451331,60057,2451431,269260,8103922,1216530,5938,711346,6601661,1544142,370,854578,1939,31,4,11,718,54693845,66,94.96,182.32,27.34,10228.68,1804.44,6267.36,12033.12,72.17,0.00,4451.70,1804.44,1876.61,6256.14,6328.31,-4462.92
2451170,79662,2451275,175750,328195,982274,353,3435232,2490091,950327,2269,5577948,2095,38,19,8,377,55202471,90,14.09,23.38,22.44,84.60,2019.60,1268.10,2104.20,0.00,0.00,357.30,2019.60,2019.60,2376.90,2376.90,751.50
2452529,2200,2452606,222867,6880908,1153771,2987,5211050,7576633,588962,839,296102,811,48,16,1,1259,16794735,49,29.87,52.86,30.13,1113.77,1476.37,1463.63,2590.14,118.10,0.00,1035.86,1476.37,1594.47,2512.23,2630.33,12.74
2451936,7003,2451996,111765,5032494,211445,5596,3469347,11408945,903967,5400,2868798,2707,11,14,14,1321,2386422,7,78.98,209.29,23.02,1303.89,161.14,552.86,1465.03,8.05,0.00,14.63,161.14,169.19,175.77,183.82,-391.72
2452270,31410,2452312,284723,9809849,598051,3053,2322455,5345040,478679,2614,855616,377,15,5,3,461,34067785,59,44.74,57.71,15.58,2485.67,919.22,2639.66,3404.89,73.53,0.00,204.14,919.22,992.75,1123.36,1196.89,-1720.44
2451742,10629,2451754,159614,8331078,1673653,3781,5941556,10622467,1399884,387,1616115,1049,7,9,4,426,42804513,98,60.94,92.01,65.32,2615.62,6401.36,5972.12,9016.98,384.08,0.00,3245.76,6401.36,6785.44,9647.12,10031.20,429.24
2451884,43191,2451906,90176,10437268,112132,4949,3877413,6193414,751252,1111,3475175,1610,26,19,12,1325,6389294,63,11.89,25.68,3.33,1408.05,209.79,749.07,1617.84,4.19,0.00,598.50,209.79,213.98,808.29,812.48,-539.28
2451497,74943,2451568,151810,5835257,1422420,783,1879946,7065297,244151,635,4606198,1123,4,12,14,289,48622869,90,56.91,170.16,42.54,11485.80,3828.60,5121.90,15314.40,43.64,3101.16,765.00,727.44,771.08,1492.44,1536.08,-4394.46
2451458,55976,2451533,15916,5464494,1865805,5963,2475274,9559476,1827760,6854,661765,638,38,13,16,286,27805821,86,17.28,28.68,9.46,1652.92,813.56,1486.08,2466.48,73.22,0.00,245.96,813.56,886.78,1059.52,1132.74,-672.52
2451106,32196,2451224,185060,1814531,804587,2643,1343099,1978847,1857595,2867,714523,847,44,17,17,377,14421925,64,18.94,46.40,4.64,2672.64,296.96,1212.16,2969.60,20.78,0.00,623.36,296.96,317.74,920.32,941.10,-915.20
2452436,58216,2452437,287059,10577496,1527870,197,4088524,11878081,1492424,1952,1092326,2899,37,8,7,219,47695010,7,82.30,244.43,232.20,85.61,1625.40,576.10,1711.01,65.01,0.00,17.08,1625.40,1690.41,1642.48,1707.49,1049.30
2451649,1611,2451743,156710,1925803,503133,4016,5978946,11855597,1445040,2489,1727372,347,32,18,20,242,36255626,64,20.46,23.93,22.25,107.52,1424.00,1309.44,1531.52,71.20,0.00,688.64,1424.00,1495.20,2112.64,2183.84,114.56
2451334,43287,2451390,25030,2163428,1512666,6704,2846342,5931000,676353,3656,5756894,1162,22,2,15,875,50039147,25,89.30,153.59,9.21,3609.50,230.25,2232.50,3839.75,11.51,0.00,998.25,230.25,241.76,1228.50,1240.01,-2002.25
2451150,37328,2451155,272482,1217470,1600821,3819,4287170,4807341,478477,5670,552221,1723,50,12,17,722,47033881,70,81.40,230.36,133.60,6773.20,9352.00,5698.00,16125.20,467.60,0.00,2418.50,9352.00,9819.60,11770.50,12238.10,3654.00
2452262,46949,2452307,192675,6752671,934246,5868,2329043,6645572,1737158,5062,86637,1577,45,6,1,663,15246003,40,13.11,22.28,19.82,98.40,792.80,524.40,891.20,0.00,0.00,133.60,792.80,792.80,926.40,926.40,268.40
2451946,60279,2451952,272283,8882083,73744,158,3128619,2307772,886159,5908,4317922,1439,31,3,11,1319,11699638,73,14.77,17.87,17.15,52.56,1251.95,1078.21,1304.51,0.00,0.00,78.11,1251.95,1251.95,1330.06,1330.06,173.74
2452251,17939,2452340,291583,7640628,612814,6153,5911492,805735,1887024,3956,3778095,1599,15,17,12,927,6643734,41,8.81,9.86,5.52,177.94,226.32,361.21,404.26,9.05,0.00,28.29,226.32,235.37,254.61,263.66,-134.89
2452142,44461,2452229,221691,9089809,941601,5746,3644291,9089809,941601,5746,3644291,1035,9,3,12,828,26215411,77,61.44,148.07,16.28,10147.83,1253.56,4730.88,11401.39,62.67,0.00,113.96,1253.56,1316.23,1367.52,1430.19,-3477.32
2451546,45657,2451579,219139,8194496,1359892,1288,228284,7262811,1722559,4472,1090315,1304,23,2,10,738,8892106,90,32.32,59.14,30.75,2555.10,2767.50,2908.80,5322.60,52.02,1466.77,265.50,1300.73,1352.75,1566.23,1618.25,-1608.07
2451515,57818,2451550,199792,287882,484427,4972,2891470,2973374,129556,6258,4190803,1771,4,7,4,61,31236988,73,1.72,2.70,0.43,165.71,31.39,125.56,197.10,0.62,0.00,21.17,31.39,32.01,52.56,53.18,-94.17
2451653,14007,2451661,238859,2466125,553012,3899,3566786,6620283,487771,7000,3550687,983,50,10,16,795,41571287,51,41.90,85.89,38.65,2409.24,1971.15,2136.90,4380.39,59.13,0.00,2014.50,1971.15,2030.28,3985.65,4044.78,-165.75
2451148,54400,2451150,295916,1977440,111808,3776,383744,3839909,1147902,2401,2775169,439,44,2,20,351,23263197,68,2.62,3.24,1.62,110.16,110.16,178.16,220.32,7.71,0.00,101.32,110.16,117.87,211.48,219.19,-68.00
2451894,75794,2451927,267559,5795325,252707,2536,5760718,2508755,566920,2111,1370340,1718,17,16,14,372,33214880,45,88.63,221.57,53.17,7578.00,2392.65,3988.35,9970.65,0.00,71.77,2093.40,2320.88,2320.88,4414.28,4414.28,-1667.47
2451217,7414,2451241,275740,10400599,1565196,5346,1705496,11601990,1087757,6746,4800496,2822,31,11,17,1370,32784064,42,57.95,138.50,19.39,5002.62,814.38,2433.90,5817.00,65.15,0.00,2326.80,814.38,879.53,3141.18,3206.33,-1619.52
2452050,45882,2452053,15329,7136409,1829468,6527,2169186,9302541,804213,363,1546222,407,53,20,15,1243,37988987,99,97.58,271.27,143.77,12622.50,14233.23,9660.42,26855.73,996.32,0.00,2416.59,14233.23,15229.55,16649.82,17646.14,4572.81
2451051,4755,2451082,105304,6539294,746102,557,3912165,11237425,75235,1036,65091,2980,10,18,8,1398,54852341,40,66.53,149.02,104.31,1788.40,4172.40,2661.20,5960.80,208.62,0.00,2145.60,4172.40,4381.02,6318.00,6526.62,1511.20
2451516,36974,2451582,128935,7508282,1232211,4587,286116,8647046,1808448,4397,5795973,274,19,7,5,116,50663865,86,17.11,27.54,0.27,2345.22,23.22,1471.46,2368.44,0.23,0.00,899.56,23.22,23.45,922.78,923.01,-1448.24
2450893,30221,2450912,72481,3428963,618884,6052,4106373,927869,1434548,230,2665351,517,31,11,7,1483,34965338,55,5.44,12.62,7.19,298.65,395.45,299.20,694.10,0.00,0.00,242.55,395.45,395.45,638.00,638.00,96.25
2451851,16213,2451883,166403,752489,138678,6820,5509009,753607,127487,5529,3678918,1382,53,19,9,1239,27161399,89,53.79,59.70,52.53,638.13,4675.17,4787.31,5313.30,41.14,3646.63,902.46,1028.54,1069.68,1931.00,1972.14,-3758.77
2452215,76900,2452235,5147,6031535,623143,6398,1546453,4361879,1000160,5818,3394226,477,21,3,18,1360,19159689,6,34.64,49.88,6.98,257.40,41.88,207.84,299.28,2.93,0.00,56.82,41.88,44.81,98.70,101.63,-165.96
2451823,73668,2451919,186269,2115393,1748385,4577,2214369,6368349,238711,6592,1829984,1685,14,7,19,731,19873421,18,66.83,130.98,26.19,1886.22,471.42,1202.94,2357.64,28.28,0.00,801.54,471.42,499.70,1272.96,1301.24,-731.52
2451513,4502,2451629,208435,10882312,1527495,5478,4887908,10882312,1527495,5478,4887908,1700,10,3,6,442,49752657,62,98.98,115.80,63.69,3230.82,3948.78,6136.76,7179.60,39.48,0.00,933.10,3948.78,3988.26,4881.88,4921.36,-2187.98
2451090,69437,2451210,150050,5502872,647359,6246,3195180,4683202,754146,4641,4806728,1424,14,1,5,1169,54174350,66,27.28,70.38,27.44,2834.04,1811.04,1800.48,4645.08,36.22,0.00,2090.22,1811.04,1847.26,3901.26,3937.48,10.56
2451725,27484,2451840,231619,2019103,281249,6595,420294,9863525,1819022,4685,4116431,2648,53,15,10,225,11707939,76,47.05,90.33,74.97,1167.36,5697.72,3575.80,6865.08,341.86,0.00,1098.20,5697.72,6039.58,6795.92,7137.78,2121.92
2451937,1428,2452024,10761,9542996,1464349,902,2015855,11753908,1668811,1161,2946961,2093,23,3,11,159,36426567,17,8.32,19.05,8.95,171.70,152.15,141.44,323.85,10.65,0.00,119.68,152.15,162.80,271.83,282.48,10.71
2451774,32955,2451790,146246,5013996,1783044,6845,5821846,9806253,1835789,1249,1071097,1226,2,3,14,165,16821395,80,5.55,10.93,5.35,446.40,428.00,444.00,874.40,25.68,0.00,252.80,428.00,453.68,680.80,706.48,-16.00
2451034,2029,2451036,118624,6875974,618097,5820,1115143,7528131,1619054,712,1434035,2078,31,6,16,539,20249393,41,42.11,115.80,23.16,3798.24,949.56,1726.51,4747.80,18.99,0.00,1471.49,949.56,968.55,2421.05,2440.04,-776.95
2452277,71143,2452379,124159,5259100,302908,2716,3062524,11791014,1407042,2301,650109,1341,36,14,9,864,21204885,51,87.08,183.73,73.49,5622.24,3747.99,4441.08,9370.23,74.95,0.00,2810.61,3747.99,3822.94,6558.60,6633.55,-693.09
2451508,60587,2451537,90286,11380447,671704,2514,5335371,5880957,454127,1048,5619505,1784,46,11,20,916,56630665,12,87.05,221.97,75.46,1758.12,905.52,1044.60,2663.64,72.44,0.00,1038.72,905.52,977.96,1944.24,2016.68,-139.08
2451484,71252,2451510,168904,7877107,898091,1028,3620765,1158939,719683,4870,1601407,2594,14,11,4,1384,1627320,66,1.63,3.42,0.71,178.86,46.86,107.58,225.72,4.21,0.00,35.64,46.86,51.07,82.50,86.71,-60.72
2452568,67501,2452639,214485,3764450,1896904,2158,5301812,8654793,838520,1927,5867981,462,31,15,17,799,39128335,58,64.79,121.15,25.44,5551.18,1475.52,3757.82,7026.70,132.79,0.00,983.68,1475.52,1608.31,2459.20,2591.99,-2282.30
2451097,71092,2451170,97852,10765561,750409,57,4252105,4164391,1651207,4602,4083850,152,20,6,7,188,95345,67,96.17,172.14,20.65,10149.83,1383.55,6443.39,11533.38,41.50,0.00,115.24,1383.55,1425.05,1498.79,1540.29,-5059.84
2450865,49583,2450885,249739,4179639,342732,578,570071,6059217,816251,6456,4617902,382,25,5,18,678,59840956,60,14.97,31.28,5.00,1576.80,300.00,898.20,1876.80,21.00,0.00,525.00,300.00,321.00,825.00,846.00,-598.20
2450930,68350,2450991,247612,10960484,1251868,52,4531436,436325,1728807,5235,1443019,373,44,16,4,1352,30850377,41,42.80,91.59,41.21,2065.58,1689.61,1754.80,3755.19,47.64,895.49,0.00,794.12,841.76,794.12,841.76,-960.68
2451402,12092,2451471,41917,5986739,1838100,308,3896469,1545528,1466772,6199,765207,52,14,17,9,114,33637219,18,93.90,102.35,27.63,1344.96,497.34,1690.20,1842.30,39.78,0.00,18.36,497.34,537.12,515.70,555.48,-1192.86
2451836,51751,2451953,77432,36972,1702037,3549,3510214,10463248,1433579,6656,2313321,188,17,5,17,922,2482837,64,67.29,123.81,9.90,7290.24,633.60,4306.56,7923.84,57.02,0.00,3169.28,633.60,690.62,3802.88,3859.90,-3672.96
2451144,31153,2451248,296863,1905729,1432631,3086,4590788,3490126,1700184,1094,3482396,874,2,6,10,1454,29636097,67,62.87,144.60,21.69,8234.97,1453.23,4212.29,9688.20,130.79,0.00,290.11,1453.23,1584.02,1743.34,1874.13,-2759.06
2452585,71679,2452651,63205,9405963,1788643,6523,2127603,1825711,536144,7196,2939476,1035,13,7,5,216,15665880,84,99.88,104.87,23.07,6871.20,1937.88,8389.92,8809.08,96.89,0.00,3699.36,1937.88,2034.77,5637.24,5734.13,-6452.04
2451803,67603,2451922,263215,10446506,1660456,2759,487909,5371105,1115568,6559,5037662,1711,14,2,2,195,39109008,46,88.42,162.69,122.01,1871.28,5612.46,4067.32,7483.74,215.51,224.49,1646.34,5387.97,5603.48,7034.31,7249.82,1320.65
2452148,30936,2452152,234853,7407976,1820568,5160,3800152,9580174,962371,328,989720,543,11,19,16,406,40320123,77,29.61,39.67,11.50,2169.09,885.50,2279.97,3054.59,70.84,0.00,1435.28,885.50,956.34,2320.78,2391.62,-1394.47
2452414,19831,2452469,25560,221560,968813,5313,4980566,3278636,186073,19,981672,295,43,13,9,1405,45054579,83,4.86,13.99,5.31,720.44,440.73,403.38,1161.17,39.66,0.00,10.79,440.73,480.39,451.52,491.18,37.35
2452211,74338,2452255,212879,4688625,1345724,423,3112722,4688625,1345724,423,3112722,1,21,15,12,569,28898510,64,65.28,92.04,54.30,2415.36,3475.20,4177.92,5890.56,173.76,0.00,824.32,3475.20,3648.96,4299.52,4473.28,-702.72
2452519,43798,2452614,44241,4097005,550089,4773,5279010,4097005,550089,4773,5279010,1911,51,20,12,464,30338320,98,91.46,259.74,44.15,21127.82,4326.70,8963.08,25454.52,302.86,0.00,12472.46,4326.70,4629.56,16799.16,17102.02,-4636.38
2452174,70496,2452194,1963,9789004,444842,5833,1957671,6484610,20840,3938,1343776,1201,41,1,8,148,19752855,40,20.56,32.27,30.97,52.00,1238.80,822.40,1290.80,37.16,0.00,77.20,1238.80,1275.96,1316.00,1353.16,416.40
2451358,74621,2451370,176188,2501220,754442,4911,3360980,1093535,1663190,3940,2851562,386,38,4,2,907,41019924,14,84.73,150.81,93.50,802.34,1309.00,1186.22,2111.34,117.81,0.00,738.92,1309.00,1426.81,2047.92,2165.73,122.78
2451882,19851,2452002,250775,3796231,1346390,1702,4883061,10401830,1631930,1091,4160050,1319,53,9,7,1025,42208985,91,82.09,183.06,100.68,7496.58,9161.88,7470.19,16658.46,4.58,8703.78,2331.42,458.10,462.68,2789.52,2794.10,-7012.09
2452497,46986,2452589,243859,4031566,874963,313,4707263,5798102,180425,2513,3780310,2949,6,1,17,980,35318844,68,7.35,11.46,0.00,779.28,0.00,499.80,779.28,0.00,0.00,147.56,0.00,0.00,147.56,147.56,-499.80
2451559,79904,2451600,217595,4770427,582585,6743,5404501,4770427,582585,6743,5404501,2525,38,10,17,357,10750007,14,94.33,233.93,177.78,786.10,2488.92,1320.62,3275.02,149.33,0.00,32.62,2488.92,2638.25,2521.54,2670.87,1168.30
2451604,37086,2451618,192895,9114728,61879,5477,3776628,11004007,130981,5728,2831279,533,38,3,11,419,47871572,76,29.83,49.81,3.48,3521.08,264.48,2267.08,3785.56,5.28,0.00,1399.92,264.48,269.76,1664.40,1669.68,-2002.60
2450920,78046,2451014,49867,5980670,1089798,5679,3179160,7877867,1101449,850,3615931,886,26,2,11,1400,23681703,47,25.63,44.59,17.83,1257.72,838.01,1204.61,2095.73,0.00,0.00,754.35,838.01,838.01,1592.36,1592.36,-366.60
2452268,55677,2452363,243579,7591580,366958,383,194961,5715742,925611,389,5988567,1973,27,20,10,700,54327290,44,58.01,166.48,84.90,3589.52,3735.60,2552.44,7325.12,37.35,0.00,1171.72,3735.60,3772.95,4907.32,4944.67,1183.16
2452593,60637,2452708,210819,6028447,284216,1585,4856554,5668258,1069973,661,777677,1183,24,2,7,1152,38385410,27,48.09,92.33,57.24,947.43,1545.48,1298.43,2492.91,116.22,92.72,623.16,1452.76,1568.98,2075.92,2192.14,154.33
2451838,61207,2451841,212045,7845037,881815,3840,5211818,244866,599307,6152,2389330,2221,1,3,16,302,32739953,59,79.70,180.91,86.83,5550.72,5122.97,4702.30,10673.69,122.95,2663.94,5336.55,2459.03,2581.98,7795.58,7918.53,-2243.27
2451510,31167,2451625,238252,10551284,323062,3193,2261371,10551284,323062,3193,2261371,2830,34,11,15,1066,41663948,1,17.23,34.80,26.79,8.01,26.79,17.23,34.80,1.87,0.00,10.44,26.79,28.66,37.23,39.10,9.56
2451383,58466,2451445,55591,1121212,1445454,896,3118738,2402584,1151288,3911,3265753,140,44,2,11,1180,52494384,47,4.47,12.29,7.12,242.99,334.64,210.09,577.63,0.00,0.00,132.54,334.64,334.64,467.18,467.18,124.55
2451521,5655,2451610,39391,4986092,886232,1125,2476818,4355084,1177215,3544,1303237,2578,43,5,9,953,49187779,23,80.90,131.86,104.16,637.10,2395.68,1860.70,3032.78,167.69,0.00,818.80,2395.68,2563.37,3214.48,3382.17,534.98
2452588,74405,2452594,244557,10522381,1508001,4021,1714794,10978161,539365,3654,5282874,1377,39,15,11,934,32373543,28,20.10,43.61,23.11,574.00,647.08,562.80,1221.08,12.94,0.00,231.84,647.08,660.02,878.92,891.86,84.28
2452507,29193,2452546,39777,8080717,368463,1809,3731155,1411062,520748,2840,2899033,2364,1,4,5,946,16839548,96,41.60,99.42,9.94,8590.08,954.24,3993.60,9544.32,28.62,0.00,2958.72,954.24,982.86,3912.96,3941.58,-3039.36
2450965,35821,2451080,37093,1816135,1358624,4666,5558355,8474029,1585951,5728,4892217,1442,44,6,18,830,44463508,15,65.80,183.58,143.19,605.85,2147.85,987.00,2753.70,65.29,1331.66,468.00,816.19,881.48,1284.19,1349.48,-170.81
2452296,64283,2452410,286269,6600881,544418,3155,5426245,2495719,1012297,5656,5171593,2148,54,14,14,894,15766989,74,46.43,125.82,10.06,8566.24,744.44,3435.82,9310.68,44.66,0.00,1303.14,744.44,789.10,2047.58,2092.24,-2691.38
2451466,44130,2451480,220390,6055044,1697078,1959,3475640,8643081,627970,3436,1864317,2473,31,3,16,1302,28348815,74,35.83,98.53,15.76,6124.98,1166.24,2651.42,7291.22,11.66,0.00,1239.50,1166.24,1177.90,2405.74,2417.40,-1485.18
2451802,1303,2451854,5174,6085085,536023,2961,4545899,4999031,1695912,6713,493651,1175,25,14,7,400,58456620,16,5.15,10.81,10.59,3.52,169.44,82.40,172.96,10.16,0.00,60.48,169.44,179.60,229.92,240.08,87.04
2452163,67403,2452241,29291,6667402,344402,2555,5108355,7123068,382299,2461,1373861,1361,25,15,2,469,47586605,74,50.06,119.64,117.24,177.60,8675.76,3704.44,8853.36,86.75,0.00,2390.20,8675.76,8762.51,11065.96,11152.71,4971.32
,,2451106,228302,9329843,404267,,,,,,4949305,,50,2,13,,8244740,,,,45.23,,,,,56.89,999.58,253.30,,,3098.27,3155.16,710.62
2452060,31961,2452166,267433,6102781,1896139,1944,5222949,5899632,995503,6317,5877722,2955,17,3,12,668,48787023,14,34.38,39.88,26.71,184.38,373.94,481.32,558.32,0.00,22.43,150.64,351.51,351.51,502.15,502.15,-129.81
2451236,28959,2451237,208226,2886443,895420,3950,2918527,9501561,582010,658,272835,1441,13,5,7,649,41307435,50,23.72,41.74,22.95,939.50,1147.50,1186.00,2087.00,103.27,0.00,793.00,1147.50,1250.77,1940.50,2043.77,-38.50
2452553,24034,2452569,169578,8675970,233334,2698,2370462,3211236,1345352,5754,1963118,2577,43,5,13,1081,7088280,36,61.70,83.91,62.09,785.52,2235.24,2221.20,3020.76,111.76,0.00,724.68,2235.24,2347.00,2959.92,3071.68,14.04
2452247,61636,2452270,180899,8145335,1276480,3625,4125170,3153652,1855202,4205,2764950,2077,33,17,6,275,903388,8,33.64,88.13,81.96,49.36,655.68,269.12,705.04,52.45,0.00,21.12,655.68,708.13,676.80,729.25,386.56
2451531,37587,2451604,226003,2180282,570167,3605,2983443,2285197,892125,4557,226442,2390,13,6,1,429,286974,31,18.04,36.26,31.90,135.16,988.90,559.24,1124.06,0.00,0.00,22.32,988.90,988.90,1011.22,1011.22,429.66
2451072,53439,2451084,168529,7418849,369066,5330,5241147,4487110,1136544,692,3993309,1214,10,2,19,576,47798884,65,9.77,21.88,20.56,85.80,1336.40,635.05,1422.20,0.00,0.00,56.55,1336.40,1336.40,1392.95,1392.95,701.35
2451810,70070,2451885,204938,1368011,387129,5000,2702518,9307118,252318,225,826096,451,32,3,8,153,5485258,94,46.31,56.49,41.23,1434.44,3875.62,4353.14,5310.06,116.26,0.00,689.96,3875.62,3991.88,4565.58,4681.84,-477.52
2452266,70173,2452377,153247,10595407,1774308,3609,3507310,42073,1049628,2413,2056514,1731,53,17,6,1355,15457793,9,94.77,148.78,28.26,1084.68,254.34,852.93,1339.02,12.71,0.00,120.51,254.34,267.05,374.85,387.56,-598.59
2451514,14598,2451561,267466,4971472,1330367,2509,487004,11687520,1751455,5736,679831,1081,13,1,11,481,2130469,3,45.00,67.50,46.57,62.79,139.71,135.00,202.50,8.38,0.00,28.35,139.71,148.09,168.06,176.44,4.71
2451051,42789,2451139,258028,1973284,864699,1714,622729,6699242,198582,4174,821989,907,4,10,18,966,48279766,23,25.34,43.33,25.56,408.71,587.88,582.82,996.59,47.03,0.00,129.49,587.88,634.91,717.37,764.40,5.06
2452225,31725,2452325,143175,7859633,1135356,3432,5080308,10577402,1512758,1783,5546659,2257,7,3,3,1470,58871002,37,9.27,17.14,14.05,114.33,519.85,342.99,634.18,10.39,0.00,215.34,519.85,530.24,735.19,745.58,176.86
2452133,5277,2452192,118681,9569843,1476066,5489,221312,9868885,806761,2381,1756604,2727,37,8,3,465,33497216,57,23.58,41.50,26.56,851.58,1513.92,1344.06,2365.50,105.97,0.00,307.23,1513.92,1619.89,1821.15,1927.12,169.86
2452138,32765,2452190,28665,7077245,1017062,79,4760696,7077245,1017062,79,4760696,2685,7,4,11,545,49372111,53,47.03,80.89,3.23,4115.98,171.19,2492.59,4287.17,1.71,0.00,1242.85,171.19,172.90,1414.04,1415.75,-2321.40
2451158,25034,2451173,106912,8146604,1072655,4753,911604,2304370,1083937,3004,3437055,1256,8,13,15,617,14857261,75,63.96,135.59,61.01,5593.50,4575.75,4797.00,10169.25,274.54,0.00,1524.75,4575.75,4850.29,6100.50,6375.04,-221.25
2451264,4614,2451298,4852,11141209,343295,581,3398220,11575915,563769,1278,2902117,1900,7,13,4,535,4445750,74,59.90,165.92,150.98,1105.56,11172.52,4432.60,12278.08,446.90,0.00,3069.52,11172.52,11619.42,14242.04,14688.94,6739.92
2451076,57903,2451184,77173,1889728,153352,2576,5488600,8367603,479656,5519,3254390,2348,40,11,19,567,43552072,58,96.62,234.78,194.86,2315.36,11301.88,5603.96,13617.24,226.03,0.00,2859.40,11301.88,11527.91,14161.28,14387.31,5697.92
2452530,57129,2452564,238026,10262821,1635983,3098,5771460,11934814,1788535,3299,127214,2871,42,15,1,794,2295555,83,9.68,23.42,8.66,1225.08,718.78,803.44,1943.86,15.81,402.51,621.67,316.27,332.08,937.94,953.75,-487.17
2451386,19538,2451476,264260,8834009,1689480,2551,370022,6594329,1593994,1588,5601059,2872,20,17,7,617,4932522,14,85.51,143.65,93.37,703.92,1307.18,1197.14,2011.10,83.66,261.43,241.22,1045.75,1129.41,1286.97,1370.63,-151.39
2450927,71459,2450959,183122,671540,1864651,6209,2071320,2892635,318065,2747,5593458,2378,1,8,14,1073,10938936,22,88.21,179.94,82.77,2137.74,1820.94,1940.62,3958.68,72.83,0.00,751.96,1820.94,1893.77,2572.90,2645.73,-119.68
2451236,81337,2451256,80600,4926704,1610021,6938,5039855,4326389,327767,2959,1707076,710,34,19,14,369,39369739,21,87.33,201.73,175.50,550.83,3685.50,1833.93,4236.33,184.27,0.00,2075.64,3685.50,3869.77,5761.14,5945.41,1851.57
2452625,45287,2452715,203316,2857491,304972,2406,4927840,4535883,1481294,2189,1860423,2953,19,5,19,193,1713823,19,99.98,291.94,113.85,3383.71,2163.15,1899.62,5546.86,21.63,0.00,1885.75,2163.15,2184.78,4048.90,4070.53,263.53
2452254,65083,2452333,246919,5078023,1123562,7148,5768687,8257110,756167,1304,1378043,1139,3,7,2,897,51658153,59,33.38,78.77,68.52,604.75,4042.68,1969.42,4647.43,242.56,0.00,1161.71,4042.68,4285.24,5204.39,5446.95,2073.26
2451479,39127,2451584,237775,5968679,591577,5228,2970526,6150017,21458,820,2800871,1867,26,4,2,1267,10501614,90,89.20,141.82,62.40,7147.80,5616.00,8028.00,12763.80,280.80,0.00,2934.90,5616.00,5896.80,8550.90,8831.70,-2412.00
2451123,8371,2451136,83486,8249884,746309,5134,1550359,1409413,126892,1587,1650365,829,32,13,15,1204,33332112,50,28.20,65.98,46.18,990.00,2309.00,1410.00,3299.00,138.54,0.00,65.50,2309.00,2447.54,2374.50,2513.04,899.00
2450983,71683,2451079,239468,9161790,330548,459,846017,8584699,1277393,4197,2618908,2467,38,11,16,108,2596294,59,6.00,17.70,17.52,10.62,1033.68,354.00,1044.30,41.34,0.00,20.65,1033.68,1075.02,1054.33,1095.67,679.68
2451321,48198,2451407,209077,4616138,1738623,3508,2492040,7887893,815484,742,1832027,1198,40,7,17,747,58891563,59,74.63,114.18,105.04,539.26,6197.36,4403.17,6736.62,433.81,0.00,1145.19,6197.36,6631.17,7342.55,7776.36,1794.19
2451119,62704,2451156,95980,8472577,608419,3108,3206150,8472577,608419,3108,3206150,1838,37,2,3,1324,24497389,62,54.02,85.35,55.47,1852.56,3439.14,3349.24,5291.70,309.52,0.00,264.12,3439.14,3748.66,3703.26,4012.78,89.90
2451279,71334,2451330,71857,3542388,1387014,3640,1897866,4375176,1766535,6497,4221523,1219,49,11,5,492,35818448,45,33.10,72.15,5.05,3019.50,227.25,1489.50,3246.75,15.90,0.00,1395.90,227.25,243.15,1623.15,1639.05,-1262.25
2451125,53300,2451165,145726,9101501,1862009,3764,138319,11557071,429402,2337,4015292,806,43,1,6,1451,24329738,44,95.98,97.89,81.24,732.60,3574.56,4223.12,4307.16,4.28,3145.61,516.56,428.95,433.23,945.51,949.79,-3794.17
2451444,80575,2451457,166058,8198952,1443083,4814,1846545,8198952,1443083,4814,1846545,2947,8,5,17,996,12839376,5,80.72,134.80,28.30,532.50,141.50,403.60,674.00,12.73,0.00,337.00,141.50,154.23,478.50,491.23,-262.10
2452265,67222,2452297,25735,4086525,54652,4826,2356153,10038770,508738,3828,1704755,1697,23,10,7,1204,41382353,81,70.73,189.55,138.37,4145.58,11207.97,5729.13,15353.55,896.63,0.00,1381.05,11207.97,12104.60,12589.02,13485.65,5478.84
2451542,45597,2451569,199783,5498673,1188262,604,2191793,1907781,542238,1266,4126855,1306,50,14,14,441,5639239,21,15.84,40.39,9.69,644.70,203.49,332.64,848.19,4.06,0.00,211.89,203.49,207.55,415.38,419.44,-129.15
2451998,56047,2452072,279109,5371772,778635,7098,1031914,4840234,1427705,4056,3073319,1289,19,11,1,944,18846952,6,16.14,39.22,21.96,103.56,131.76,96.84,235.32,1.31,0.00,14.10,131.76,133.07,145.86,147.17,34.92
2451459,74556,2451511,247162,2074804,737610,863,1833269,11435769,1530119,4981,2650634,973,20,6,2,865,46848817,96,3.37,7.00,5.53,141.12,530.88,323.52,672.00,42.47,0.00,181.44,530.88,573.35,712.32,754.79,207.36
