x,y
63.62,442.28
56.91,437.04
60.45,466.24
70.91,476.74
58.0,430.14
71.73,467.4
71.42,438.73
84.23,442.78
82.63,444.31
67.64,436.71
72.13,479.66
61.62,469.44
54.82,474.87
79.79,466.02
82.88,427.83
72.81,471.59
68.21,427.69
85.13,440.52
67.72,440.86
78.52,451.1
91.69,442.19
91.23,486.46
62.66,459.98
58.35,435.26
61.85,436.46
64.25,443.66
43.08,462.19
82.37,440.58
66.81,466.17
54.22,439.05
52.95,464.68
42.53,438.91
48.77,447.93
55.66,452.89
86.44,430.39
65.31,431.07
53.23,442.56
65.24,429.97
83.54,438.73
81.55,436.29
77.95,454.34
56.36,443.18
62.34,435.94
69.95,448.61
81.41,477.78
79.95,478.52
59.15,464.26
96.65,459.6
62.64,430.42
54.3,449.18
49.54,443.53
99.94,449.55
70.99,487.45
68.74,453.32
68.2,457.66
76.01,484.03
63.58,444.91
89.0,449.58
83.45,485.98
73.81,443.06
78.87,461.7
89.97,454.76
86.32,430.66
73.21,468.35
77.47,430.62
55.72,427.63
74.59,450.05
79.28,443.12
73.46,438.41
79.71,440.96
72.31,440.96
91.09,467.79
67.98,434.65
84.12,448.39
90.17,459.8
39.67,448.72
66.28,453.1
71.17,447.13
70.43,435.9
98.68,480.36
80.59,448.32
69.14,442.35
43.31,450.67
70.92,461.73
58.01,448.92
73.79,461.55
76.14,479.87
25.56,425.58
83.86,485.08
77.62,446.67
75.75,440.26
74.55,438.64
66.47,446.55
82.82,469.69
78.73,456.13
79.05,468.49
85.68,469.02
74.5,475.02
67.35,426.29
71.07,465.58
86.29,459.69
78.1,457.14
38.14,434.83
83.05,485.26
93.74,437.9
55.42,427.9
63.49,446.17
55.8,427.2
94.8,441.75
86.01,471.07
93.52,479.65
84.73,467.91
98.0,455.96
84.85,450.0
97.16,476.99
85.93,466.24
60.3,442.7
89.15,437.19
73.92,450.07
67.5,449.67
70.8,430.73
68.04,441.29
86.25,484.55
52.79,445.58
65.97,472.11
80.59,461.03
65.45,445.87
95.82,459.4
81.89,449.21
85.78,439.73
80.68,468.88
81.55,433.73
81.54,482.71
66.64,426.82
81.18,442.48
85.63,437.96
90.13,438.5
60.66,436.94
56.96,446.33
65.73,429.5
69.5,454.58
84.52,440.04
66.17,494.87
86.29,464.86
62.88,447.88
75.13,456.08
45.97,442.43
82.81,469.33
87.88,474.26
74.55,468.8
61.5,436.82
69.91,440.43
81.56,461.27
55.25,468.14
54.79,431.77
65.14,443.84
63.24,473.99
92.58,474.58
83.09,473.99
97.6,457.3
90.5,464.5
100.15,472.46
76.33,444.48
72.78,449.02
70.37,487.63
69.53,469.37
53.39,442.86
78.17,435.9
48.52,444.76
54.54,433.89
79.23,466.7
76.3,464.74
83.55,487.71
66.84,476.12
81.77,464.36
82.61,473.63
72.25,434.02
98.84,489.86
90.19,471.19
88.04,453.03
82.59,478.43
71.57,462.87
47.09,441.3
68.9,466.22
70.71,451.43
70.66,466.07
72.95,467.83
75.59,436.18
64.54,445.18
83.41,462.48
70.54,463.69
60.95,434.88
83.32,474.25
69.68,490.34
84.86,469.86
69.34,434.93
79.98,480.05
59.75,440.7
84.29,475.02
71.33,457.11
86.55,474.99
56.8,435.64
100.09,454.94
56.86,468.4
77.56,468.67
63.54,433.31
61.47,447.16
34.9,434.3
72.21,451.81
69.53,440.51
41.79,430.8
79.44,450.95
69.28,428.0
71.27,436.89
59.48,436.56
96.2,483.61
76.46,462.87
48.02,444.78
88.65,464.72
74.58,460.84
100.09,444.56
64.79,470.84
98.43,477.99
82.98,465.45
71.18,464.25
91.78,446.99
96.64,470.8
61.75,468.87
43.06,442.38
80.42,491.81
50.68,437.31
64.11,435.82
80.72,446.96
99.89,449.7
83.51,450.88
56.35,440.99
71.22,435.56
54.03,434.27
84.96,444.57
90.73,433.31
57.89,444.99
84.15,440.29
99.1,488.98
87.04,468.8
31.15,429.25
44.84,435.59
87.12,476.37
84.68,468.47
42.01,436.08
77.48,471.11
64.77,495.24
61.23,457.26
72.13,434.67
67.29,431.18
85.35,484.42
81.16,444.43
76.95,443.61
91.87,471.49
90.6,432.2
84.2,470.04
86.46,465.24
94.26,489.95
67.22,442.81
57.92,473.01
58.83,447.95
46.98,440.31
89.96,436.27
91.28,475.7
77.8,448.93
63.77,465.89
46.15,440.43
92.96,445.85
68.88,473.54
85.41,489.6
62.61,450.05
70.04,432.67
64.53,434.66
84.86,482.36
86.4,450.08
72.07,462.22
81.52,438.33
80.81,464.2
90.2,440.65
89.49,463.65
87.1,439.27
82.39,472.62
84.0,467.45
64.0,431.11
78.43,481.56
86.0,463.77
61.94,471.26
88.12,477.02
83.34,462.32
61.37,462.08
82.48,485.11
90.36,435.66
91.66,435.47
93.47,448.1
60.59,463.18
75.29,445.0
54.25,438.42
88.86,472.61
61.9,459.02
79.21,456.59
79.21,463.37
71.51,480.14
76.34,444.4
48.85,448.73
79.61,484.08
62.29,457.53
81.22,488.92
97.59,467.6
62.67,440.57
77.84,434.09
58.13,437.11
58.18,456.17
77.59,446.62
83.57,467.33
70.66,461.31
72.29,478.21
80.27,441.15
74.45,464.62
93.48,480.04
97.28,476.06
55.85,431.84
97.61,470.44
72.36,443.86
68.04,428.27
85.19,475.07
71.38,451.5
74.64,472.95
73.16,454.4
67.11,452.34
79.44,469.34
85.14,452.52
70.58,464.19
67.94,431.21
72.41,471.44
51.08,438.14
73.6,441.22
88.43,437.92
89.82,466.83
82.03,458.04
80.7,457.05
79.23,430.41
59.84,431.92
81.0,428.44
92.56,436.43
74.55,433.48
77.53,443.65
71.06,431.77
78.15,477.23
65.11,450.09
65.03,445.76
85.08,475.49
75.24,440.23
82.11,483.56
87.1,447.89
71.39,445.68
74.72,454.99
91.98,461.46
81.99,467.81
42.17,436.46
88.84,466.17
63.14,439.33
87.27,479.22
92.59,467.28
75.39,438.5
65.51,425.71
84.37,482.26
96.54,455.8
69.35,438.75
81.42,445.9
84.72,450.33
56.79,453.39
60.91,432.68
51.11,440.51
87.96,449.01
51.84,442.3
86.05,440.68
78.57,466.64
86.5,466.05
44.32,432.33
86.95,480.62
72.58,482.02
58.91,475.74
92.85,490.41
63.86,434.95
70.14,450.62
50.42,436.24
82.33,465.09
53.39,439.4
52.76,425.66
81.67,476.7
83.94,432.13
61.27,439.24
87.45,448.22
78.29,438.97
61.43,450.88
81.15,448.75
81.34,463.9
82.22,462.11
88.56,442.84
52.87,433.84
93.42,462.48
76.95,429.71
87.1,441.78
84.28,430.49
71.95,461.96
71.38,447.48
40.71,441.78
95.56,474.08
81.24,476.0
63.52,459.79
95.59,484.9
72.81,432.98
54.82,449.58
100.11,460.56
94.06,466.67
70.21,433.45
73.14,436.23
79.77,440.08
60.03,447.59
91.96,490.03
52.37,441.99
73.77,461.8
83.59,470.04
71.96,454.02
69.7,458.12
66.02,443.94
83.5,466.68
92.32,474.07
75.98,435.48
72.22,486.18
75.02,465.89
90.3,464.77
72.49,477.94
54.78,441.04
100.09,453.31
69.8,455.5
70.74,461.56
64.44,474.81
82.54,481.44
97.0,472.84
84.59,479.94
90.75,474.79
78.19,475.06
60.55,431.54
89.67,476.75
86.16,444.54
75.07,477.69
78.38,477.34
65.23,458.59
73.06,458.63
87.6,446.28
68.62,464.72
86.88,443.73
75.29,474.88
73.67,449.93
90.7,434.55
57.47,462.01
59.81,456.12
34.1,448.54
74.44,440.65
64.44,442.96
88.16,448.13
70.31,438.47
43.5,429.96
62.05,448.52
71.98,481.03
80.15,478.53
87.32,474.97
47.28,431.33
46.27,440.56
54.87,434.82
90.61,432.06
62.13,468.45
82.63,446.61
68.71,445.65
74.03,457.74
77.93,454.78
98.04,480.49
64.17,435.52
65.57,427.31
71.06,434.91
83.27,478.58
93.56,468.43
71.53,447.88
65.97,431.62
53.48,465.78
83.92,470.86
54.71,460.87
91.61,463.89
88.99,474.69
58.96,470.29
62.92,479.18
82.8,429.7
82.52,440.6
61.11,458.84
79.41,433.44
78.62,486.08
62.86,435.76
82.49,438.26
91.29,452.82
84.52,441.53
89.86,468.22
90.84,436.7
74.83,468.09
59.75,441.64
67.42,469.69
70.66,448.72
64.67,444.74
76.05,480.05
100.09,450.38
84.23,463.6
96.18,448.15
80.28,439.63
59.99,439.38
77.81,441.17
64.76,439.46
77.5,433.47
32.95,435.47
76.08,469.17
79.89,457.94
69.59,468.63
70.44,439.16
100.09,449.99
73.96,449.06
70.89,460.07
63.55,427.51
69.76,450.96
76.99,463.78
44.85,425.82
46.27,427.95
50.86,436.36
88.79,440.59
63.48,432.91
59.6,435.23
73.71,432.29
55.39,435.64
77.15,446.23
64.85,474.47
56.78,445.12
42.02,426.86
90.26,479.18
87.76,484.21
67.27,470.97
75.4,475.01
64.77,427.41
95.11,447.29
68.36,467.29
91.38,441.85
74.17,430.2
87.59,478.69
78.47,447.62
34.1,434.8
77.09,479.3
99.28,470.22
98.78,481.88
72.25,452.84
60.93,433.47
79.68,460.43
83.58,492.06
72.12,473.89
85.98,483.17
89.13,480.69
41.39,444.0
59.42,448.43
86.32,485.6
63.31,437.03
69.2,438.36
89.12,466.49
81.94,473.6
65.75,435.6
75.66,483.86
89.37,481.96
79.68,464.58
80.73,433.97
55.15,446.49
72.58,431.33
86.9,476.84
63.62,464.7
62.34,448.25
49.51,463.4
55.29,470.37
67.8,449.65
57.73,441.4
88.91,474.61
66.14,459.61
58.66,432.26
87.19,442.92
83.45,465.85
60.62,440.12
84.9,462.44
68.17,451.52
58.74,431.57
62.72,438.25
63.63,462.25
92.4,462.94
82.3,480.71
88.28,476.7
86.96,479.66
94.97,491.17
54.02,450.01
83.82,441.9
50.92,440.5
69.22,436.4
100.12,468.33
77.54,456.68
68.94,477.18
68.11,462.6
49.5,468.27
81.45,463.24
82.51,476.64
85.99,475.74
92.81,468.63
67.57,446.74
67.91,455.97
89.18,431.55
85.8,466.38
76.48,459.83
79.97,469.27
65.24,494.39
88.74,473.84
69.93,451.38
84.15,461.07
53.19,446.57
87.89,469.73
81.85,470.39
52.18,473.84
89.44,458.69
74.89,465.75
68.57,475.58
57.88,428.9
82.04,479.78
53.43,426.88
51.39,442.58
100.13,464.6
88.11,435.02
90.78,487.49
65.69,460.03
66.15,465.2
90.84,479.32
78.18,476.72
58.02,441.99
85.53,460.19
64.77,462.69
48.64,447.07
63.77,458.08
74.69,441.5
61.45,445.82
43.81,439.75
88.0,464.85
35.64,442.49
77.18,454.51
77.46,437.73
82.81,435.96
70.12,445.37
89.46,447.1
41.66,425.72
85.09,473.87
49.13,441.61
73.56,488.13
65.12,464.82
90.99,470.66
59.62,453.76
75.01,459.89
78.72,470.67
81.66,470.36
85.15,485.92
54.98,466.51
62.83,471.79
81.15,475.24
85.4,437.18
60.88,445.88
42.15,436.15
71.54,446.84
84.91,481.15
68.5,430.37
44.69,435.15
79.74,470.27
50.07,430.46
57.88,446.11
73.44,445.28
71.75,438.96
60.38,429.21
61.39,435.05
50.02,430.47
96.96,468.15
78.62,433.3
57.82,435.4
53.1,436.09
70.52,459.64
85.9,478.73
70.02,471.47
75.63,462.4
68.2,459.62
39.28,435.79
79.59,435.13
54.59,434.78
77.56,450.6
82.27,441.92
72.37,430.82
88.68,461.64
64.3,435.51
82.86,483.03
52.97,437.26
70.16,447.65
44.31,444.44
83.95,463.77
70.61,440.78
67.88,451.77
60.04,472.45
87.52,472.27
67.53,447.15
92.59,431.26
76.1,469.41
55.89,438.89
92.59,443.93
88.16,437.1
79.19,447.06
91.35,465.65
65.8,475.21
68.07,479.53
67.18,479.03
71.85,434.64
66.8,448.33
87.95,472.77
87.54,447.03
71.66,462.64
73.35,435.29
71.95,465.78
90.47,481.52
85.03,486.39
72.91,474.57
89.16,479.24
30.99,433.43
85.96,440.64
82.19,444.05
82.45,471.09
100.09,450.53
64.33,438.29
97.59,457.8
66.42,426.54
84.82,433.25
54.02,447.92
53.78,457.74
63.9,442.74
61.66,438.47
87.38,473.28
89.34,456.84
75.63,434.65
82.38,471.0
59.26,436.68
73.36,478.13
54.96,451.82
77.28,471.87
85.23,466.01
87.67,484.29
51.32,429.97
71.16,466.2
99.59,456.61
94.36,430.63
59.99,467.41
57.35,433.27
89.05,484.0
72.3,461.7
77.76,482.19
71.05,427.11
47.63,488.7
68.72,476.5
49.05,440.2
55.28,464.3
79.58,479.86
79.88,430.66
87.84,436.43
74.47,490.81
88.35,448.04
76.42,464.93
74.89,458.66
62.77,460.49
85.35,481.46
74.47,481.46
75.45,441.41
94.72,482.05
75.03,471.13
84.23,480.41
82.01,456.18
56.51,430.67
83.32,441.35
58.54,442.69
97.25,456.18
52.79,441.6
71.18,448.22
81.97,469.85
65.48,426.24
87.34,479.89
99.41,484.47
85.26,467.02
63.79,451.79
46.58,433.14
91.82,470.95
53.49,433.75
56.78,469.27
67.9,447.42
34.09,431.39
40.24,439.54
95.58,444.64
57.74,459.96
89.08,480.79
72.22,438.76
50.81,450.37
68.05,427.91
66.3,458.46
44.92,441.07
76.61,426.97
54.3,429.86
87.9,487.48
55.9,435.59
78.01,444.15
60.53,445.8
77.79,428.52
85.93,448.91
73.71,442.23
86.17,484.86
47.81,451.64
55.76,441.54
76.48,430.54
52.26,453.15
78.36,451.95
85.63,454.43
98.71,467.37
76.56,444.05
62.49,447.41
78.34,446.3
89.07,430.53
61.85,444.76
81.1,453.84
68.99,426.1
87.7,475.66
68.6,440.35
69.14,476.89
83.31,452.57
55.65,434.2
55.35,433.28
65.54,437.91
70.02,471.08
61.33,449.96
76.07,480.05
66.5,451.28
67.84,483.12
94.98,472.41
77.79,455.94
69.03,455.37
77.1,484.57
87.05,480.54
51.17,465.13
53.49,438.28
72.36,480.47
90.41,487.36
78.32,441.94
63.11,436.82
70.37,455.86
72.4,459.18
75.78,460.24
77.94,427.39
55.53,465.14
44.95,426.96
56.42,442.02
64.91,430.57
69.26,453.95
69.26,472.63
66.66,452.46
68.94,440.52
55.64,452.29
41.22,442.39
90.05,437.59
88.67,447.77
59.19,478.68
58.38,439.8
66.41,440.24
86.55,465.72
84.44,481.95
69.22,459.25
47.46,439.59
70.17,461.16
78.5,431.12
82.32,475.47
86.74,487.03
85.81,434.98
57.37,466.0
88.5,457.53
89.56,483.43
76.22,463.27
92.11,437.62
67.44,462.51
93.96,486.14
89.15,468.02
100.09,451.2
51.92,456.87
46.69,455.04
92.77,456.84
87.21,454.11
90.21,436.53
87.18,439.73
64.87,438.11
88.81,437.7
79.16,432.62
86.38,432.77
73.17,463.26
78.35,428.06
76.58,430.34
84.29,469.67
53.02,450.04
68.66,451.44
49.18,435.21
92.73,477.67
55.65,447.02
86.64,485.76
58.78,441.91
71.78,431.14
84.45,465.82
82.79,439.06
79.42,468.22
90.47,433.25
43.48,433.37
81.92,431.32
49.79,429.94
91.56,453.02
57.76,436.04
67.04,428.85
89.01,465.43
69.72,457.72
71.48,459.78
80.57,455.88
53.0,444.17
70.47,448.49
96.51,482.83
61.0,450.53
84.32,471.8
81.34,454.51
84.65,443.87
74.83,465.41
72.83,451.0
75.48,486.55
71.58,440.6
90.08,459.73
82.41,489.4
84.16,470.66
70.94,455.23
77.85,443.27
94.42,468.13
92.38,463.13
67.96,476.4
82.49,447.71
100.13,465.08
58.98,429.27
69.19,463.61
81.89,453.29
70.38,448.79
69.85,441.21
60.36,440.88
66.44,444.38
66.89,454.4
84.99,427.45
99.94,472.65
86.8,471.24
82.49,444.85
55.79,438.23
76.65,447.14
66.26,432.79
52.72,432.69
48.41,465.46
66.88,436.51
81.37,473.3
59.17,441.12
66.26,468.27
85.23,473.73
85.38,479.65
69.84,470.8
65.31,459.9
76.36,464.86
73.15,462.37
92.24,473.76
82.4,470.37
68.99,433.47
92.81,480.01
85.32,435.38
60.6,439.67
56.58,432.68
63.9,465.42
67.75,443.45
37.51,428.96
85.4,482.38
78.16,481.95
70.26,468.83
85.06,480.71
80.49,473.88
53.83,432.21
86.2,468.86
84.14,471.95
75.02,431.02
87.44,470.03
70.7,466.56
96.51,483.79
77.02,432.38
68.23,454.75
80.5,462.4
44.46,434.95
86.66,475.49
67.16,425.55
72.75,446.8
60.22,431.26
91.14,466.95
84.22,447.21
92.43,438.01
70.59,437.22
69.55,436.29
74.78,439.48
58.71,474.4
61.0,442.75
84.96,434.85
66.95,442.23
44.18,441.43
67.57,443.95
71.7,446.93
93.27,473.06
91.79,448.85
66.21,487.33
84.04,461.05
79.38,488.5
80.57,460.61
80.28,472.57
81.94,484.97
44.51,425.34
87.57,433.76
78.08,449.75
63.53,432.47
55.74,447.82
75.36,444.46
63.85,449.88
80.61,443.66
32.96,431.19
61.52,468.86
49.82,426.5
94.57,482.74
87.79,477.51
80.16,429.21
68.92,430.59
66.67,454.67
77.43,433.54
83.78,479.64
68.96,433.11
95.8,467.03
84.9,433.71
76.53,462.29
70.74,469.54
81.61,443.22
93.68,438.23
79.59,462.3
86.42,430.38
67.38,441.03
86.16,473.55
94.29,449.94
59.05,449.54
80.92,438.38
64.82,450.27
52.84,444.39
74.41,465.89
49.38,429.66
44.13,442.87
90.71,448.46
51.32,467.72
87.18,464.18
96.76,466.02
78.51,433.35
86.55,446.93
70.06,438.01
82.04,445.59
51.39,444.65
92.15,462.3
73.87,453.99
70.77,475.58
82.12,466.69
81.5,467.04
48.84,437.26
88.94,437.81
92.89,464.93
59.05,437.35
96.69,472.27
71.28,461.97
78.38,451.7
71.1,441.86
77.22,436.83
71.0,434.85
94.32,473.56
72.26,474.03
60.86,471.84
69.82,446.05
82.23,472.3
64.72,453.13
59.41,430.71
77.75,455.61
56.81,440.48
46.37,437.58
67.18,446.26
76.0,461.58
66.13,483.5
67.8,465.74
86.34,450.69
44.65,428.69
89.33,464.7
75.51,449.59
63.74,457.41
87.54,485.57
94.8,471.43
92.45,447.02
84.4,471.62
95.56,474.07
78.08,452.8
42.29,436.67
68.88,464.57
100.09,446.59
84.53,467.21
83.18,458.47
41.62,437.29
84.43,456.54
83.98,465.07
100.14,472.19
84.52,448.71
55.56,438.91
59.85,447.81
84.23,460.86
58.15,449.22
77.87,459.09
77.57,465.29
74.04,463.89
75.79,455.52
53.53,437.78
90.09,473.29
59.77,439.11
92.58,453.0
87.3,443.28
52.51,427.91
57.0,468.55
72.21,466.8
53.88,430.5
73.33,441.65
56.44,441.32
96.3,455.86
86.55,465.74
70.55,452.75
92.36,461.29
63.47,464.0
68.6,453.99
58.13,433.45
66.14,431.5
52.84,441.32
97.64,463.96
97.96,472.9
70.55,431.92
90.59,466.29
83.83,492.12
63.55,436.51
94.57,481.13
79.83,455.44
44.53,432.28
77.82,445.49
93.0,456.84
53.5,484.12
55.4,440.99
59.15,426.66
83.56,468.3
67.72,452.38
61.39,440.58
56.81,479.98
78.8,446.71
42.51,435.99
75.05,451.13
51.57,448.2
84.29,476.1
71.09,467.22
85.75,449.38
68.54,451.13
78.99,445.6
91.55,471.96
46.52,430.38
39.0,433.08
73.94,438.5
75.2,462.39
61.19,445.52
80.96,460.81
77.78,481.64
79.34,428.89
83.04,454.26
91.24,446.15
70.82,438.53
88.91,469.52
77.79,444.7
45.79,442.85
83.17,434.01
87.66,479.61
73.79,479.68
85.48,479.42
66.54,478.81
46.53,437.18
41.54,456.25
71.3,446.67
80.16,454.25
57.62,441.65
58.34,460.19
95.28,441.05
39.33,426.35
51.38,437.81
86.75,473.68
71.25,431.96
70.17,445.22
42.1,436.31
54.47,427.1
79.56,480.29
72.26,430.16
78.23,433.06
74.64,466.72
82.36,442.56
98.14,474.81
47.57,432.94
72.6,460.07
62.9,443.5
77.01,438.31
55.93,428.71
76.51,476.12
63.73,443.73
88.73,434.83
80.76,478.16
76.56,434.09
83.41,442.31
71.15,447.06
88.03,438.34
69.55,463.82
55.09,447.74
89.59,489.96
79.39,435.09
50.45,433.75
79.87,465.86
88.23,469.02
54.09,444.95
88.31,486.94
68.92,447.89
82.96,477.57
99.22,449.25
43.11,428.94
85.95,439.19
87.53,472.22
83.2,444.56
59.24,440.93
62.07,482.77
82.05,442.9
51.47,440.96
76.43,447.34
55.27,441.67
80.75,448.04
63.23,445.98
91.48,468.23
63.21,432.07
88.79,439.3
65.18,446.45
49.25,444.34
95.89,468.57
72.46,488.69
55.85,458.29
54.0,429.73
63.92,448.61
69.2,436.95
69.77,467.01
83.43,459.86
47.14,441.13
67.02,430.29
75.87,453.86
66.26,447.14
72.97,452.64
88.39,446.76
58.06,448.87
67.05,445.92
50.36,447.09
85.84,447.16
77.31,473.46
67.33,433.04
66.12,483.27
64.59,450.93
89.25,448.04
81.58,437.82
84.23,445.37
86.4,480.39
72.76,463.88
91.03,451.05
60.06,432.2
73.65,489.1
73.62,478.61
87.05,477.2
91.14,475.51
72.95,431.7
56.05,428.79
83.32,470.63
87.8,472.99
56.56,442.54
32.19,425.89
86.1,484.97
81.34,435.41
68.48,440.05
48.65,432.92
61.25,457.68
43.77,439.67
88.1,448.39
71.07,494.84
88.65,430.54
77.28,473.98
85.54,445.61
85.52,474.49
63.49,463.52
61.83,431.96
88.28,457.33
47.6,440.52
64.26,448.83
79.25,431.22
54.03,445.03
76.66,483.63
45.75,463.3
74.98,453.77
73.63,466.78
55.97,437.07
61.15,430.96
45.03,450.65
62.23,449.48
81.12,459.15
77.72,448.67
78.88,480.08
63.14,465.64
93.46,445.1
65.95,469.25
91.55,483.18
71.33,460.95
72.48,462.5
63.13,438.55
92.02,435.34
84.66,470.17
85.64,462.51
80.95,441.77
99.6,450.87
63.91,430.36
84.18,471.71
83.07,467.92
72.3,464.27
72.52,464.16
87.34,452.65
77.86,456.55
78.32,447.92
53.6,439.51
86.12,468.64
82.52,475.29
75.23,431.39
87.6,465.14
60.14,464.03
42.17,439.3
64.92,466.29
62.62,447.83
44.51,444.26
60.71,439.65
36.55,433.9
81.79,479.32
78.51,454.06
76.8,440.76
73.1,430.8
83.06,439.9
74.39,470.9
68.57,455.41
74.1,448.65
88.1,454.94
70.17,434.68
56.88,434.5
65.32,433.44
80.84,477.52
78.04,449.6
74.37,465.76
81.24,444.85
81.9,460.22
82.08,492.92
78.08,444.09
71.78,441.68
38.77,444.06
79.08,434.43
70.7,462.27
90.26,429.59
71.57,432.82
99.78,473.36
63.27,437.4
50.31,445.39
90.88,436.91
56.01,440.49
97.4,463.89
66.03,426.87
87.33,442.53
60.87,431.99
97.34,479.31
83.77,441.49
74.7,431.26
76.06,467.98
62.32,466.7
68.77,475.61
78.14,433.29
93.31,432.93
53.16,443.26
91.91,474.45
88.23,466.72
64.2,436.88
81.31,426.58
80.89,469.28
65.45,470.39
93.66,464.61
60.49,442.7
76.08,459.26
40.33,466.6
75.09,450.38
69.13,486.5
84.99,441.28
45.7,462.11
87.26,462.84
56.52,434.64
85.19,444.11
88.62,467.57
91.45,473.31
59.95,453.24
78.8,454.19
62.9,455.49
75.55,438.49
90.26,461.23
71.27,484.14
80.85,448.66
76.29,438.54
78.75,447.07
78.99,466.81
90.83,447.77
95.69,465.6
65.93,435.01
82.64,455.7
94.15,472.18
85.26,461.96
71.31,462.28
63.34,442.44
79.54,438.85
85.22,432.46
89.68,470.57
68.19,453.22
91.75,480.92
67.15,468.55
86.29,430.46
88.46,466.06
87.27,449.74
71.47,485.01
60.65,436.3
66.71,464.31
67.14,453.67
91.23,462.54
64.57,465.25
82.04,464.67
69.69,432.94
58.35,447.34
59.3,470.11
72.77,437.37
86.7,444.69
62.35,457.37
68.37,426.6
96.29,463.51
57.45,438.72
80.76,453.34
82.8,443.57
60.49,468.8
82.16,465.37
84.27,439.18
61.3,453.38
62.12,437.41
78.21,464.84
97.09,435.58
73.71,438.55
87.72,478.04
64.46,442.42
84.47,445.67
52.1,452.79
61.56,477.71
82.95,445.54
85.09,457.01
82.12,467.3
78.97,434.7
52.66,436.06
77.25,467.14
75.69,453.2
88.72,467.3
92.48,444.63
46.52,439.72
68.52,439.78
84.11,435.76
85.97,451.87
43.56,434.23
41.29,441.66
66.53,473.72
80.87,460.51
88.88,462.49
70.84,442.14
63.54,480.49
46.17,443.11
88.8,483.27
75.36,451.35
89.78,461.21
65.87,443.94
85.47,464.37
52.6,432.69
77.88,449.91
85.19,477.5
64.25,433.37
70.33,434.99
62.97,467.77
79.24,483.54
72.76,435.48
92.04,466.86
77.76,452.66
85.04,468.01
79.17,472.17
75.62,470.11
75.62,458.47
77.17,433.03
85.06,444.57
82.0,439.43
75.36,441.08
84.26,456.06
70.51,446.0
76.34,443.13
71.56,430.61
86.8,467.71
76.39,470.23
62.96,432.53
58.44,443.98
74.79,433.81
49.64,430.18
66.07,445.93
75.01,435.78
66.4,448.46
51.1,436.21
39.99,458.75
86.73,437.57
55.06,430.82
57.62,466.83
63.12,453.46
82.15,470.05
81.98,458.72
53.75,427.76
70.1,476.31
66.25,430.41
76.16,465.37
80.95,463.4
89.02,481.3
75.25,480.8
87.99,430.53
94.28,466.83
49.4,439.28
51.63,445.07
89.47,482.47
78.31,469.58
86.4,474.75
68.0,439.14
51.16,464.67
100.1,449.44
50.15,442.83
40.09,438.24
84.11,448.98
86.2,479.45
85.13,470.8
58.45,440.23
81.75,430.55
81.48,469.57
82.58,476.1
64.96,468.58
63.12,446.46
69.72,429.47
47.63,447.03
86.12,443.54
100.1,453.77
56.51,434.94
42.32,436.79
68.53,457.74
51.01,429.52
88.1,432.8
90.31,429.18
58.23,449.81
78.61,436.65
87.06,464.88
87.73,445.66
81.59,460.48
61.5,436.32
88.16,438.42
61.83,445.19
48.85,435.66
72.73,434.99
90.11,481.69
85.42,451.29
64.02,446.1
96.16,474.8
88.69,465.33
61.64,464.76
67.57,434.91
80.21,453.54
68.31,466.15
39.32,461.36
84.45,486.01
81.16,443.75
91.15,469.0
56.17,432.03
74.77,465.28
75.56,454.74
58.59,454.37
82.06,465.01
61.08,437.55
82.41,442.02
81.03,471.42
76.85,462.13
74.79,480.74
55.47,466.39
70.04,474.27
35.46,436.75
87.99,456.94
82.43,437.31
81.66,440.74
82.44,464.58
83.11,493.16
76.32,468.37
68.45,461.63
91.56,465.73
70.35,442.9
77.53,458.1
63.99,440.53
73.02,443.35
75.05,448.03
73.98,463.81
63.41,478.8
62.15,453.05
60.1,452.33
62.02,435.25
68.35,440.58
42.75,455.13
84.25,442.0
60.92,444.9
79.48,440.9
40.68,436.16
95.44,437.96
75.5,437.58
70.43,459.1
98.84,490.5
58.04,432.75
78.65,460.14
53.8,455.37
45.2,432.25
85.68,471.6
94.35,456.7
76.53,435.95
75.61,486.84
56.34,435.54
88.2,468.4
58.28,444.8
54.69,435.2
80.56,452.82
87.63,461.94
65.54,444.66
68.22,463.07
96.22,434.64
55.78,446.16
69.19,469.63
84.31,465.23
61.21,456.32
71.37,443.89
71.83,461.78
68.95,480.05
79.49,477.91
75.76,457.5
73.41,455.32
84.07,464.46
83.96,447.06
70.48,485.36
52.16,458.26
82.4,444.55
64.83,447.3
47.98,430.35
77.92,453.99
83.24,456.91
97.68,481.93
82.76,487.79
73.19,430.69
71.71,460.42
71.19,461.06
64.52,469.21
94.46,449.59
81.48,477.3
68.29,455.38
72.68,455.59
61.89,481.05
50.69,434.97
77.34,450.25
75.15,457.51
67.43,428.98
64.05,452.55
89.28,462.58
78.25,464.6
55.1,438.09
85.29,474.77
68.06,471.56
61.84,450.99
65.34,475.73
60.38,439.51
72.36,466.53
44.91,429.84
38.57,441.0
48.01,442.9
54.36,466.87
85.13,465.81
64.79,440.17
75.34,453.18
81.35,442.04
72.96,455.34
66.89,456.02
96.22,464.7
92.14,488.56
88.72,467.93
90.5,464.07
58.76,465.06
42.55,459.27
53.59,447.04
92.01,458.5
76.21,451.26
89.15,476.04
71.99,474.9
52.4,472.75
63.43,444.48
91.28,477.14
60.11,447.37
85.28,444.9
76.26,452.7
91.89,444.93
87.29,483.59
90.37,474.03
50.8,457.12
57.78,448.35
69.44,474.72
