T_TRADE_PRICE,T_COMM
24.64,63.08
20.49,18.03
22.33,28.58
27.54,19.83
25.94,11.41
22.30,7.14
29.94,26.35
27.06,21.65
26.65,10.66
20.79,13.31
29.23,10.52
22.10,19.45
23.37,29.91
28.15,63.06
21.07,7.59
24.58,7.87
25.54,8.17
26.05,9.38
29.12,32.61
21.69,7.81
25.08,22.07
29.58,37.86
23.25,7.44
28.57,64.00
20.84,26.68
24.99,63.97
24.95,8.98
23.71,60.70
26.32,33.69
27.35,10.94
21.51,55.07
28.25,10.17
27.15,19.55
20.31,58.49
23.32,16.79
29.02,55.72
24.36,8.77
26.53,59.43
22.13,56.65
24.11,17.36
21.62,62.27
21.18,40.67
21.13,60.85
24.41,17.58
25.14,32.18
28.61,27.47
26.59,51.05
21.87,27.99
24.04,46.16
28.99,20.87
25.40,18.29
27.89,35.70
23.40,37.44
21.01,15.13
22.06,7.94
22.10,49.50
24.64,17.74
25.65,57.46
20.04,25.65
24.24,15.51
24.00,53.76
22.51,36.02
21.19,27.12
28.35,90.72
22.00,15.84
22.44,64.63
27.39,17.53
23.38,16.83
27.79,35.57
22.65,28.99
27.52,12.11
20.28,25.96
25.05,9.02
20.16,38.71
20.21,45.27
20.49,59.01
20.36,8.96
21.14,47.35
20.62,16.50
24.41,62.49
27.69,62.03
22.91,58.65
25.02,22.02
26.99,34.55
21.25,40.80
22.09,24.74
24.01,46.10
26.10,29.23
28.63,11.45
28.38,45.41
20.89,9.19
23.13,16.65
23.80,15.23
29.37,37.59
20.95,30.17
22.31,49.97
26.65,11.73
28.90,10.40
22.06,14.12
21.52,17.22
28.67,9.17
22.46,16.17
22.99,51.50
24.49,21.55
22.16,9.75
27.24,61.02
25.69,8.22
25.90,18.65
27.15,21.72
23.07,8.31
22.38,19.69
25.37,36.53
21.38,7.70
22.33,35.73
20.80,33.28
27.28,39.28
20.93,33.49
24.73,8.90
21.57,41.41
29.59,10.65
24.69,39.50
26.83,11.81
24.19,54.19
21.69,15.62
25.37,32.47
22.40,35.84
20.56,7.40
24.28,31.08
21.07,8.43
29.41,14.12
23.47,37.55
22.93,8.25
29.98,21.59
29.52,21.25
24.66,31.56
26.93,19.39
26.23,23.08
22.09,42.41
20.47,7.37
26.39,67.56
22.44,9.87
27.22,8.71
22.11,28.30
29.41,37.64
29.58,9.47
20.06,16.05
22.10,15.91
27.90,71.42
26.89,19.36
22.93,51.36
29.85,11.94
22.01,9.68
24.16,21.26
27.00,43.20
22.27,8.91
20.33,7.32
23.99,8.64
24.20,46.46
25.39,8.12
22.43,28.71
22.46,57.50
21.31,15.34
28.06,8.98
25.82,9.30
22.16,14.18
29.75,95.20
22.25,28.48
26.90,10.76
26.68,34.15
21.04,7.57
28.92,74.04
27.53,19.82
26.00,8.32
24.76,7.92
21.34,47.80
24.92,63.80
29.52,18.89
25.57,57.28
21.13,9.30
28.77,36.83
27.21,30.48
20.26,25.93
22.90,8.24
29.88,66.93
20.26,45.38
21.18,40.67
21.76,27.85
21.94,15.80
23.51,52.66
22.31,14.28
20.55,46.03
25.57,9.21
26.64,8.52
28.13,22.50
29.65,26.09
23.63,20.79
29.32,21.11
27.89,22.31
29.97,67.13
26.89,9.68
22.14,15.94
23.60,20.77
21.99,49.26
29.15,65.30
22.44,28.72
23.45,8.44
27.29,78.60
24.49,15.67
23.68,68.20
28.01,80.67
21.31,30.69
20.63,6.60
20.08,51.40
28.47,10.25
20.04,7.21
28.80,9.22
23.53,52.71
20.36,7.33
29.58,37.86
26.67,17.07
20.63,6.60
29.62,10.66
25.61,9.22
23.40,33.70
24.85,7.95
20.49,59.01
26.21,20.97
28.54,10.27
21.26,47.62
21.32,40.93
26.83,38.64
23.98,34.53
23.77,68.46
25.51,11.22
25.11,28.12
24.78,35.68
26.30,10.52
26.20,20.96
25.07,11.03
23.57,15.08
24.02,61.49
24.70,31.62
23.04,29.49
20.22,16.18
27.94,35.76
23.50,45.12
24.59,55.08
29.90,57.41
28.28,72.40
28.31,81.53
23.19,16.70
26.51,8.48
23.49,18.79
21.40,6.85
26.71,29.92
20.15,12.90
29.60,66.30
28.09,49.44
24.21,15.49
26.02,20.82
28.87,10.39
23.22,52.01
26.41,25.35
23.19,9.28
24.18,69.64
29.29,12.89
29.80,66.75
28.33,36.26
25.04,22.04
26.80,9.65
26.19,18.86
29.48,37.73
20.34,26.04
26.12,9.40
22.84,20.10
27.67,70.84
27.45,30.74
21.43,27.43
27.09,52.01
29.25,56.16
22.54,43.28
24.17,17.40
29.79,13.11
21.32,8.53
20.67,8.27
20.82,39.97
27.85,31.19
24.94,17.96
23.88,7.64
20.86,18.36
25.47,18.34
20.73,13.27
27.30,78.62
28.94,10.42
28.43,11.37
23.51,67.71
25.70,32.90
22.54,43.28
29.39,42.32
21.43,15.43
28.36,40.84
28.63,32.07
29.10,55.87
29.62,56.87
24.42,46.89
20.90,15.05
26.34,75.86
24.32,7.78
21.40,41.09
27.80,62.27
21.61,27.66
24.26,31.05
29.65,10.67
27.68,53.15
25.93,11.41
20.79,7.48
28.15,12.39
23.08,9.23
24.12,8.68
22.07,9.71
23.84,10.49
20.52,45.96
21.34,23.90
24.41,17.58
24.69,55.31
26.73,10.69
24.95,31.94
29.42,47.07
25.76,18.55
25.35,40.56
21.10,27.01
25.98,33.25
26.39,59.11
26.68,51.23
22.68,43.55
22.24,17.79
25.17,9.06
25.93,49.79
29.45,75.39
24.11,8.68
25.83,28.93
23.28,52.15
29.88,47.81
28.57,36.57
28.62,36.63
29.57,10.65
25.76,57.70
23.63,52.93
27.26,61.06
23.26,26.05
26.29,9.46
29.42,75.32
22.87,32.93
21.33,8.53
22.84,51.16
26.46,9.53
22.76,8.19
26.71,19.23
26.08,11.48
25.32,16.20
26.81,19.30
24.31,15.56
20.38,32.61
25.97,9.35
21.84,48.92
21.92,49.10
27.23,11.98
29.10,9.31
20.99,30.23
21.48,27.49
25.50,11.22
26.41,19.02
21.71,8.68
29.18,18.68
28.91,20.82
28.02,10.09
27.53,19.82
29.36,32.88
22.07,49.44
27.33,34.98
29.84,10.74
25.95,18.68
29.72,66.57
25.20,11.09
29.15,55.97
22.75,29.12
20.18,25.83
24.82,27.80
24.18,21.28
28.41,45.46
25.05,18.04
23.25,37.20
28.16,63.08
21.48,27.49
21.69,62.47
23.59,18.87
20.05,16.04
20.64,14.86
28.01,35.85
28.26,18.09
26.14,23.00
23.37,59.83
24.16,34.79
23.15,37.04
27.32,19.67
28.63,64.13
22.02,31.71
26.61,19.16
27.98,24.62
29.13,20.97
29.54,37.81
22.11,24.76
24.32,17.51
28.73,41.37
21.32,8.53
21.15,23.69
29.04,83.64
26.73,59.88
21.01,40.34
28.87,10.39
25.68,9.24
27.57,52.93
26.84,23.62
24.02,7.69
25.30,28.34
27.40,30.69
20.98,6.71
25.09,9.03
23.22,52.01
24.18,54.16
22.95,51.41
26.40,11.62
24.95,8.98
21.29,23.84
21.64,9.52
24.27,17.47
23.93,26.80
24.86,55.69
24.89,47.79
29.19,21.02
21.49,18.91
20.45,45.81
28.46,10.25
26.57,68.02
23.24,22.31
26.05,11.46
26.38,18.99
25.80,20.64
28.73,12.64
25.56,32.72
26.33,9.48
27.05,9.74
22.62,19.91
20.11,14.48
27.53,44.05
22.43,16.15
22.79,29.17
23.77,30.43
21.65,24.25
21.78,34.85
22.33,50.02
22.70,36.32
29.73,19.03
20.15,7.25
26.22,29.37
20.19,25.84
20.29,45.45
23.43,26.24
29.55,37.82
27.98,8.95
24.86,71.60
26.53,33.96
22.68,32.66
22.16,7.98
29.37,9.40
27.32,10.93
27.27,10.91
24.28,46.62
20.25,29.16
26.70,29.90
25.80,57.79
20.73,8.29
26.35,50.59
22.95,18.36
27.62,12.15
27.85,40.10
21.40,47.94
21.25,8.50
22.34,25.02
26.60,9.58
28.29,36.21
26.30,16.83
27.47,17.58
27.48,52.76
29.44,75.37
20.99,33.58
28.85,10.39
25.56,18.40
22.03,15.86
27.61,8.84
23.61,34.00
20.83,26.66
27.86,22.29
21.59,34.54
22.35,42.91
23.77,53.24
24.29,15.55
26.68,11.74
26.99,17.27
28.67,25.23
25.40,65.02
21.53,9.47
28.69,36.72
29.99,21.59
20.61,7.42
25.27,80.86
27.30,17.47
28.82,20.75
23.98,30.69
24.37,7.80
24.73,35.61
23.82,17.15
26.52,84.86
26.40,23.23
20.40,39.17
27.71,8.87
29.19,32.69
25.44,8.14
28.75,18.40
23.87,19.10
21.35,7.69
24.42,46.89
29.01,41.77
24.95,9.98
21.58,48.34
23.85,7.63
27.17,52.17
23.35,8.41
21.11,15.20
27.92,35.74
21.24,16.99
20.71,39.76
29.35,65.74
23.53,10.35
27.18,52.19
23.21,51.99
22.58,7.23
24.49,21.55
24.03,17.30
25.24,32.31
28.44,72.81
23.49,7.52
23.33,20.53
27.97,35.80
22.20,14.21
26.22,16.78
20.58,6.59
29.95,33.54
20.38,26.09
25.72,57.61
26.70,19.22
20.42,9.80
27.84,24.50
24.56,31.44
27.01,23.77
20.51,45.94
29.15,12.83
21.68,27.75
25.68,20.54
29.37,37.59
25.54,11.24
20.73,18.24
28.59,10.29
26.88,19.35
25.56,28.63
21.67,13.87
20.09,51.43
23.07,16.61
27.35,8.75
26.71,68.38
28.39,36.34
28.77,10.36
20.01,44.82
20.06,7.22
26.81,34.32
20.25,51.84
21.62,9.51
24.91,39.86
27.95,31.30
24.42,21.49
27.80,40.03
24.45,35.21
28.51,82.11
20.51,45.94
29.92,10.77
22.75,50.96
23.62,8.50
26.92,17.23
20.35,16.28
20.86,46.73
20.40,14.69
26.51,9.54
21.57,48.32
29.43,25.90
23.29,67.08
26.35,8.43
26.37,11.60
23.63,22.68
20.49,45.90
22.25,28.48
20.15,7.25
25.59,57.32
27.96,11.18
27.28,9.82
21.51,48.18
22.34,28.60
27.46,30.76
22.59,25.30
21.59,8.64
26.54,9.55
22.61,9.95
21.92,42.09
24.06,9.62
25.78,20.62
27.63,19.89
29.71,9.51
26.66,59.72
27.95,10.06
20.17,45.18
22.14,15.94
29.28,84.33
22.22,28.44
26.87,51.59
20.74,46.46
21.32,54.58
26.06,29.19
27.93,80.44
26.30,12.62
20.69,18.21
27.72,35.48
20.32,26.01
29.55,18.91
21.83,48.90
20.28,6.49
26.17,9.42
24.95,31.94
21.83,41.91
22.37,9.84
20.70,46.37
21.03,15.14
29.13,20.97
27.22,60.97
23.76,34.21
28.69,36.72
25.77,18.55
29.82,10.74
20.54,46.01
22.15,28.35
20.38,52.17
23.32,29.85
24.42,11.72
28.46,40.98
25.44,18.32
28.87,36.95
20.27,32.43
25.67,11.29
20.58,8.23
24.73,27.70
23.98,30.69
20.99,26.87
26.88,23.65
28.95,10.42
24.07,8.67
22.93,8.25
25.45,81.44
22.05,42.34
21.67,24.27
27.09,17.34
27.46,12.08
28.50,10.26
23.04,58.98
28.36,49.91
21.49,7.74
21.47,41.22
25.71,37.02
27.49,19.79
22.91,16.50
20.32,26.01
24.84,31.80
22.90,14.66
22.00,7.04
26.21,29.36
20.19,8.08
27.24,34.87
20.29,22.72
20.34,45.56
28.28,24.89
21.22,7.64
27.32,12.02
21.84,17.47
21.61,48.41
23.34,16.80
22.86,32.92
28.72,25.27
21.93,7.89
27.44,43.90
29.27,18.73
21.16,9.31
29.48,18.87
23.30,8.39
26.14,50.19
22.19,19.53
27.30,43.68
23.42,52.46
27.08,77.99
20.36,8.96
22.73,16.37
25.11,8.04
28.54,54.80
20.64,29.72
20.06,6.42
22.65,7.25
26.25,8.40
22.18,31.94
22.03,63.45
29.63,37.93
26.91,30.14
28.40,18.18
25.80,18.58
25.10,40.16
23.47,37.55
25.38,18.27
23.03,44.22
29.61,26.06
22.93,16.51
20.39,22.84
25.37,18.27
25.70,18.50
27.11,8.68
20.91,46.84
21.62,17.30
26.45,33.86
20.23,25.89
22.14,15.94
22.28,17.82
20.08,14.46
23.08,10.16
23.98,15.35
25.86,8.28
27.30,19.66
20.87,36.73
28.40,63.62
23.83,53.38
20.56,13.16
27.91,35.72
29.14,20.98
24.62,47.27
24.55,47.14
27.66,35.40
23.17,37.07
23.85,8.59
23.59,60.39
25.02,56.04
25.02,56.04
21.44,68.61
24.36,15.59
20.24,7.29
28.24,24.85
26.60,9.58
20.50,7.38
21.01,6.72
28.65,45.84
24.29,27.20
28.84,36.92
20.27,38.92
24.21,30.99
29.62,10.66
24.02,61.49
21.38,18.81
23.73,8.54
21.56,31.05
20.52,45.96
21.18,27.11
25.29,9.10
21.96,42.16
22.08,9.72
28.08,8.99
22.54,16.23
21.87,14.00
22.73,10.00
24.42,46.89
29.62,66.35
22.88,16.47
25.35,18.25
23.03,8.29
28.19,81.19
20.24,32.38
25.96,10.38
24.95,31.94
22.66,9.97
26.97,47.47
28.59,32.02
22.42,28.70
22.95,14.69
20.34,7.32
24.04,26.92
23.62,30.23
23.61,52.89
28.39,54.51
21.92,7.89
24.33,31.14
22.22,42.66
29.34,37.56
28.09,53.93
27.46,19.77
29.85,66.86
22.14,35.42
29.61,56.85
22.09,63.62
25.99,29.11
22.81,25.55
20.32,22.76
20.39,45.67
20.52,18.06
20.43,13.08
25.19,9.07
21.01,7.56
29.07,55.81
27.68,62.00
27.20,9.79
25.45,28.50
27.51,22.01
23.73,30.37
25.96,8.31
29.73,21.41
20.17,29.04
28.52,41.07
23.82,53.36
21.78,17.42
28.06,35.92
25.73,9.26
21.46,41.20
27.22,60.97
23.67,17.04
29.30,18.75
21.07,26.97
27.80,12.23
21.26,27.21
25.43,32.55
26.82,21.46
24.82,8.94
22.15,31.90
25.40,36.58
27.45,30.74
20.70,29.81
26.55,23.36
26.38,18.99
23.58,30.18
26.26,8.40
22.97,16.54
25.90,9.32
24.33,46.71
22.60,16.27
21.64,7.79
25.85,10.34
24.37,27.29
22.99,20.23
20.92,46.86
24.51,10.78
20.61,13.19
22.39,42.99
22.17,14.19
22.97,8.27
28.68,25.24
20.63,18.15
21.69,62.47
24.19,19.35
27.15,19.55
25.77,9.28
27.93,17.88
26.99,17.27
28.69,27.54
27.39,8.76
24.01,69.15
25.05,72.14
21.85,15.73
24.39,8.78
22.36,8.94
25.95,18.68
24.21,15.49
24.30,54.43
23.49,52.62
22.32,64.28
26.76,51.38
20.06,17.65
26.39,59.11
23.21,26.00
21.68,13.88
20.99,9.24
27.21,30.48
29.10,23.28
25.04,32.05
26.01,66.59
28.91,12.72
26.91,30.14
23.80,17.14
29.35,21.13
29.76,57.14
25.62,10.25
28.79,64.49
29.62,13.03
22.57,9.03
20.87,40.07
29.80,76.29
29.99,76.77
25.83,22.73
27.41,17.54
21.82,17.46
22.92,16.50
24.96,15.97
20.21,7.28
29.71,47.54
22.89,16.48
22.45,14.37
25.63,32.81
28.30,10.19
22.63,19.91
24.57,17.69
24.08,53.94
26.61,34.06
21.06,6.74
22.82,7.30
20.24,45.34
25.06,64.15
23.02,8.29
26.27,67.25
27.74,44.38
26.12,29.25
24.55,27.50
23.39,16.84
24.93,17.95
24.85,55.66
26.15,37.66
27.18,19.57
21.89,7.88
22.09,42.41
23.34,29.88
29.35,10.57
27.17,9.78
21.55,27.58
28.92,10.41
28.28,10.18
24.64,15.77
24.65,8.87
28.20,27.07
22.61,28.94
21.73,7.82
23.23,18.58
21.13,54.09
24.32,9.73
21.41,7.71
22.94,51.39
29.05,10.46
29.12,10.48
23.71,15.17
21.10,23.63
28.54,63.93
22.49,19.79
26.48,11.65
26.23,23.08
20.02,7.21
25.69,18.50
20.06,7.22
20.15,14.51
25.84,9.30
21.26,20.41
28.96,25.48
23.09,20.32
21.65,15.59
24.11,54.01
25.07,20.06
22.67,19.95
21.86,55.96
20.13,12.88
27.50,26.40
24.57,55.04
25.38,22.33
22.48,25.18
25.85,33.09
27.04,19.47
20.92,60.25
20.93,30.14
29.37,23.50
23.10,51.74
21.86,7.87
22.53,16.22
25.95,58.13
28.93,32.40
29.52,33.06
22.81,29.20
26.88,19.35
20.11,14.48
22.13,28.33
25.58,57.30
29.35,21.13
27.97,40.28
22.39,25.08
24.30,17.50
24.38,21.45
23.60,10.38
25.87,9.31
29.14,11.66
20.34,58.58
29.17,10.50
28.14,20.26
24.95,7.98
26.07,50.05
27.48,35.17
22.54,7.21
22.83,40.18
20.07,32.11
20.86,26.70
28.23,12.42
20.50,45.92
24.30,8.75
24.35,54.54
22.38,50.13
21.47,7.73
27.80,62.27
27.97,11.19
26.35,8.43
25.85,18.61
28.12,18.00
20.29,6.49
27.35,19.69
27.78,10.00
28.67,12.61
28.02,10.09
27.58,52.95
21.61,27.66
22.17,49.66
28.86,9.24
21.82,31.42
22.35,19.67
23.95,10.54
27.29,19.65
24.03,30.76
27.72,35.48
22.64,8.15
27.08,34.66
23.54,52.73
22.57,14.44
24.16,54.12
26.37,75.95
22.22,49.77
25.02,9.01
23.60,37.76
27.00,77.76
20.91,16.73
22.24,28.47
27.05,34.62
24.76,9.90
23.41,59.93
28.10,44.96
20.35,22.79
28.86,23.09
26.27,9.46
23.50,18.80
29.42,47.07
25.04,9.01
26.15,23.01
28.71,10.34
22.02,21.14
21.80,17.44
24.15,21.25
21.71,13.89
28.19,54.12
21.38,47.89
21.56,55.19
23.89,45.87
25.81,28.91
26.83,51.51
21.75,48.72
21.57,7.77
23.51,67.71
26.80,9.65
20.22,38.82
26.00,33.28
28.38,31.79
27.11,19.52
21.61,6.92
21.51,9.46
22.93,8.25
28.69,36.72
22.66,14.50
25.94,11.41
28.95,46.32
26.17,58.62
21.13,7.61
24.06,19.25
22.21,8.00
29.53,25.99
24.92,55.82
29.10,9.31
27.69,17.72
22.02,49.32
22.23,9.78
22.01,15.85
22.26,14.25
20.07,44.96
21.66,10.40
24.95,63.87
26.17,18.84
25.50,28.56
24.25,15.52
26.46,33.87
27.56,44.10
26.74,77.01
28.50,72.96
20.36,19.55
23.53,8.47
28.19,20.30
23.22,8.36
22.06,15.88
26.38,29.55
20.09,6.43
22.23,42.68
24.46,31.31
29.27,9.37
27.31,21.85
26.74,34.23
26.55,19.12
27.38,10.95
21.26,20.41
29.59,42.61
23.84,15.26
29.77,47.63
24.80,15.87
27.44,52.68
23.84,53.40
20.13,16.10
26.87,19.35
26.31,67.35
21.66,8.66
22.94,20.19
25.03,22.03
26.09,18.78
22.04,63.48
25.33,56.74
21.97,31.64
22.12,63.71
23.92,61.24
23.65,17.03
29.30,37.50
23.97,34.52
27.37,9.85
26.96,11.86
29.93,23.94
29.85,38.21
25.62,20.50
25.59,65.51
20.30,6.50
20.16,58.06
24.52,27.46
22.18,56.78
25.34,8.11
23.67,30.30
21.35,15.37
26.42,59.18
24.39,46.83
27.11,19.52
25.75,74.16
24.56,27.51
28.47,18.22
24.35,31.17
27.67,12.17
24.16,54.12
23.80,7.62
29.19,46.70
20.56,14.80
21.94,15.80
21.16,47.40
21.85,41.95
25.76,9.27
28.92,11.57
26.50,23.32
27.99,62.70
25.86,37.24
27.97,13.43
25.74,49.42
28.68,11.47
27.00,69.12
25.35,16.22
27.24,34.87
27.84,24.50
27.77,71.09
27.31,10.92
27.53,52.86
20.00,7.20
27.23,9.80
21.66,41.59
29.07,74.42
20.36,14.66
20.50,52.48
25.94,22.83
20.67,6.61
28.45,18.21
21.77,41.80
22.89,16.48
21.17,13.55
22.08,17.66
27.60,52.99
28.52,25.10
24.13,15.44
28.03,10.09
20.15,38.69
22.57,7.22
23.89,30.58
26.43,9.51
20.48,22.94
23.26,66.99
22.76,29.13
29.11,20.96
23.01,9.20
27.73,53.24
24.58,19.66
26.39,38.00
29.23,37.41
26.23,9.44
24.92,8.97
20.24,16.19
20.55,7.40
20.12,64.38
22.12,35.39
22.16,7.98
20.50,22.96
22.57,9.93
21.19,30.51
21.01,47.06
22.34,42.89
28.81,23.05
24.65,63.10
29.97,38.36
23.99,7.68
20.98,6.71
25.71,11.31
21.22,8.49
21.62,13.84
21.41,23.98
28.67,11.47
20.80,33.28
20.52,36.12
22.63,14.48
22.17,49.66
26.90,17.22
27.98,53.72
24.01,30.73
29.16,46.66
20.92,26.78
26.57,59.52
28.15,40.54
26.62,76.67
25.22,9.08
21.89,7.00
27.15,19.55
25.97,33.24
29.29,37.49
29.03,37.16
21.17,16.94
20.38,14.67
24.34,62.31
26.36,29.52
22.80,14.59
28.74,27.59
24.14,61.80
25.59,18.42
21.79,27.89
20.45,45.81
21.53,48.23
28.42,22.74
29.05,41.83
21.57,48.32
20.18,12.92
24.33,38.93
27.60,39.74
29.29,37.49
20.94,60.31
29.33,21.12
22.87,29.27
22.68,19.96
23.99,7.68
25.22,20.18
23.90,15.30
20.21,12.93
26.60,19.15
21.64,13.85
29.51,66.10
23.30,26.10
21.17,15.24
26.72,19.24
25.81,9.29
20.06,51.35
28.43,20.47
21.97,17.58
26.40,19.01
29.33,65.70
28.71,32.16
24.70,17.78
22.35,57.22
20.34,7.32
27.28,12.00
27.09,19.50
20.81,13.32
28.11,31.48
29.33,14.08
20.32,14.63
28.05,20.20
20.78,18.29
23.18,37.09
29.40,65.86
29.50,21.24
22.13,14.16
21.50,8.60
25.20,48.38
21.27,7.66
24.69,55.31
28.61,54.93
20.67,6.61
21.05,26.94
25.21,56.47
26.58,59.54
25.97,9.35
22.75,16.38
27.37,9.85
21.82,15.71
22.75,29.12
23.61,37.78
28.17,36.06
26.51,19.09
25.36,18.26
23.77,53.24
28.60,36.61
21.25,37.40
22.41,16.14
29.63,9.48
25.17,56.38
21.61,8.64
26.92,60.30
28.30,63.39
26.26,29.41
27.87,44.59
23.87,15.28
25.58,8.19
25.18,56.40
22.32,28.57
26.68,9.60
28.29,20.37
20.79,13.31
28.00,35.84
23.65,18.92
23.84,45.77
26.87,60.19
27.23,19.61
24.37,31.19
23.20,14.85
24.41,8.79
26.22,33.56
28.24,20.33
24.91,8.97
21.85,27.97
21.47,41.22
20.39,32.62
24.99,63.97
22.79,16.41
21.20,47.49
28.73,20.69
24.83,55.62
27.17,34.78
24.28,54.39
28.95,37.06
22.95,58.75
22.00,63.36
24.05,61.57
28.47,11.39
20.34,39.05
21.45,48.05
27.19,9.79
22.15,8.86
28.72,36.76
25.72,20.58
24.83,55.62
25.98,29.10
26.89,9.68
27.56,22.05
23.71,30.35
23.52,18.82
26.24,9.45
22.67,36.27
20.26,22.69
21.90,7.88
22.58,57.80
22.93,16.51
24.46,54.79
22.25,14.24
25.82,9.30
22.18,7.10
21.75,7.83
24.67,23.68
29.07,65.12
23.87,38.19
29.74,38.07
23.10,44.35
24.81,17.86
21.10,13.50
28.37,18.16
20.19,29.07
22.56,50.53
26.34,33.72
28.11,26.99
24.41,17.58
22.91,51.32
28.11,17.99
25.28,36.40
26.78,59.99
21.60,27.65
21.35,15.37
27.75,88.80
29.63,18.96
27.60,17.66
27.98,35.81
21.79,34.86
27.64,17.69
26.58,59.54
29.07,18.60
22.64,43.47
28.69,32.13
28.25,10.17
26.89,21.51
21.74,48.70
21.83,48.90
21.00,23.52
23.83,8.58
27.67,61.98
26.80,19.30
29.13,10.49
24.91,17.94
24.26,31.05
22.20,9.77
28.39,63.59
22.89,16.48
21.54,62.04
21.92,7.89
24.44,27.37
23.14,51.83
29.49,37.75
27.75,9.99
24.38,19.50
20.01,44.82
22.43,19.74
29.24,42.11
20.25,25.92
23.47,7.51
23.65,30.27
24.03,53.83
20.24,45.34
21.19,54.25
29.88,38.25
21.45,7.72
21.00,26.88
25.72,57.61
21.76,24.37
23.99,17.27
28.88,64.69
24.69,17.78
22.26,35.62
22.44,8.98
27.35,19.69
21.24,47.58
23.00,22.08
20.97,15.10
26.26,9.45
24.44,31.28
22.09,7.07
24.02,26.90
21.84,6.99
25.69,32.88
25.74,9.27
24.44,21.51
22.23,17.78
29.31,65.65
29.92,21.54
27.47,35.16
24.79,31.73
27.41,9.87
22.67,29.02
26.09,33.40
22.91,14.66
28.13,45.01
20.77,6.65
24.14,17.38
21.00,47.04
21.55,7.76
29.01,37.13
20.93,16.74
25.96,29.08
22.52,10.81
20.80,14.98
21.34,15.36
29.77,10.72
28.68,36.71
22.57,18.06
23.52,52.68
27.53,52.86
25.48,57.08
29.72,11.89
24.64,8.87
25.53,9.19
22.40,7.17
29.91,43.07
28.80,64.51
25.63,18.45
22.52,8.11
28.21,10.16
22.34,9.83
21.44,7.72
24.97,31.96
21.40,13.70
29.37,65.79
22.21,28.43
25.36,16.23
28.46,40.98
23.76,68.43
20.48,39.32
24.94,39.90
28.19,10.15
25.45,10.18
21.22,15.28
24.71,31.63
28.50,36.48
27.22,60.97
21.86,15.74
24.53,27.47
26.78,21.42
23.31,29.84
26.36,50.61
24.09,17.34
29.88,13.15
28.78,20.72
20.48,45.88
29.02,65.00
28.44,40.95
23.08,18.46
21.78,55.76
25.08,32.10
26.41,38.03
28.28,10.18
23.97,26.85
24.96,27.96
29.45,10.60
22.49,8.10
22.87,10.06
27.01,19.45
21.76,41.78
23.66,8.52
27.93,13.41
21.64,7.79
22.78,51.03
24.87,63.67
20.86,46.73
22.53,9.91
27.03,34.60
24.03,19.22
21.05,7.58
23.37,67.31
21.26,27.21
21.50,48.16
28.11,17.99
26.00,37.44
22.08,24.73
25.03,56.07
26.08,58.42
27.06,43.30
22.54,28.85
24.08,53.94
28.03,31.39
25.07,56.16
24.27,54.36
20.65,33.04
20.15,17.73
25.26,8.08
26.33,58.98
29.40,37.63
22.16,35.46
30.00,13.20
29.07,18.60
29.00,20.88
27.23,17.43
22.50,16.20
23.51,15.05
24.72,15.82
25.17,72.49
21.34,6.83
21.75,41.76
26.17,9.42
20.01,7.20
28.38,10.22
23.64,45.39
25.14,22.12
20.75,18.26
21.95,42.14
22.52,25.22
21.31,47.73
21.94,14.04
24.76,47.54
29.47,37.72
24.97,35.96
26.49,8.48
26.87,38.69
23.27,8.38
22.88,25.63
20.15,12.90
21.68,15.61
25.52,49.00
24.44,17.60
24.76,47.54
21.05,26.94
24.99,31.99
20.26,17.83
24.37,46.79
29.74,21.41
22.17,7.98
21.22,7.64
23.13,8.33
21.12,27.03
22.65,50.74
25.84,9.30
21.41,30.83
27.29,21.83
28.96,27.80
29.07,37.21
22.07,14.12
27.52,35.23
22.13,15.93
23.47,52.57
22.71,29.07
20.24,45.34
23.88,38.21
29.56,18.92
24.17,27.07
26.71,9.62
22.68,16.33
24.39,39.02
23.09,25.86
23.19,29.68
20.65,26.43
26.77,68.53
24.57,17.69
29.94,19.16
22.24,8.01
29.61,9.48
22.29,24.96
27.61,79.52
20.58,8.23
20.38,8.97
21.25,6.80
28.28,10.18
24.20,46.46
23.33,10.27
23.27,74.46
20.74,7.47
28.13,72.01
25.48,18.35
21.13,9.30
22.49,8.10
22.16,15.96
21.34,6.83
26.96,60.39
25.04,22.04
29.60,9.47
20.03,19.23
28.06,20.20
28.19,18.04
22.86,8.23
20.59,16.47
22.39,9.85
29.49,37.75
27.22,19.60
25.58,32.74
22.60,9.94
22.36,28.62
22.51,28.81
28.43,31.84
29.95,10.78
23.09,8.31
27.30,17.47
20.04,25.65
20.56,46.05
26.50,11.66
25.72,11.32
28.06,8.98
22.65,28.99
20.68,33.09
21.16,27.08
26.16,11.51
23.79,53.29
25.86,45.51
27.43,8.78
21.92,7.89
25.08,10.03
22.63,25.35
27.86,62.41
23.58,10.38
29.88,19.12
23.19,8.35
26.68,59.76
27.24,69.73
21.03,15.14
29.50,21.24
23.19,16.70
21.74,27.83
28.93,37.03
22.71,8.18
23.24,44.62
25.53,28.59
25.89,18.64
26.95,23.72
22.75,65.52
22.75,36.40
27.06,38.97
20.54,6.57
20.25,45.36
28.90,64.74
22.23,42.68
28.30,11.32
23.43,52.48
24.80,7.94
22.23,7.11
21.93,49.12
26.83,34.34
24.88,31.85
24.84,17.88
24.36,7.80
21.27,18.72
25.40,18.29
24.83,8.94
20.00,7.20
27.53,19.82
