ss_list_price,ss_wholesale_cost
40.03,20.12
40.30,23.71
8.10,4.38
24.62,13.68
45.45,23.19
111.39,59.25
34.93,25.69
124.57,72.85
166.41,91.94
94.70,49.07
96.74,63.65
29.35,20.53
69.69,58.08
57.42,29.30
72.85,39.38
61.63,59.26
69.15,39.07
49.42,25.09
61.34,43.82
149.72,83.18
150.37,87.94
3.20,1.65
23.99,15.89
104.11,77.12
11.63,9.31
123.65,70.66
100.22,85.66
108.62,98.75
90.71,82.47
65.04,42.51
37.60,37.60
95.45,83.73
38.89,34.73
94.57,51.12
142.97,97.93
25.55,16.81
76.04,60.35
111.33,85.64
51.08,43.29
33.56,25.43
10.21,8.96
89.89,48.33
47.83,37.37
11.51,10.10
149.99,98.68
116.62,90.41
104.62,63.03
124.87,92.50
64.37,59.06
146.56,84.72
123.16,86.13
41.59,35.55
9.15,6.40
142.88,75.60
64.38,56.48
51.04,39.88
47.00,24.74
63.01,46.68
117.60,60.62
90.49,64.64
18.39,17.69
35.10,20.53
48.50,27.10
83.26,61.68
83.57,60.56
95.88,95.88
77.01,51.69
40.69,29.92
62.22,56.06
95.31,72.76
32.17,30.07
81.79,47.01
10.01,6.38
68.12,34.06
64.52,38.87
132.58,71.28
56.85,33.84
59.22,42.92
147.69,90.61
104.49,74.64
133.15,83.22
108.21,93.29
54.41,34.66
86.54,80.88
78.87,75.84
65.54,58.00
40.73,32.59
14.61,10.99
62.39,53.79
154.89,96.21
184.55,97.65
93.36,52.75
89.49,68.32
106.22,83.64
150.63,88.09
31.47,22.01
62.95,37.70
49.59,27.25
77.92,55.66
64.93,59.57
24.78,14.84
51.09,45.22
113.74,58.33
66.11,61.79
18.44,14.30
81.55,72.17
159.06,88.37
93.02,85.34
38.51,34.08
8.84,5.82
109.17,88.76
117.99,96.72
95.57,49.78
150.60,86.06
126.49,95.11
17.07,8.71
32.99,19.41
23.08,19.56
122.67,95.10
35.17,32.27
18.68,16.11
22.08,18.10
135.36,76.05
139.53,77.52
26.65,18.38
166.75,88.70
143.70,78.96
21.35,17.22
109.44,84.19
11.81,6.87
76.65,43.31
25.76,19.37
73.36,45.85
133.32,91.32
177.95,90.33
79.66,69.27
5.36,3.21
47.48,24.86
24.54,15.44
92.86,69.30
16.94,9.97
152.22,91.15
120.10,92.39
15.51,15.51
20.78,12.83
66.57,43.51
34.13,18.55
55.97,45.14
148.91,84.61
181.31,93.46
132.51,88.34
69.58,42.69
102.06,65.85
87.80,71.39
21.36,14.34
1.93,1.29
25.59,18.82
163.14,95.97
65.12,35.98
20.43,15.60
129.47,88.08
61.03,50.86
100.25,94.58
193.62,97.30
58.15,39.56
90.13,81.20
187.44,95.15
130.40,81.50
8.39,5.52
89.03,76.75
126.61,98.92
91.33,56.38
76.11,51.78
150.56,75.66
18.99,14.28
115.77,80.96
94.23,59.64
158.61,99.76
130.68,85.98
24.06,23.14
33.32,28.00
96.60,48.79
5.34,4.69
26.69,19.07
43.67,26.31
35.59,30.95
87.41,69.93
59.66,59.66
124.48,85.85
8.76,5.48
62.93,61.10
50.71,30.55
97.65,77.50
54.29,35.49
59.44,41.28
98.68,69.99
151.25,95.13
174.70,90.52
85.04,62.53
171.84,94.94
110.29,86.85
69.51,59.93
93.75,92.83
96.86,80.72
17.21,10.76
153.35,77.45
46.40,37.42
162.29,94.36
82.80,79.62
90.09,57.75
131.79,85.03
97.21,49.10
168.82,93.79
66.35,36.66
65.32,37.33
122.41,81.61
100.91,83.40
23.05,14.41
63.18,32.40
45.07,37.56
88.25,61.29
80.03,45.22
148.06,83.18
9.15,6.99
60.59,37.87
73.77,70.94
63.12,53.95
93.71,82.93
55.50,36.76
68.69,57.73
182.68,95.15
84.56,48.60
139.82,98.47
113.18,70.74
5.81,5.49
182.18,92.48
138.90,70.51
99.70,71.22
160.19,83.87
171.86,86.80
59.20,30.52
158.86,89.25
126.75,72.43
183.03,97.88
116.49,59.74
38.33,20.50
67.08,66.42
90.15,52.11
32.40,27.46
70.16,53.97
82.05,62.16
80.04,72.11
36.05,18.12
86.82,83.49
154.56,78.86
26.17,16.06
130.07,90.33
39.61,22.51
90.34,67.42
164.92,94.24
68.96,51.85
17.58,11.96
137.31,84.76
42.60,28.40
98.36,51.23
106.06,85.54
22.63,21.35
93.08,91.26
132.07,93.67
63.01,33.70
96.06,68.62
26.52,15.07
128.12,70.40
68.42,43.86
157.31,88.88
39.98,25.15
45.57,45.12
57.42,37.29
27.52,13.90
86.09,67.26
61.84,33.61
68.53,60.12
48.14,40.80
87.93,56.73
108.76,94.58
150.09,76.58
8.75,7.06
85.55,73.12
138.50,98.93
150.84,98.59
150.32,77.09
36.91,34.18
79.60,78.04
34.24,21.81
155.49,78.93
89.96,51.41
160.24,82.60
121.99,74.39
36.50,18.72
24.20,17.54
57.10,35.69
28.57,20.41
39.09,24.28
81.22,53.09
61.61,49.29
30.73,24.39
94.95,92.19
82.15,55.14
58.74,42.57
30.74,25.84
41.01,26.29
39.14,26.63
111.82,81.03
113.08,63.53
80.13,80.13
118.66,63.80
48.71,31.84
21.88,12.16
15.15,14.57
20.59,17.45
131.82,67.26
93.67,83.64
83.47,76.58
152.17,91.67
18.13,10.86
126.06,93.38
129.18,75.11
61.20,47.82
62.48,49.20
92.79,61.86
20.54,18.34
29.94,16.73
22.09,19.73
21.93,16.37
86.85,59.90
16.15,15.68
86.56,44.39
31.58,20.92
39.37,27.73
97.68,80.73
37.60,21.99
137.68,76.49
74.98,70.08
93.51,79.25
39.06,21.23
62.92,40.08
109.52,75.02
29.73,22.87
3.41,2.59
55.93,48.64
74.91,40.06
54.49,39.78
136.87,83.46
66.09,47.21
34.63,25.10
79.52,77.21
83.97,49.69
65.49,33.08
16.33,9.23
149.44,90.57
97.62,92.10
94.68,85.30
23.63,16.08
47.69,34.31
91.01,52.31
133.64,71.09
137.79,91.86
115.64,69.25
84.09,44.73
11.98,8.15
108.98,96.45
49.35,44.87
63.60,45.11
34.87,31.70
96.30,92.60
127.22,63.93
143.87,77.77
25.28,24.31
9.23,7.05
43.94,38.55
132.90,98.45
13.83,10.40
132.48,92.65
118.07,90.13
3.57,3.44
27.89,15.16
72.41,60.85
24.21,12.23
119.87,75.87
19.01,11.96
105.35,68.86
21.14,16.39
78.14,48.54
136.03,70.85
1.09,1.06
144.40,75.21
46.72,44.50
51.61,38.52
22.23,15.88
88.99,65.92
13.65,8.59
95.72,65.12
28.43,19.21
82.91,45.56
36.36,25.79
70.67,56.09
11.15,9.07
16.10,10.81
15.12,8.74
32.29,25.63
108.59,98.72
28.71,17.30
127.75,94.63
40.52,30.47
20.56,17.43
43.22,23.88
62.51,62.51
18.97,12.32
76.46,65.92
186.63,95.22
128.36,72.52
104.10,79.47
112.09,90.40
8.64,8.64
26.86,22.02
36.06,28.62
109.86,81.38
70.64,69.26
110.66,70.49
30.61,29.44
39.51,24.39
28.14,22.16
63.56,53.87
125.31,80.85
19.01,11.25
2.31,1.65
26.60,15.47
45.04,24.48
189.41,99.69
70.16,48.39
82.63,43.72
114.32,57.74
161.35,89.64
103.20,71.67
33.32,17.45
53.69,47.10
152.67,98.50
33.28,22.19
44.34,24.50
170.11,99.48
147.97,82.67
137.48,79.47
126.96,65.11
61.55,37.08
137.63,80.96
39.16,25.94
50.65,36.71
64.05,42.99
65.32,52.26
159.72,81.91
154.02,82.81
4.20,3.89
72.20,54.70
97.38,54.10
133.65,68.19
44.59,27.03
20.36,13.95
94.08,60.70
134.48,67.58
112.20,69.26
44.55,25.46
84.30,43.68
109.21,78.01
91.92,52.23
51.50,35.77
34.86,31.13
48.65,26.16
31.95,29.86
113.18,66.19
45.45,37.26
110.38,70.76
55.08,35.54
4.69,2.64
123.86,97.53
104.08,67.59
9.53,6.19
36.36,28.63
103.32,87.56
79.82,59.57
66.69,38.55
86.10,71.75
18.48,16.50
37.00,20.22
86.71,60.64
188.60,95.74
63.18,51.37
25.61,21.71
98.19,51.68
45.95,29.84
17.68,9.31
119.32,72.76
41.35,31.33
84.58,84.58
65.09,56.12
112.59,70.37
169.93,95.47
48.42,41.39
71.51,42.07
90.47,48.64
32.97,32.01
40.53,36.52
75.08,40.37
105.89,80.22
78.68,47.40
14.17,7.79
95.62,89.37
40.95,23.40
42.47,32.42
86.03,61.45
84.95,73.87
34.30,20.79
51.55,30.69
54.87,34.51
150.10,80.70
66.63,64.69
46.05,45.15
44.68,39.90
180.81,96.69
116.95,88.60
104.27,86.18
155.59,84.56
37.20,27.56
166.22,97.78
134.37,92.67
92.76,65.33
55.05,29.44
11.87,8.08
154.11,84.68
99.00,54.70
172.81,89.08
67.99,55.28
11.95,7.97
128.74,91.31
50.39,26.95
19.05,13.23
20.84,10.53
67.00,46.53
5.22,4.47
60.03,50.88
37.99,22.48
96.74,74.42
29.50,20.07
92.37,84.75
144.31,92.51
94.37,65.54
118.47,71.80
165.23,96.63
91.02,53.23
69.35,38.53
105.55,62.09
34.33,27.25
76.79,59.53
51.68,26.37
66.30,52.21
112.01,59.58
60.41,46.47
53.56,43.20
78.37,52.60
18.42,9.45
65.89,35.81
63.34,51.92
66.27,43.32
77.17,38.78
123.64,84.11
23.61,21.47
34.92,20.07
92.25,66.37
57.07,55.41
66.66,65.36
50.13,39.79
105.87,88.97
64.58,37.55
69.18,60.16
156.39,87.37
178.57,99.76
85.86,54.00
5.10,3.84
16.92,9.67
31.09,17.18
27.47,18.82
88.13,58.37
163.57,93.47
118.64,62.12
76.05,74.56
85.33,82.05
126.76,75.91
65.45,35.38
114.25,96.01
10.69,6.11
74.57,49.39
6.07,4.22
125.97,85.12
5.44,2.99
46.58,28.58
161.58,97.93
88.18,65.81
115.49,59.84
72.53,52.56
125.70,66.16
10.02,6.68
140.78,92.62
95.62,53.42
25.76,20.95
93.36,64.39
29.78,22.23
28.30,25.27
65.04,44.25
14.30,13.37
116.07,77.90
60.24,57.93
17.05,16.40
20.63,10.37
115.45,75.96
114.88,99.04
55.79,31.52
113.38,82.16
163.39,99.03
95.73,63.40
123.44,93.52
122.06,71.80
48.85,35.92
15.18,10.77
181.88,92.80
68.08,47.28
121.05,63.05
118.34,87.66
25.24,18.03
2.19,1.56
67.29,49.12
98.16,65.01
74.81,67.40
18.80,9.40
139.71,91.92
45.68,35.69
111.06,77.13
132.95,92.33
77.07,42.82
18.91,13.23
11.64,7.42
59.68,34.70
53.63,42.91
86.17,73.65
40.29,25.50
168.23,98.96
158.58,82.17
36.66,27.99
104.18,80.14
180.20,98.47
82.42,67.56
42.41,34.48
152.90,80.90
6.75,4.79
98.47,82.06
123.79,65.50
131.25,89.90
82.37,43.13
123.54,92.89
101.71,62.40
54.68,50.63
51.41,34.05
49.31,37.36
34.67,26.67
63.84,38.46
179.68,93.10
27.06,21.48
177.35,95.35
74.74,45.03
50.23,36.40
49.67,35.48
87.80,45.73
58.49,52.70
25.22,24.49
80.17,48.01
77.35,61.88
42.41,32.63
68.74,38.19
115.23,78.93
78.75,70.32
46.44,46.44
87.47,56.80
67.52,45.32
12.94,9.73
24.92,14.75
103.90,60.41
115.45,97.02
25.92,19.35
75.01,40.55
147.44,78.43
116.16,76.93
63.53,39.71
146.85,84.40
92.07,46.27
86.82,85.12
50.13,42.13
15.22,7.93
131.66,77.91
44.71,27.60
128.61,67.69
133.69,83.56
91.52,63.12
21.65,14.06
60.79,43.12
107.50,78.47
48.17,39.49
84.31,50.19
91.59,48.21
43.07,34.19
137.21,76.23
76.02,64.43
58.17,55.40
52.96,36.28
123.80,99.04
5.46,4.75
146.89,83.94
129.19,86.13
9.03,8.77
29.36,18.35
53.22,36.21
74.03,51.77
146.28,88.66
23.40,15.20
52.93,31.89
38.38,33.97
112.65,89.41
110.54,63.17
78.81,71.65
43.60,25.50
166.55,86.30
179.82,90.82
20.38,12.06
98.30,55.23
101.25,81.66
61.06,56.54
19.59,19.59
132.91,93.60
62.03,48.09
120.72,90.77
19.66,17.10
68.58,49.34
5.89,3.71
163.33,91.25
107.26,83.80
167.09,99.46
143.09,79.94
103.77,92.66
21.40,20.58
84.45,49.10
51.81,34.09
68.74,52.48
32.59,20.50
85.86,79.50
103.50,71.88
65.92,65.92
147.19,88.14
40.59,22.43
22.63,17.15
66.93,38.03
115.86,87.12
91.04,59.12
28.17,17.50
65.11,51.27
62.65,48.95
81.66,71.01
68.40,38.00
95.96,76.77
91.86,46.63
62.02,34.27
191.91,96.44
77.01,44.01
39.26,19.93
4.87,4.35
85.70,83.21
3.96,2.85
83.57,61.91
78.34,72.54
77.99,39.59
127.26,83.73
116.15,86.68
25.04,22.36
92.21,80.19
23.40,12.45
44.10,33.67
53.85,27.76
46.15,31.40
92.90,83.70
117.95,97.48
159.23,94.22
2.43,1.60
49.10,26.12
61.48,31.37
135.01,79.89
122.55,99.64
75.46,72.56
44.01,25.89
117.57,87.09
140.75,98.43
55.54,46.29
146.10,89.09
64.55,41.65
85.28,52.32
112.75,60.62
80.26,74.32
111.98,63.27
52.82,32.61
90.60,47.94
143.26,93.64
182.65,93.19
29.36,16.59
73.34,69.19
63.35,39.35
125.15,65.87
28.54,19.55
49.72,33.15
77.30,47.72
33.28,25.80
14.63,11.90
71.63,52.29
33.11,17.71
150.30,90.00
65.19,39.51
49.13,45.08
100.55,59.50
18.76,15.51
112.36,71.57
91.05,53.25
52.17,27.75
57.25,45.08
70.86,65.62
75.26,75.26
9.24,6.42
83.24,67.68
18.13,12.68
57.47,55.80
129.79,66.22
118.35,65.03
37.28,23.90
161.90,81.77
19.58,11.13
112.08,62.97
116.13,58.36
81.11,42.92
19.78,15.70
61.09,41.28
106.60,59.89
71.89,50.99
60.50,42.61
79.31,73.44
84.92,79.37
116.21,65.66
90.27,83.59
101.76,70.18
91.50,63.99
54.47,31.49
30.00,18.99
85.07,72.10
65.50,54.14
46.19,37.56
106.94,86.95
25.11,13.50
95.50,83.78
103.56,63.93
150.72,90.80
135.31,90.21
180.92,92.78
85.43,43.59
120.26,64.66
44.42,31.51
72.63,45.68
3.84,3.77
49.73,27.18
82.15,53.35
177.25,92.32
85.33,71.11
99.02,63.89
9.45,6.30
78.89,58.88
51.91,27.47
14.56,10.87
90.55,89.66
107.28,89.40
37.42,31.72
47.67,30.56
42.18,27.75
166.58,96.85
36.85,29.02
107.32,75.58
92.57,57.50
32.68,20.30
61.23,43.12
79.56,48.81
35.07,31.32
82.65,73.80
82.62,56.59
20.34,17.69
109.93,75.30
15.41,13.52
66.00,62.86
12.42,8.69
6.86,4.94
97.02,80.85
82.66,68.89
138.58,86.08
168.43,98.50
88.57,46.62
103.29,85.37
41.41,34.80
68.69,54.09
101.72,57.80
118.87,83.13
51.14,37.61
5.56,4.15
127.15,65.21
96.92,87.32
88.44,60.58
8.51,7.96
117.33,76.69
50.25,43.70
117.12,80.22
168.22,96.68
78.81,57.53
104.06,86.72
4.99,4.06
57.54,44.61
85.46,56.23
76.79,64.53
88.88,79.36
53.44,32.00
24.92,12.85
115.63,80.30
121.98,97.59
126.47,89.70
24.71,22.27
61.98,51.65
73.89,61.07
85.39,74.26
40.30,28.79
41.54,23.08
150.64,93.57
33.19,18.86
96.06,57.18
46.52,42.68
19.62,15.45
8.79,5.60
77.19,41.50
30.55,26.34
67.51,66.85
96.17,68.21
29.97,17.84
100.34,58.68
10.94,8.29
52.81,31.44
82.14,48.32
86.50,69.76
35.93,18.62
78.21,40.11
77.94,41.68
81.02,43.10
39.73,24.08
34.59,21.76
51.33,30.74
54.55,30.82
54.82,52.72
63.71,45.51
64.35,60.71
161.56,88.77
162.55,95.62
92.15,84.55
1.39,1.30
110.17,93.37
108.93,87.85
73.09,42.25
61.62,36.90
20.82,19.11
46.94,24.71
98.72,49.61
69.28,65.36
77.33,62.37
56.09,31.69
68.49,52.69
117.57,91.14
115.70,61.22
71.21,36.52
5.27,3.45
100.70,86.07
100.75,58.92
107.83,92.96
64.73,39.47
14.92,11.39
79.42,39.91
130.94,92.87
25.07,18.04
10.97,6.99
133.28,93.86
82.62,41.94
58.55,57.98
30.08,15.43
29.47,25.19
166.42,95.10
8.88,5.42
114.48,63.60
71.33,46.02
13.10,7.32
17.14,14.05
60.82,51.55
117.89,69.35
150.19,91.58
54.38,49.89
129.60,78.55
100.45,63.18
150.49,92.33
102.04,55.46
70.03,38.27
72.46,36.60
111.44,62.26
52.59,34.15
130.00,75.15
113.32,89.23
44.85,26.08
122.21,80.94
158.95,82.79
30.59,25.71
28.96,23.55
10.11,6.79
85.17,50.70
133.55,85.61
57.55,50.05
63.92,58.11
74.80,43.24
134.18,67.09
35.09,31.62
114.51,85.46
5.13,2.79
94.25,49.61
11.47,6.52
80.00,43.96
56.25,32.33
85.98,77.46
7.91,7.26
22.67,17.05
64.87,46.67
37.84,34.72
8.96,6.18
38.21,21.47
113.97,67.44
24.88,23.93
14.62,12.83
47.96,37.47
44.01,23.29
69.05,67.70
115.61,76.06
3.42,1.81
184.53,94.15
195.90,98.94
20.65,17.81
68.09,36.61
32.03,31.72
99.36,74.15
120.43,61.76
155.98,86.18
85.69,70.82
100.74,69.96
120.68,76.87
16.86,13.82
13.16,11.97
128.08,90.20
102.60,87.70
53.67,53.67
11.86,11.09
88.61,56.44
34.40,32.46
77.84,77.84
31.36,17.33
130.94,79.36
125.45,75.12
117.73,59.46
144.08,83.77
33.09,17.06
71.67,42.16
106.64,68.36
21.18,19.44
61.66,34.26
31.36,25.50
9.55,8.46
114.45,80.60
9.43,9.16
159.45,86.66
31.54,26.96
140.94,97.88
49.62,41.35
3.66,3.63
49.32,27.71
43.28,21.75
19.28,12.94
111.02,85.40
60.43,43.48
1.94,1.21
72.07,40.72
36.99,23.87
39.16,28.80
60.03,52.66
99.85,74.52
60.15,52.31
93.02,54.72
83.79,47.88
45.12,34.45
123.65,85.87
45.31,44.87
51.79,29.77
39.54,24.87
85.69,55.29
161.28,91.64
33.29,17.71
54.96,52.35
56.71,53.50
33.73,30.39
135.80,71.10
89.46,84.40
39.44,24.20
32.69,29.19
5.69,3.35
25.45,13.12
9.85,5.30
80.18,72.24
13.72,8.47
48.88,33.48
102.72,55.83
66.41,38.39
58.47,54.14
73.18,45.74
60.97,36.73
90.40,62.78
106.96,66.44
13.27,11.96
8.53,8.37
163.92,90.07
111.83,56.77
169.01,96.58
18.67,16.38
112.15,64.83
94.92,77.81
104.81,56.05
62.24,60.43
128.82,92.02
78.95,42.91
76.22,64.60
94.25,92.41
58.81,30.01
42.60,26.46
53.09,28.24
107.86,62.35
108.23,69.38
77.29,43.92
132.43,82.77
16.06,12.17
55.62,28.38
40.72,26.97
84.62,67.70
147.98,73.99
97.13,60.71
7.32,4.58
117.90,59.55
91.05,53.25
66.57,64.01
59.94,29.97
66.62,50.47
21.52,17.50
60.68,48.94
42.29,34.67
58.43,41.15
133.47,86.67
143.70,71.85
65.57,51.23
62.50,38.11
75.93,62.24
33.70,25.73
44.79,40.36
35.21,24.80
10.45,8.57
30.31,21.20
104.02,66.26
79.24,62.89
17.36,11.06
86.74,57.45
61.17,56.64
9.49,9.04
173.56,91.35
59.46,49.97
13.05,8.53
54.77,36.76
23.23,20.56
55.91,32.89
103.50,53.08
12.19,11.29
41.57,30.57
4.94,3.09
111.05,56.66
98.58,49.79
18.76,14.11
66.36,54.85
110.19,86.77
68.58,46.03
147.60,83.39
25.08,22.40
31.45,19.18
73.81,49.54
88.41,83.41
81.57,64.74
52.67,38.45
116.54,70.21
105.52,85.10
135.23,80.98
13.97,7.85
22.87,21.79
29.16,15.35
82.80,76.67
31.84,19.30
7.26,5.81
15.51,8.08
51.25,37.69
103.67,93.40
75.61,60.01
89.54,67.84
127.00,74.27
66.75,36.88
18.19,13.38
63.96,58.68
15.75,8.85
75.11,50.75
20.02,19.25
42.11,34.52
54.01,43.21
47.52,25.83
132.99,70.37
42.66,31.60
127.14,72.24
41.27,25.48
111.63,72.49
36.99,19.07
66.72,59.05
101.76,54.13
87.91,57.09
66.69,34.20
15.40,8.37
40.47,29.12
26.84,26.84
149.78,77.21
158.65,81.36
52.16,31.05
88.46,54.95
124.46,93.58
89.60,78.60
90.28,48.80
123.01,87.87
58.70,57.55
29.73,24.78
57.82,48.59
166.31,90.88
72.78,41.59
53.33,42.33
14.56,13.61
31.68,16.50
78.08,77.31
7.39,4.04
100.91,66.83
23.87,13.72
48.24,33.50
131.28,91.17
135.29,73.53
111.39,73.77
99.71,58.31
23.47,20.96
169.92,85.82
21.78,17.29
140.70,97.04
98.16,92.61
124.17,69.37
108.07,80.65
110.39,89.75
147.05,79.06
127.28,90.92
16.25,12.04
47.04,34.59
38.99,34.51
161.74,90.36
98.86,73.78
137.45,75.11
17.19,15.08
121.20,69.66
94.15,90.53
129.89,84.35
45.79,26.94
154.93,82.41
48.29,43.51
106.08,91.45
69.79,39.21
122.04,73.52
91.40,89.61
121.74,61.80
21.91,17.12
121.18,63.45
115.93,63.35
146.95,96.68
170.95,94.45
143.81,85.10
33.48,25.96
9.55,6.73
108.94,84.45
136.51,72.23
160.35,96.60
60.91,33.47
120.80,90.15
58.39,37.92
124.31,69.45
79.46,63.07
86.18,66.81
34.89,19.28
87.29,55.60
97.62,84.16
86.58,84.89
31.24,16.53
150.84,87.70
65.41,37.38
3.16,2.85
130.91,72.33
3.01,1.86
42.01,38.55
38.79,25.03
104.23,53.18
20.44,16.90
135.23,85.59
34.90,29.58
114.93,90.50
8.68,5.64
105.45,54.36
36.94,27.37
66.06,52.85
77.22,42.43
73.92,45.35
126.28,72.58
69.17,42.70
71.46,44.39
115.13,84.04
45.39,24.67
13.19,7.25
64.18,61.13
28.42,20.75
39.71,28.17
49.35,41.13
117.08,86.73
156.55,97.24
32.13,17.37
101.93,56.01
33.96,17.07
58.66,49.30
56.72,48.07
128.55,75.62
123.20,74.67
71.05,40.60
1.74,1.08
41.57,34.94
92.55,49.76
183.43,93.59
92.90,78.73
50.28,33.08
49.20,36.18
93.89,50.21
26.48,16.98
113.67,93.95
97.25,66.61
137.11,75.34
2.53,2.51
3.09,2.18
26.63,16.44
20.89,12.08
117.28,90.22
70.38,43.18
53.10,44.25
36.23,32.64
79.15,40.18
33.67,30.34
107.48,86.68
80.93,58.23
28.46,20.93
144.78,72.39
38.87,37.38
86.88,65.33
44.28,42.58
144.46,95.67
151.52,77.31
100.54,51.30
89.43,58.84
64.60,36.50
81.59,51.64
33.76,27.01
46.11,36.89
41.32,40.12
2.34,2.13
42.51,35.14
139.40,80.58
21.97,13.65
71.91,56.18
128.93,64.79
123.16,76.50
89.99,68.70
9.62,5.73
31.62,31.00
49.62,29.19
72.15,58.66
162.02,85.73
100.39,52.02
70.62,35.49
141.54,84.25
58.68,31.38
24.11,13.94
7.81,5.35
42.61,28.22
103.77,53.49
107.57,83.39
44.41,30.42
76.63,53.59
50.16,26.97
60.90,48.34
4.28,2.82
1.74,1.60
61.64,51.80
64.73,35.18
60.69,31.78
143.14,86.23
67.55,42.22
71.12,59.27
73.48,69.99
52.14,30.14
47.40,37.92
20.68,16.82
83.44,81.01
149.66,96.56
72.37,60.82
107.05,94.74
38.64,33.90
90.10,59.67
8.24,4.12
143.57,98.34
16.20,9.26
92.27,78.20
43.82,43.39
118.48,70.11
126.32,94.27
95.95,72.15
26.89,19.35
86.75,79.59
142.94,80.76
69.42,47.23
95.27,62.68
128.88,94.08
156.08,87.69
79.56,40.80
29.67,21.50
43.47,33.19
57.15,45.36
78.28,57.56
83.91,57.87
132.20,80.61
167.58,88.20
64.20,56.32
112.36,64.58
98.57,60.85
132.57,96.07
47.58,32.82
59.67,54.25
128.44,69.43
144.63,80.80
57.11,48.40
30.95,16.38
38.98,38.98
72.31,53.97
62.01,34.26
19.30,17.08
132.59,75.34
160.84,91.39
41.78,27.49
73.81,54.68
92.03,92.03
123.77,65.49
105.82,74.00
174.46,99.13
86.77,85.07
15.84,13.78
83.51,80.30
33.58,31.10
97.71,66.93
142.64,88.05
24.23,12.49
94.33,81.32
89.83,45.60
66.43,56.30
39.90,26.43
131.67,96.11
12.19,9.03
58.96,32.94
139.26,94.10
39.78,25.34
68.24,56.40
15.63,13.25
131.45,79.19
130.95,78.89
77.40,54.51
62.59,37.26
97.50,66.33
4.53,3.13
98.23,96.31
73.81,40.56
118.52,98.77
142.18,92.93
57.75,53.48
114.65,62.31
175.30,94.76
21.51,19.56
27.07,20.67
8.71,5.25
24.16,23.24
9.48,6.00
155.23,80.02
5.75,4.39
64.06,32.03
9.86,7.36
57.14,29.92
43.63,27.27
35.40,25.29
130.31,88.65
44.69,22.69
63.24,41.61
161.39,87.24
36.26,21.46
54.30,28.43
85.70,65.93
94.64,71.70
72.14,61.66
78.59,56.54
20.45,14.82
179.02,93.73
82.88,67.39
136.79,70.15
183.91,94.80
6.86,3.88
10.68,6.85
26.69,23.21
7.43,5.13
76.32,62.05
49.32,45.25
3.31,2.07
112.56,82.77
147.86,74.68
9.92,9.54
146.13,92.49
85.18,43.24
179.87,99.38
113.49,60.37
138.28,69.14
145.58,77.44
33.26,20.41
74.77,58.88
28.03,24.17
12.68,10.23
148.82,84.56
53.49,32.42
97.36,86.93
47.46,30.23
26.22,18.21
116.20,80.70
2.85,1.70
132.43,82.26
104.43,52.48
38.61,26.45
157.50,81.61
110.45,69.91
20.27,17.48
43.44,34.21
39.08,20.57
49.61,40.34
29.88,26.68
168.23,95.59
25.21,20.17
90.97,84.24
8.22,4.81
101.66,67.33
109.60,56.21
149.21,86.75
47.56,34.22
61.70,31.01
7.00,5.11
60.83,31.04
54.20,32.46
62.46,41.92
85.40,52.72
123.68,75.88
74.34,37.17
38.91,23.44
104.00,73.24
55.41,36.70
11.42,10.11
102.75,61.90
23.64,17.01
73.47,39.93
76.10,41.59
175.12,91.21
118.71,61.83
64.20,52.20
113.55,86.03
89.58,64.92
164.12,91.69
99.80,80.49
71.96,49.29
81.34,56.49
109.15,94.10
146.05,94.23
83.14,58.55
39.70,19.95
30.36,26.64
88.48,80.44
12.14,6.26
43.55,32.26
64.27,32.30
75.37,62.81
25.57,20.14
144.37,93.75
155.66,89.46
60.63,45.59
89.05,50.03
32.66,26.56
115.65,64.61
87.18,86.32
27.93,21.00
145.63,75.07
49.75,28.76
18.12,9.44
16.32,10.81
112.01,76.72
6.90,3.75
61.41,50.76
95.21,59.14
68.78,36.59
81.01,53.65
16.40,16.08
119.11,79.41
54.78,37.02
115.53,70.45
40.80,23.45
76.92,61.54
99.34,76.42
148.28,94.45
140.63,99.04
90.70,50.96
96.58,59.62
54.75,33.80
95.12,58.36
12.85,7.84
115.58,63.16
127.04,74.73
58.32,37.39
102.96,65.58
71.68,37.14
113.03,86.95
107.13,83.70
45.04,29.83
128.07,82.63
113.25,89.18
142.01,89.88
157.30,92.53
27.16,15.01
10.42,6.95
59.98,53.56
29.48,21.84
100.66,86.78
27.74,21.18
79.87,65.47
14.90,10.35
47.81,47.34
87.23,74.56
48.72,30.45
12.84,12.59
147.88,96.66
130.40,81.50
93.24,70.11
76.92,46.34
52.26,37.33
156.59,92.66
119.72,86.76
96.61,90.29
23.80,13.76
190.52,95.26
31.68,18.86
89.45,70.44
57.45,41.04
118.47,71.37
133.61,95.44
126.80,96.80
111.77,99.80
109.02,67.72
101.69,54.38
27.92,14.32
59.07,51.82
147.55,89.43
36.32,23.90
90.14,70.98
33.71,18.94
3.12,2.98
12.30,8.92
84.54,77.56
65.48,61.78
151.00,100.00
128.14,71.19
102.35,66.90
33.33,19.96
11.95,10.13
69.60,37.42
49.41,28.73
104.22,93.06
46.44,43.41
104.79,66.75
22.43,15.16
46.66,25.36
102.25,61.60
59.29,37.53
133.40,88.35
8.68,7.62
2.86,1.49
129.40,78.43
101.88,55.98
17.19,9.66
28.21,14.85
74.79,43.74
108.43,56.77
88.80,61.67
126.48,87.23
8.15,5.66
24.58,14.99
96.42,65.15
