ss_list_price,ss_wholesale_cost
37.15,21.60
101.68,96.84
146.14,73.07
78.46,74.02
1.99,1.49
139.45,92.97
82.22,41.32
151.80,88.26
84.83,82.36
97.35,83.93
133.25,72.42
122.72,87.66
77.45,68.54
127.77,88.12
117.15,76.57
21.71,12.13
111.55,57.50
140.91,80.52
139.51,70.46
93.75,55.15
4.82,3.47
148.79,99.86
71.72,48.79
59.86,41.57
129.22,86.73
55.39,36.93
85.19,46.30
76.64,44.56
70.95,41.74
108.37,91.07
155.11,94.01
113.35,64.04
34.68,29.15
37.38,25.26
89.36,56.56
57.09,51.90
106.45,82.52
120.84,95.15
122.52,73.81
80.05,54.46
155.46,96.56
148.27,79.29
43.64,33.83
36.10,29.84
14.79,12.43
166.36,92.94
45.12,36.69
73.25,46.07
144.44,94.41
60.79,44.70
169.94,90.88
106.96,78.65
19.10,12.91
107.55,62.53
50.76,47.00
62.12,42.55
17.51,11.52
92.70,46.35
169.74,88.41
15.42,12.75
143.58,79.33
161.69,90.84
99.31,97.37
82.82,76.69
65.28,61.01
106.77,68.01
26.27,18.50
107.04,59.47
184.11,96.90
54.43,41.87
24.98,23.57
43.38,31.44
77.96,40.82
63.06,34.84
78.60,67.18
45.49,24.46
193.65,98.30
28.81,16.28
59.59,30.56
25.00,20.00
98.93,89.13
39.10,19.55
172.28,94.66
121.92,70.07
98.33,65.12
98.83,73.76
119.41,81.79
138.25,74.33
34.85,26.61
88.00,63.77
44.08,42.39
82.45,45.06
32.80,31.85
17.70,17.19
152.76,78.34
38.23,24.51
33.77,17.59
23.88,23.42
97.31,90.95
136.03,68.36
66.73,49.07
26.80,25.77
104.55,77.45
90.79,55.03
23.99,12.90
103.02,75.20
39.61,26.41
21.71,13.32
145.71,77.51
29.91,26.71
6.60,6.35
63.62,49.71
24.06,12.87
109.68,85.69
78.77,41.03
107.23,58.60
23.76,12.64
4.18,3.55
12.69,10.94
105.06,67.35
165.51,99.71
39.02,19.71
57.89,46.69
117.90,87.34
75.87,48.95
85.58,49.47
67.40,62.41
9.97,6.83
79.78,69.99
141.98,71.71
162.81,92.51
123.97,70.84
117.25,80.31
131.24,76.75
40.60,21.83
82.88,76.04
33.84,26.24
86.64,64.66
65.79,43.86
70.28,38.62
25.84,18.33
119.52,69.49
92.41,60.40
80.75,44.13
89.87,48.32
24.83,17.74
23.94,16.98
80.65,40.94
75.08,63.10
61.93,46.57
113.07,69.37
140.65,84.73
78.29,69.29
43.24,29.22
15.11,8.89
50.83,43.82
52.60,38.12
5.38,4.72
8.17,4.62
78.83,71.67
82.94,60.99
39.94,23.92
119.93,90.18
31.67,30.75
110.07,86.67
70.31,37.60
75.98,48.09
9.86,7.42
25.03,21.58
67.64,39.10
38.36,29.51
114.24,62.77
129.84,96.90
20.56,18.87
11.52,6.51
3.25,2.81
176.56,95.96
14.61,8.21
62.96,37.04
22.97,18.83
120.94,68.72
79.54,49.10
14.55,10.47
148.39,93.92
64.11,52.13
76.73,71.05
133.01,96.39
35.98,33.32
120.04,75.98
151.36,98.29
11.15,8.58
21.67,15.16
90.35,57.92
89.09,45.69
14.52,7.77
146.42,94.47
5.95,5.73
120.49,79.80
46.63,30.09
79.02,71.84
30.26,23.83
1.57,1.47
167.52,85.47
24.48,18.27
53.20,26.87
65.44,50.34
143.95,94.09
49.50,27.97
2.90,1.96
137.31,88.02
184.78,95.25
69.75,49.47
31.00,29.81
134.98,86.53
134.85,89.31
3.00,2.44
77.49,54.96
7.70,4.10
74.83,62.89
92.30,87.08
132.16,86.95
67.02,41.12
154.08,94.53
16.08,10.05
141.96,73.18
103.16,71.64
96.86,86.49
63.38,47.30
36.32,23.90
48.22,33.96
100.47,58.76
7.20,5.04
75.60,61.47
68.64,45.76
114.54,67.78
84.15,77.21
16.67,14.50
63.29,43.65
43.82,43.82
93.63,57.80
117.16,92.99
61.58,33.11
99.78,99.78
77.16,43.11
2.54,1.60
48.98,26.62
1.88,1.44
102.85,54.42
31.99,17.58
24.62,16.31
53.33,28.37
176.21,89.45
106.40,64.10
23.16,22.49
125.63,65.78
159.61,99.76
44.36,41.85
7.99,5.06
156.65,88.01
31.66,22.30
104.85,57.93
60.46,38.03
88.27,48.24
197.58,99.29
52.33,44.35
14.80,8.56
5.46,2.92
69.86,67.18
57.46,49.54
33.24,23.58
101.16,67.44
132.69,81.41
96.11,60.45
179.82,94.15
41.39,22.62
45.13,23.88
113.66,62.80
79.01,70.55
3.92,2.55
118.57,80.12
141.00,89.81
96.74,64.07
91.06,82.79
48.12,31.66
45.88,29.04
79.17,52.78
87.25,86.39
37.28,19.22
79.03,52.69
123.41,71.34
27.86,14.44
102.08,70.89
177.99,99.44
10.87,10.56
107.97,57.13
163.60,89.40
123.83,84.82
69.44,42.87
102.87,58.45
18.69,12.38
100.86,76.41
21.54,17.10
1.31,1.21
71.00,47.02
91.16,75.97
5.53,2.90
105.72,67.34
9.04,4.76
191.34,98.63
37.53,19.35
174.70,89.59
159.68,82.74
132.90,82.04
37.57,36.84
4.55,2.90
74.41,40.89
112.05,74.21
79.81,56.21
9.17,7.17
137.07,95.19
92.23,92.23
42.69,34.71
84.92,67.40
26.42,17.05
46.98,28.65
103.48,53.07
150.73,80.18
23.91,15.43
103.37,62.65
115.38,69.51
107.88,96.33
35.70,28.56
14.38,8.27
170.88,85.44
118.73,67.85
70.15,70.15
118.87,63.91
67.37,39.40
40.78,23.71
99.69,63.10
7.32,4.44
19.92,14.87
115.49,63.11
38.44,31.51
145.54,77.83
48.99,45.37
25.94,20.43
96.57,77.88
46.11,23.77
7.24,5.29
87.52,84.98
40.01,28.18
135.82,86.51
16.09,9.36
92.29,63.65
112.14,60.95
51.28,36.37
83.11,67.57
21.91,14.71
37.08,25.06
128.84,74.05
145.76,73.62
101.77,65.24
124.40,63.15
181.03,90.97
43.28,40.08
13.40,12.41
82.36,50.84
91.67,52.09
134.32,71.45
25.62,19.56
6.42,5.69
61.92,34.21
85.27,63.17
101.20,60.24
17.53,11.93
43.28,43.28
133.27,88.85
81.98,69.48
91.59,46.03
61.39,39.61
14.42,12.02
52.01,27.52
68.46,53.07
49.01,46.24
72.35,55.23
50.33,50.33
86.52,73.33
38.10,28.44
71.18,52.34
11.04,9.60
104.77,56.03
44.94,44.50
3.44,3.22
86.87,74.89
44.35,39.96
164.33,87.88
157.18,89.31
165.03,93.24
120.10,99.26
122.93,87.81
110.72,85.17
71.11,58.29
114.12,59.75
79.10,42.99
32.61,23.81
164.08,93.23
15.56,7.82
135.07,78.99
17.55,9.70
30.78,27.00
72.22,50.86
96.64,78.57
21.55,11.91
87.94,64.19
36.72,19.13
55.97,52.31
12.51,6.55
87.43,67.26
51.25,34.40
3.64,3.34
135.81,92.39
17.16,9.08
114.22,57.40
150.96,93.77
57.67,41.49
101.23,85.07
21.55,12.53
55.77,40.42
89.81,68.04
100.54,55.55
50.75,27.14
132.04,76.77
42.41,39.27
140.86,72.24
96.53,49.00
41.88,21.59
38.79,30.31
105.96,81.51
142.77,99.84
56.80,31.04
71.11,51.16
66.94,52.71
173.61,88.13
25.33,16.56
81.11,61.92
41.07,22.57
29.64,16.94
71.34,37.95
105.01,85.38
4.36,3.31
59.82,52.02
13.76,9.90
100.13,65.88
173.62,95.40
69.75,36.33
5.53,4.94
21.47,15.02
136.34,75.33
163.49,87.90
86.02,43.01
78.38,55.99
74.57,47.20
123.81,66.21
86.26,62.51
106.59,73.01
76.82,45.73
132.42,76.99
95.94,49.20
102.49,85.41
131.00,68.59
116.88,87.88
57.51,46.01
29.65,28.51
68.22,36.10
18.41,10.52
7.11,3.61
57.23,33.67
49.74,40.12
61.22,39.50
41.88,35.20
62.82,60.41
50.42,40.02
84.78,75.03
104.00,54.17
60.87,45.09
110.47,91.30
17.94,9.70
52.68,38.18
132.81,90.97
115.02,63.90
142.11,81.21
97.39,59.75
49.15,30.72
173.41,88.03
104.69,63.84
142.94,80.76
15.10,13.02
25.56,15.78
116.76,94.93
123.62,71.05
40.54,22.28
86.76,77.47
139.20,83.86
94.94,55.20
181.49,94.04
104.93,61.01
177.90,92.18
91.36,64.80
95.58,86.11
91.87,90.97
19.77,11.63
139.21,83.36
54.01,33.97
160.02,88.41
47.21,34.72
88.82,45.09
84.53,44.03
92.57,59.34
28.63,15.65
8.71,4.71
123.89,75.09
66.17,36.56
95.97,68.07
66.02,64.10
75.54,64.02
129.72,65.85
75.54,43.67
97.02,82.93
18.47,10.44
16.06,13.97
121.33,78.28
60.86,41.69
107.29,99.35
88.91,65.38
99.87,63.21
125.72,89.80
47.68,43.35
88.28,64.44
103.45,98.53
132.92,69.23
135.11,71.49
19.39,11.34
136.06,77.75
138.95,84.73
141.86,79.70
90.65,61.25
109.59,55.35
98.64,51.38
97.27,79.73
62.27,34.03
107.34,74.03
7.45,5.04
82.89,68.51
27.91,19.52
28.10,22.48
134.05,69.82
194.90,97.45
61.57,53.54
139.93,94.55
58.43,56.73
46.56,43.93
150.58,84.60
17.04,10.52
30.69,22.57
82.17,63.70
153.27,82.85
128.50,91.79
74.79,67.38
73.68,54.58
74.72,37.93
65.09,36.57
117.54,60.28
117.79,66.55
60.16,50.99
12.57,11.75
99.11,66.97
80.88,50.55
124.92,98.37
18.84,11.02
10.55,5.80
69.63,41.95
66.92,55.77
86.08,45.79
105.23,52.88
58.37,54.56
22.76,15.38
104.98,53.29
84.06,58.38
113.58,91.60
51.45,43.61
26.77,18.99
76.37,44.15
44.66,33.33
132.38,98.06
119.05,88.19
92.52,55.74
53.23,41.27
134.04,86.48
96.41,48.45
97.53,52.72
95.98,67.12
72.20,40.34
1.85,1.75
5.44,5.44
104.78,77.62
11.32,6.09
91.84,53.09
49.90,27.12
74.20,72.04
72.57,52.59
79.99,44.44
76.24,39.92
18.25,14.26
150.29,95.73
89.33,50.47
98.44,83.43
145.67,89.92
139.27,89.28
124.21,71.39
60.98,43.56
64.89,34.52
146.10,89.09
107.89,75.98
85.57,66.34
33.02,28.72
10.23,8.12
75.45,52.40
26.27,16.32
184.82,92.41
40.62,29.44
6.28,5.03
92.02,54.13
70.55,39.86
17.46,16.96
131.87,92.87
102.37,69.17
7.33,6.38
77.00,51.68
129.76,72.90
69.51,42.65
108.92,75.12
48.81,40.34
39.67,37.79
6.00,3.73
69.26,37.44
107.92,72.92
58.33,49.02
71.26,68.52
16.59,16.43
118.97,74.36
58.20,34.44
31.17,25.98
79.02,58.11
157.62,99.76
42.33,29.40
182.05,97.88
32.11,16.90
120.88,96.71
3.60,3.60
50.70,30.36
85.39,56.93
42.46,30.55
16.37,10.70
124.10,94.02
19.93,10.07
88.65,47.41
103.51,83.48
96.76,49.12
54.77,44.53
26.82,22.35
173.30,87.53
23.08,11.90
55.36,46.92
52.16,45.76
78.45,41.73
19.95,11.34
82.83,54.86
130.21,78.92
82.38,69.23
85.26,54.31
53.94,32.11
38.42,21.11
36.28,23.11
97.61,56.75
57.02,39.60
100.50,60.18
55.78,49.81
112.44,71.62
67.17,54.17
37.37,27.28
74.52,53.23
3.36,1.81
142.87,79.82
64.03,44.16
142.27,96.13
25.72,21.09
3.70,2.87
33.81,33.81
120.99,78.57
92.45,48.66
133.06,88.12
101.92,97.07
10.48,5.89
124.09,73.43
28.35,22.68
66.82,37.97
54.13,47.49
64.34,35.16
144.44,92.00
51.02,44.76
70.05,54.73
53.91,27.51
132.48,94.63
43.29,24.46
98.19,65.03
5.55,3.70
18.46,18.46
70.28,51.68
20.30,11.60
3.47,1.88
127.63,66.13
76.18,39.68
14.27,7.21
110.00,90.91
94.31,81.31
65.06,35.17
69.83,39.68
116.72,91.91
98.17,59.86
78.84,51.20
49.35,39.48
46.06,31.34
194.90,99.44
2.81,1.46
81.46,45.51
145.69,83.73
153.73,97.92
17.01,10.13
134.75,72.84
54.45,49.96
41.28,29.49
43.93,32.07
62.25,44.15
87.54,79.59
110.92,85.33
140.81,94.51
59.50,51.74
58.08,37.72
50.40,32.52
66.08,35.53
84.88,42.87
137.88,69.29
102.67,97.79
30.91,27.36
15.98,9.57
92.18,86.97
29.77,22.39
4.97,2.62
74.86,41.36
49.92,28.53
115.31,76.37
89.03,80.94
54.74,34.00
62.76,62.14
127.88,67.31
28.74,16.91
104.52,97.69
106.93,56.28
38.49,26.01
29.37,21.13
28.40,14.72
33.05,30.89
86.64,54.15
33.44,27.64
99.56,71.12
82.79,47.31
29.31,20.08
2.75,1.85
154.37,89.75
26.03,13.35
134.03,74.88
27.62,16.54
103.53,96.76
95.66,57.63
45.45,27.55
139.85,85.80
102.27,83.83
21.43,14.29
19.40,11.48
61.54,32.91
80.97,42.62
125.61,87.23
26.75,16.83
65.20,57.70
39.40,24.78
142.29,73.73
69.68,41.73
94.45,65.14
25.15,19.50
17.21,14.23
58.86,55.01
28.37,24.89
85.66,56.36
80.77,72.12
48.87,34.91
19.21,15.25
91.02,56.89
66.20,33.78
27.28,13.99
90.16,88.40
16.62,11.71
77.46,61.97
115.43,65.96
144.32,73.26
128.07,97.77
155.85,79.52
49.13,48.65
44.07,31.48
70.23,43.09
82.96,49.68
151.39,84.11
114.51,61.24
33.43,30.12
26.58,24.85
33.72,20.82
57.09,54.38
97.57,77.44
22.72,22.72
69.30,35.00
13.46,9.48
56.75,28.52
105.20,90.69
168.96,91.83
111.43,64.79
7.55,4.22
120.55,73.51
65.20,35.44
34.09,18.63
35.89,34.85
49.82,27.08
10.04,7.97
59.16,58.58
2.79,2.22
136.73,74.31
89.23,85.80
8.65,7.59
40.86,27.06
123.57,67.53
103.63,71.47
181.04,96.30
121.88,65.53
149.71,81.81
56.74,56.18
24.20,18.48
69.00,62.73
62.05,58.54
57.92,57.35
127.21,90.87
112.65,81.05
33.23,19.32
25.61,13.77
198.32,99.16
139.19,77.76
40.12,20.37
82.15,69.62
125.73,79.58
141.33,90.02
88.26,57.69
79.18,41.46
114.11,92.78
30.86,25.30
69.00,36.51
4.96,4.96
139.21,73.27
166.33,94.51
68.21,37.69
80.08,53.39
88.84,55.88
23.49,20.61
155.40,84.46
147.00,79.46
53.70,35.10
73.35,47.02
65.64,57.58
17.79,13.28
49.46,34.35
53.56,34.78
13.48,8.48
112.11,97.49
120.40,69.60
8.13,4.76
117.16,70.16
147.97,80.86
73.17,60.98
2.82,2.74
89.77,72.40
103.22,86.02
55.21,32.10
28.63,16.27
147.30,87.68
83.59,55.73
47.83,47.83
107.13,67.38
3.16,1.82
95.06,78.57
20.47,11.77
7.19,3.91
99.86,54.57
122.27,76.90
115.53,93.17
28.84,22.19
38.46,20.57
1.24,1.16
125.33,62.98
101.47,71.97
126.35,71.79
93.03,52.86
36.84,34.12
8.37,7.16
150.90,88.25
108.04,58.09
120.37,77.66
150.76,95.42
125.09,99.28
139.42,81.06
25.91,21.42
66.70,38.78
7.66,5.36
41.93,24.38
46.10,28.11
33.76,23.61
168.73,89.75
38.92,22.24
172.13,89.19
56.66,48.43
72.37,64.62
25.46,21.40
93.04,48.21
53.32,53.32
50.07,45.52
58.43,57.29
142.34,81.34
27.43,26.64
58.46,35.65
34.99,33.98
39.98,25.63
135.17,86.10
52.45,37.74
43.21,30.65
108.18,81.96
16.39,13.44
83.23,63.54
42.58,32.76
5.09,2.88
50.84,32.80
28.17,27.09
73.00,48.35
128.78,78.05
86.47,59.64
23.69,15.09
18.03,9.91
66.31,47.37
55.04,34.84
89.04,53.64
125.59,64.08
121.75,68.40
11.85,8.01
33.05,29.51
100.50,92.21
40.66,29.90
58.09,43.03
96.01,50.01
124.20,83.36
53.94,34.80
118.21,93.08
90.67,78.17
45.54,41.40
35.58,29.90
95.60,77.10
61.66,37.15
75.87,38.91
58.36,36.48
148.53,91.69
96.94,53.56
123.98,72.93
27.98,15.29
174.24,93.68
82.56,66.05
63.86,48.38
10.60,10.10
58.57,39.31
75.84,53.41
105.62,96.02
115.04,94.30
101.97,87.16
163.80,98.68
7.45,5.69
165.78,83.31
80.00,41.89
48.92,25.48
131.27,99.45
143.45,85.39
58.23,33.86
37.50,31.78
2.09,1.14
121.27,84.81
37.90,20.16
104.82,97.97
34.79,30.52
136.77,83.40
48.37,36.65
146.57,91.04
43.69,31.21
126.02,86.32
1.76,1.62
66.96,41.85
20.20,10.98
4.24,3.51
8.22,4.33
42.94,21.58
23.63,17.13
105.89,80.22
123.45,92.82
71.00,41.77
86.21,85.36
10.90,5.68
117.10,69.29
95.52,86.84
8.71,8.63
106.76,62.07
24.15,19.32
68.14,43.68
60.81,56.31
62.13,49.71
19.49,10.71
67.17,65.86
117.50,97.11
32.22,24.60
114.90,78.70
56.98,35.84
11.15,7.29
84.11,78.61
66.84,61.33
1.69,1.68
32.81,26.68
66.03,42.60
3.04,2.77
13.78,7.18
105.67,95.20
32.02,19.06
115.27,85.39
3.79,3.27
29.98,17.85
112.08,66.32
102.31,71.05
61.52,60.92
2.39,1.36
170.25,87.76
83.01,69.18
44.87,33.24
123.55,88.89
35.14,34.80
108.30,73.18
106.60,61.62
139.51,85.07
14.03,12.64
56.71,37.31
168.12,90.39
142.31,85.22
8.81,4.74
3.02,2.80
32.19,21.61
89.37,81.25
39.76,36.15
110.57,69.11
28.77,19.71
33.52,17.55
35.49,20.17
1.36,1.09
167.17,95.53
99.59,94.85
108.88,68.48
113.17,58.64
3.18,2.84
7.34,5.03
17.60,13.04
125.01,63.46
59.80,31.31
89.05,71.82
37.46,26.76
122.64,82.87
144.07,89.49
63.37,39.12
58.63,45.45
39.01,31.46
3.99,3.00
110.09,79.78
21.12,16.50
49.41,27.30
34.81,19.67
26.63,13.45
7.13,4.49
78.73,56.24
71.40,42.50
91.37,79.46
20.84,12.79
60.05,44.16
74.93,50.63
111.81,65.01
58.17,58.17
121.78,61.82
117.40,82.10
85.32,72.93
15.08,13.12
33.19,22.28
67.62,37.78
27.93,17.35
69.81,66.49
108.26,82.02
39.39,27.74
12.31,8.55
72.24,38.43
36.25,23.09
162.28,87.72
16.87,8.79
92.95,60.36
54.91,41.60
64.17,52.60
59.11,54.23
10.43,7.00
27.07,25.79
111.87,96.44
74.50,49.67
166.83,90.67
108.49,93.53
5.60,2.89
92.05,69.74
72.94,64.55
88.62,59.08
2.19,1.29
100.46,85.14
108.52,60.97
89.21,64.65
117.07,75.53
56.69,33.95
46.39,42.96
34.26,28.79
33.08,28.77
138.84,83.14
66.13,38.23
25.42,22.50
150.52,80.93
99.06,76.20
22.97,22.75
79.55,74.35
97.21,48.85
91.16,79.27
115.91,71.55
162.36,99.00
37.29,18.74
119.11,73.53
100.00,88.50
107.16,72.90
25.68,23.35
6.97,4.13
90.11,48.45
16.66,9.92
115.58,62.82
38.88,35.35
46.10,44.33
139.18,79.08
27.03,20.48
102.61,57.01
142.05,75.56
109.51,79.36
42.13,22.06
67.79,53.38
109.26,72.36
55.46,34.45
62.50,41.67
9.36,5.51
53.52,51.47
100.26,55.09
168.14,98.91
25.47,22.35
115.75,99.79
118.90,60.36
83.80,46.82
47.95,30.16
90.35,72.28
130.45,77.65
44.74,28.68
122.30,84.35
110.07,64.37
83.05,49.44
42.98,29.85
128.99,79.14
94.69,73.98
91.07,64.59
56.07,30.81
75.01,61.49
13.02,8.80
86.10,82.00
59.02,44.05
107.99,55.38
6.02,5.11
47.01,26.56
127.83,64.24
185.99,96.37
21.30,17.90
68.19,42.36
11.00,8.53
67.92,37.53
93.97,61.02
49.37,39.50
90.81,89.03
120.42,94.08
5.73,4.82
98.70,66.69
71.46,37.81
90.56,45.74
42.03,24.58
87.32,64.21
137.31,82.72
111.63,56.38
130.24,70.40
95.70,53.17
75.45,71.86
108.45,85.40
72.21,65.65
34.42,29.42
9.81,7.01
7.50,6.15
131.00,77.52
126.99,66.49
110.33,94.30
25.33,14.90
75.60,41.77
85.80,63.56
103.86,53.54
67.76,41.32
142.89,97.87
34.46,29.71
177.78,89.34
181.22,97.96
142.85,86.58
22.93,21.84
87.68,71.29
72.62,49.74
47.25,41.45
140.89,92.09
169.05,90.89
112.06,64.78
178.96,92.73
70.60,63.04
70.80,50.94
49.91,45.38
90.64,60.43
22.50,11.97
5.57,5.52
146.66,81.48
17.56,16.73
112.20,69.69
25.78,18.42
97.65,78.12
133.47,82.39
90.39,65.03
193.50,97.24
111.91,72.20
141.65,87.44
56.28,51.17
28.25,17.55
40.74,34.24
11.70,10.09
193.88,99.94
40.92,39.35
32.03,20.15
77.09,66.46
15.99,9.09
145.90,82.43
130.34,67.19
128.20,68.56
50.48,29.18
145.32,93.16
123.33,72.55
109.79,94.65
105.25,77.97
24.60,13.67
110.10,65.15
94.28,69.84
98.95,68.72
53.96,42.16
15.51,9.58
15.53,9.96
139.82,83.73
122.04,76.76
116.94,70.45
13.80,11.22
139.44,93.59
99.01,79.85
39.42,28.36
36.27,21.09
49.34,31.43
144.11,77.48
88.84,45.33
10.92,7.86
129.41,77.03
45.78,33.42
106.24,90.81
107.93,93.05
50.70,43.71
18.05,16.87
2.17,1.14
81.86,44.49
110.26,74.50
40.11,37.14
161.83,94.64
12.31,6.55
177.43,95.91
71.49,69.41
14.05,8.08
115.18,64.35
127.82,81.42
60.34,36.57
20.88,12.58
64.61,57.18
16.67,15.44
92.51,65.15
18.19,11.59
89.98,60.80
124.69,82.58
99.96,51.00
82.89,79.71
81.02,42.20
77.34,69.06
148.80,96.00
67.22,50.17
20.02,19.25
52.65,51.12
106.67,54.15
66.02,37.73
123.56,73.99
53.27,51.72
46.84,29.46
26.43,14.06
59.05,39.90
7.25,4.03
99.77,63.55
127.18,93.52
61.77,47.16
58.95,41.52
60.82,58.49
62.60,57.44
111.48,89.91
71.69,58.29
133.68,68.91
25.38,21.15
39.45,25.79
53.64,31.74
69.28,68.60
98.22,98.22
115.31,71.18
70.81,56.65
51.28,34.65
110.93,56.03
2.08,1.93
55.48,41.72
144.02,96.66
16.33,10.61
71.10,45.00
128.92,76.74
77.91,59.03
53.15,31.27
52.80,50.29
34.55,33.88
36.53,19.13
89.08,45.22
60.88,33.09
165.51,96.23
14.74,12.60
83.58,83.58
31.30,16.22
55.70,39.23
5.19,4.44
15.40,14.26
95.96,80.64
94.47,60.95
10.16,7.31
102.42,77.01
131.63,98.97
29.30,27.13
100.89,53.10
2.70,2.53
95.56,75.25
130.27,66.13
104.86,98.00
35.23,24.47
24.96,19.06
63.03,34.26
165.96,96.49
20.20,13.29
88.63,59.09
62.89,34.56
79.55,67.42
45.25,26.62
72.23,39.91
50.81,44.19
71.96,59.97
48.84,26.84
113.04,76.38
85.00,44.74
121.79,68.04
133.87,76.50
76.35,43.63
84.28,46.06
109.98,96.48
51.65,33.76
37.40,34.00
179.77,91.72
6.82,6.56
59.65,55.24
70.27,49.49
53.14,28.27
98.72,49.36
64.88,55.46
63.28,52.74
60.77,55.76
68.86,37.63
28.22,26.13
19.48,9.79
140.43,72.02
25.89,20.55
95.87,57.07
71.09,69.70
25.19,13.62
91.54,89.75
48.18,32.12
18.77,14.12
101.14,67.88
19.22,15.63
106.12,53.33
77.77,44.19
11.51,9.29
64.60,37.56
134.01,68.03
45.18,34.49
120.58,73.53
149.80,86.59
51.57,39.07
174.63,97.02
116.74,91.21
99.32,77.60
8.56,6.44
34.16,19.52
87.81,83.63
90.06,61.27
49.06,38.94
137.48,96.82
15.40,11.85
87.30,43.65
71.13,36.48
173.02,91.55
114.83,59.81
100.10,91.00
114.25,74.19
74.09,53.69
155.17,85.26
92.61,60.93
165.75,86.33
65.51,42.54
91.12,47.46
118.49,63.03
140.29,92.30
146.47,84.18
119.98,73.16
93.87,62.58
51.31,29.32
69.26,36.65
79.92,79.92
135.20,68.98
58.14,40.95
68.21,42.11
130.39,75.81
101.97,60.34
138.83,95.75
149.12,88.24
27.54,23.15
47.71,38.79
123.51,91.49
72.85,60.71
2.04,1.86
86.20,46.85
64.87,57.41
96.41,54.47
76.33,41.26
4.58,3.95
80.28,43.87
81.72,59.22
39.31,36.40
13.00,9.63
29.73,23.23
53.05,39.89
131.57,70.36
22.15,21.10
48.28,38.32
119.08,86.92
39.16,23.88
31.90,16.97
96.75,57.59
89.78,55.08
90.84,69.35
108.30,91.01
49.88,43.00
97.03,49.51
109.98,55.27
40.03,26.34
26.06,15.24
59.06,38.86
53.78,46.77
135.23,92.63
61.07,55.52
23.08,16.49
49.26,28.98
141.86,76.27
135.17,97.95
96.69,52.55
96.74,86.38
163.18,92.72
22.95,21.45
115.83,99.86
70.81,68.09
44.56,33.51
12.59,8.02
28.23,15.18
47.68,26.20
49.83,34.85
2.94,1.74
47.99,35.55
38.87,33.80
59.10,38.13
86.79,51.36
10.55,5.83
136.15,97.95
48.83,39.70
73.83,57.24
2.50,1.43
9.97,7.56
24.56,13.88
28.41,25.15
29.02,21.66
56.15,28.22
110.53,76.23
105.77,56.87
5.20,2.94
43.27,26.88
27.25,15.14
89.82,65.09
142.59,74.27
58.96,57.81
89.72,46.73
13.41,10.56
7.37,3.88
144.65,82.66
51.70,25.98
94.87,55.16
17.30,9.06
21.12,14.37
137.00,80.59
16.89,8.89
21.18,11.27
115.93,79.41
31.39,17.74
59.67,51.00
119.06,61.06
59.43,33.77
6.65,4.79
113.91,91.13
84.40,56.27
34.13,27.75
56.84,51.68
69.04,60.57
3.87,2.81
29.22,28.10
63.44,48.80
178.57,92.05
64.52,54.68
78.37,44.03
32.23,26.21
49.51,29.65
142.73,80.64
129.96,84.39
73.91,37.33
2.86,2.45
1.54,1.26
5.11,3.71
56.66,39.35
164.50,86.13
67.07,37.68
75.22,53.73
75.53,46.06
160.13,92.03
78.45,51.28
68.62,46.06
79.09,50.70
56.04,35.03
41.70,22.79
46.49,27.51
9.16,8.49
54.91,28.75
139.91,97.84
66.27,34.88
50.71,35.97
88.30,81.76
14.79,11.04
8.79,4.86
94.60,73.91
115.17,58.17
101.54,78.72
51.23,34.62
97.74,93.99
32.17,21.74
131.52,98.89
30.18,26.95
86.90,56.07
64.19,62.94
140.33,88.82
140.28,88.23
84.21,48.68
135.07,78.99
61.75,31.83
94.06,85.51
57.25,49.79
133.50,99.63
72.25,40.14
30.58,22.49
49.05,43.41
103.87,53.27
134.92,97.77
34.12,21.60
102.06,73.43
20.04,15.07
104.43,60.02
20.31,11.54
7.73,6.09
181.57,96.58
111.70,58.18
21.69,12.19
41.17,20.69
116.32,76.53
40.86,26.03
128.31,82.25
82.89,53.83
55.04,42.67
120.61,69.32
29.57,22.24
152.60,97.20
13.09,10.23
135.80,98.41
54.01,42.53
100.00,54.95
40.05,31.29
34.27,24.14
45.35,23.38
50.32,29.78
98.76,75.97
13.26,9.41
24.76,18.08
174.99,96.15
19.29,13.88
11.81,8.32
133.84,67.60
95.65,84.65
115.29,86.04
127.29,80.06
39.66,29.82
71.49,38.03
54.02,38.59
37.53,23.17
90.99,73.38
1.45,1.36
141.91,85.49
136.20,95.92
84.30,55.10
62.94,32.28
58.95,46.79
108.19,66.79
49.43,35.82
90.18,57.81
8.11,7.73
13.69,8.89
81.50,50.94
97.93,86.67
42.05,31.62
50.94,31.84
37.19,25.65
48.47,45.30
52.94,29.25
74.41,59.53
107.52,80.24
61.77,45.42
85.25,55.00
160.94,91.97
101.83,68.81
153.19,87.04
20.85,20.85
116.04,58.02
19.77,11.05
73.96,47.72
23.39,14.81
72.58,52.60
105.41,66.72
42.42,22.33
136.90,95.74
81.22,79.63
86.28,85.43
102.02,87.95
18.88,17.01
97.91,92.37
81.47,71.47
101.69,83.36
50.78,44.55
90.90,72.15
54.36,40.57
89.27,46.74
117.12,81.34
87.08,57.29
21.39,20.57
7.25,6.20
96.07,83.54
85.54,57.41
11.97,8.55
172.60,90.37
49.99,42.37
87.67,56.20
97.39,68.59
28.84,25.08
67.01,51.16
99.46,55.26
142.92,95.92
26.11,16.96
1.70,1.47
37.96,30.13
126.84,89.96
27.16,21.22
86.17,66.80
69.53,52.68
